Whiskey,Percent.whiskey,Rep,Style,"Ethene, ethoxy-",Acetaldehyde,Acetone,"Methane, diethoxy-","Ethane, 1,1-diethoxy-","Butane, 1,1-diethoxy-3-methyl-"
Laphroaig 10,90,1,SM,4316.822563,142434.4161,839515.0232,16983.61355,649417.521,53797.77245
Laphroaig 10,90,2,SM,5450.289103,99710.04896,497141.3406,17246.01763,718239.388,62415.60746
Laphroaig 10,90,3,SM,5009.921933,107355.5395,463303.8817,16083.27843,680467.7252,59881.47917
Laphroaig 10,100,1,SM,6206.093319,102881.6875,38939.33775,16170.60111,855581.6695,64086.17066
Laphroaig 10,100,2,SM,4755.050549,125694.4896,50686.6036,13957.61583,693837.7554,50121.68281
Laphroaig 10,100,3,SM,4932.104538,115406.8954,40220.76239,14030.73802,679939.7714,49374.95988
Maker's Mark,50,1,BU,10036.26577,193817.6222,35313.04565,42789.4709,1069128.048,54790.3151
Maker's Mark,50,2,BU,9345.584077,151578.871,25016.95722,43235.37433,1003805.545,55123.58735
Maker's Mark,50,3,BU,8035.109491,155957.6997,26850.0277,45056.94371,696467.3096,38858.77695
Maker's Mark,60,1,BU,10603.86522,176915.6188,21888.64227,46508.64577,1393867.213,63541.75707
Maker's Mark,60,2,BU,9811.771066,173605.3516,20557.69538,43517.10158,1237217.988,59362.44046
Maker's Mark,60,3,BU,10637.32571,172740.2499,22285.20561,48902.07359,1347279.327,64151.276
Maker's Mark,70,1,BU,7286.533159,230985.5772,26522.12794,42594.44441,1201435.824,41575.39412
Maker's Mark,70,2,BU,10394.76113,170474.1796,17706.86471,42570.1478,1318130.184,49750.50085
Maker's Mark,70,3,BU,10447.72492,192932.8688,18857.98769,40647.88724,1286269.862,47244.04417
Maker's Mark,80,1,BU,9959.289837,242552.4257,18948.9318,39426.71844,1557177.542,40826.00734
Maker's Mark,80,2,BU,11504.35369,183948.3007,14024.61228,37034.19747,1508760.176,41898.65751
Maker's Mark,80,3,BU,10820.00205,243715.8501,19280.12923,39727.95494,1573030.396,40231.88748
Maker's Mark,90,1,BU,10232.02953,230467.8851,17269.98212,36097.35582,1677183.023,32545.50056
Maker's Mark,90,2,BU,10868.02594,216383.1635,18784.95609,37251.97031,1744176.363,33297.41634
Maker's Mark,90,3,BU,10231.90897,260346.1601,23527.38573,37120.41404,1698742.645,31022.75393
Maker's Mark,100,1,BU,9003.709516,251327.6058,40838.37077,38543.93148,1873093.955,25882.02175
Maker's Mark,100,2,BU,8013.729048,263603.6881,43693.79947,36252.74249,1733614.986,24271.61511
Maker's Mark,100,3,BU,9791.898427,270251.5202,39325.53073,34812.25521,1702126.873,23785.32469
Michter's Rye,50,1,RW,1418.901957,45927.6025,7403.127835,31991.85864,107747.512,6491.14044
Michter's Rye,50,2,RW,1428.452377,44437.03864,6347.952317,27677.72558,83377.70194,4739.691711
Michter's Rye,50,3,RW,1881.528079,41744.58196,6289.56147,28508.8581,84827.25554,5128.647998
Michter's Rye,60,1,RW,2207.054756,44853.85984,138747.494,27537.58756,123605.6112,6313.078487
Michter's Rye,60,2,RW,2165.449089,48996.14511,177533.9443,28579.50058,121154.4024,5874.552997
Michter's Rye,60,3,RW,2716.465714,44435.69548,151257.3573,29561.83869,130684.485,6704.144262
Michter's Rye,70,1,RW,1125.064139,54083.05182,73423.23713,33273.31651,206835.4767,9449.599168
Michter's Rye,70,2,RW,2355.424647,51959.25777,75204.92622,31659.61766,188105.7916,8285.407405
Michter's Rye,70,3,RW,2157.389812,53663.51252,81142.06238,30441.35371,176256.291,7143.801342
Michter's Rye,80,1,RW,2485.782428,58954.21865,104040.1663,29729.96471,259241.2344,8568.167871
Michter's Rye,80,2,RW,4436.359913,54547.4763,93908.25577,36675.29131,313509.8415,10288.01452
Michter's Rye,80,3,RW,1565.754608,60501.34786,116627.4379,30301.48081,226197.7682,7583.684369
Michter's Rye,90,1,RW,2754.714793,61716.46035,92319.74721,30101.353,291281.0191,8567.821364
Michter's Rye,90,2,RW,2631.430319,62625.70456,98321.47425,29390.79403,268715.0194,7476.580491
Michter's Rye,90,3,RW,5481.848908,51168.98757,73835.71433,31845.13833,300236.4672,9079.407247
Michter's Rye,100,1,RW,5028.508776,61571.58765,8704.270537,34954.07432,423199.9181,9977.013336
Michter's Rye,100,2,RW,5752.428485,57245.73722,10459.65474,33191.44974,388680.2197,9014.489965
Michter's Rye,100,3,RW,5020.545757,59693.29658,10304.02964,32921.82128,384365.8755,9023.326524
Monkey Shoulder,50,1,BS,3157.893919,62611.11823,29474.71604,10376.94621,107215.76,14779.82428
Monkey Shoulder,50,2,BS,3718.34435,47565.20171,19689.99542,10321.14306,113271.9164,16167.52783
Monkey Shoulder,50,3,BS,3563.374116,52487.34154,21536.90372,10988.0619,141068.0089,20964.50291
Monkey Shoulder,60,1,BS,3851.986211,52762.00385,18631.78279,10299.72969,167497.8278,23235.46581
Monkey Shoulder,60,2,BS,3652.624902,52702.29992,17697.28718,9187.070575,151400.5769,21239.57244
Monkey Shoulder,60,3,BS,3050.584129,62351.01258,23587.76955,9176.23337,144211.0763,19093.22429
Monkey Shoulder,70,1,BS,3725.315908,67100.40994,21990.07102,10872.98394,263043.0552,32800.3298
Monkey Shoulder,70,2,BS,3235.985671,70721.29969,24104.0457,10558.37738,230656.5667,27566.29647
Monkey Shoulder,70,3,BS,3000.669244,79177.12203,25646.86594,10762.21636,248548.5868,29644.13747
Monkey Shoulder,80,1,BS,3839.676187,69877.37223,18270.85553,10743.41271,304979.1201,32745.35236
Monkey Shoulder,80,2,BS,4586.029464,58639.91701,16049.15765,10931.25951,418716.1135,47001.24862
Monkey Shoulder,80,3,BS,3792.04416,74352.99624,19804.76288,10713.3789,302741.2607,31194.72538
Monkey Shoulder,90,1,BS,3804.403705,94566.11717,25726.41961,11104.53828,390134.0901,32797.57856
Monkey Shoulder,90,2,BS,3373.364063,89244.938,25523.63113,11080.6324,384863.2625,34032.29887
Monkey Shoulder,90,3,BS,4327.311844,76186.85915,19484.52458,10602.03756,397875.052,36051.29381
Monkey Shoulder,100,1,BS,4825.713607,64627.53896,24262.17417,10264.7223,490448.1576,37911.69416
Monkey Shoulder,100,2,BS,5086.612433,64511.91812,23587.58389,10347.75988,499375.4051,37891.14103
Monkey Shoulder,100,3,BS,4106.211816,104253.6705,47517.83946,11348.39828,447321.2252,29904.57215
Four Roses,50,1,BU,3085.551234,27491.34598,53039.36843,17715.14872,126799.8446,6224.637404
Four Roses,50,2,BU,2898.127297,26790.73621,56453.26492,18163.1396,130970.1879,6116.411158
Four Roses,50,3,BU,2945.267472,27984.92462,57389.42922,18534.56241,154652.5998,7082.246485
Four Roses,60,1,BU,3339.407151,31123.02383,40858.21386,19059.35325,304631.324,14465.28711
Four Roses,60,2,BU,3268.58024,30873.19753,40069.32898,19024.52071,209516.7254,9422.106844
Four Roses,60,3,BU,3218.294802,30509.00096,40591.57604,19037.9652,196302.3332,8337.17161
Four Roses,70,1,BU,3307.264303,33607.71482,51745.8212,19735.33987,282944.1658,11046.56804
Four Roses,70,2,BU,3507.97509,33125.33358,51557.04411,19997.54419,298618.7526,11615.42762
Four Roses,70,3,BU,3460.95789,32611.74477,48907.94382,19034.92386,274767.7522,10879.54946
Four Roses,80,1,BU,3540.784433,35699.06711,49615.8193,19540.46343,388488.1872,13431.12843
Four Roses,80,2,BU,3419.766435,34455.16334,48251.18923,19052.01319,364848.269,12445.62418
Four Roses,80,3,BU,3662.235321,35852.86808,46397.83911,18948.86599,395902.2381,14263.07347
Four Roses,90,1,BU,4046.020061,38652.05291,25221.3872,19802.61548,498933.1872,14950.73422
Four Roses,90,2,BU,3995.079632,38383.8501,24097.11704,19381.81,478878.6123,14370.99637
Four Roses,90,3,BU,4314.192639,39077.90668,24302.32968,19407.66749,504434.3932,15680.54666
Four Roses,100,1,BU,4451.305402,39219.15687,32015.82083,19313.55683,559933.1819,13438.99583
Four Roses,100,2,BU,4599.416752,40438.58417,32475.40964,19205.24794,552395.6407,13044.20852
Four Roses,100,3,BU,4582.212728,39931.74314,32405.97765,19536.63758,553356.0087,13064.74296
Russell Reserve,50,1,RW,0,60103.99909,0,17998.38599,216816.8438,13178.91052
Russell Reserve,50,2,RW,0,73502.40836,2190.917846,19084.1792,215745.019,11734.42029
Russell Reserve,50,3,RW,0,56508.85909,0,19149.69406,189893.9402,11988.46926
Russell Reserve,60,1,RW,493.0918958,60865.00828,2095.185036,19267.85223,464729.1311,26459.35373
Russell Reserve,60,2,RW,0,61558.34138,1667.359883,19077.77174,290885.3253,15653.09393
Russell Reserve,60,3,RW,0,73445.95919,2624.091074,19963.35863,322339.9572,15828.80994
Russell Reserve,70,1,RW,0,70308.33328,0,22319.01226,473693.289,21632.73638
Russell Reserve,70,2,RW,0,65833.79047,1709.270328,20747.20289,439886.5954,20626.16277
Russell Reserve,70,3,RW,732.6855233,66052.56618,0,21593.35918,669732.3009,31868.44528
Russell Reserve,80,1,RW,1550.247812,69869.25719,2659.577989,21664.19649,730479.2511,27606.45708
Russell Reserve,80,2,RW,1028.670503,75536.7349,2675.991031,21463.49532,688555.6203,27940.98471
Russell Reserve,80,3,RW,2199.526141,69214.93837,2565.107191,21489.66084,805892.984,32576.65646
Russell Reserve,90,1,RW,2576.018491,74906.32816,2664.697486,21859.39072,836741.1135,25805.64165
Russell Reserve,90,2,RW,2195.149,82872.89279,3492.634534,23184.91813,889297.3784,26998.06267
Russell Reserve,90,3,RW,1372.450235,74042.54801,2083.406159,20864.71822,744995.6502,23953.18493
Russell Reserve,100,1,RW,1509.426295,78736.79071,2246.854938,20697.28046,816463.4757,20187.15508
Russell Reserve,100,2,RW,0,104383.8645,3519.202054,21189.04682,786090.3112,17314.84449
Russell Reserve,100,3,RW,1892.280735,79081.76153,2273.897481,21365.33939,853802.352,21126.15629
George T Stagg,50,1,BB,5424.368656,28012.9071,93312.87839,16166.88096,268272.7619,8463.457807
George T Stagg,50,2,BB,6173.596511,28500.6751,93039.91675,16293.93718,253028.4618,6624.779156
George T Stagg,50,3,BB,6641.284885,26986.44717,92713.69256,16550.42817,480188.4601,18578.46286
George T Stagg,60,1,BB,7810.675981,32552.42371,23895.61504,14103.9916,300692.5493,5960.904271
George T Stagg,60,2,BB,7295.971723,31037.956,23875.45558,14753.57051,337735.4495,7539.013297
George T Stagg,60,3,BB,8202.022901,32667.89449,25847.89592,16050.53542,400509.2579,9830.880544
George T Stagg,70,1,BB,11582.02581,38296.00602,44975.50604,14113.1763,436661.5757,6778.090587
George T Stagg,70,2,BB,9389.961294,34845.05564,44853.33335,13770.41316,495593.133,8468.546549
George T Stagg,70,3,BB,11138.88116,38887.43432,44816.61927,13676.29761,380118.1173,5031.360344
George T Stagg,80,1,BB,13133.82223,43632.80985,68222.41224,11908.92532,427122.0923,3745.032978
George T Stagg,80,2,BB,12290.78142,39621.47595,71138.78038,12238.82921,474142.942,4950.222714
George T Stagg,80,3,BB,12276.1239,43421.79792,72107.22173,12494.63272,433561.9819,4065.46734
George T Stagg,90,1,BB,12768.23275,41139.11965,36683.62996,10957.00682,469865.7981,3387.092709
George T Stagg,90,2,BB,10554.06372,37166.1301,36754.26002,11170.68241,530293.727,4520.752171
George T Stagg,90,3,BB,13676.90261,45295.74429,38134.92922,11094.91916,443908.7387,2864.960365
George T Stagg,100,1,BB,9318.881561,35644.83051,39512.98354,9927.525115,515753.4677,3267.004618
George T Stagg,100,2,BB,12791.62445,41152.23618,41275.00368,10001.00315,477638.6179,2482.22427
George T Stagg,100,3,BB,12194.27615,38777.11057,36352.04771,8928.078613,420109.7599,2014.608006
Teeling,50,1,IW,2070.615925,59290.08496,11828.05686,6373.00148,135437.156,8621.629829
Teeling,50,2,IW,2353.386288,56905.35645,10227.63361,6056.576671,134360.3469,9264.754842
Teeling,50,3,IW,2692.685588,55354.01872,10328.81523,6550.400196,221528.8587,15340.67492
Teeling,60,1,IW,2744.868188,61316.11578,12365.51629,6482.575193,210618.1996,13341.80229
Teeling,60,2,IW,3494.862074,60688.31061,11893.74785,7400.008785,243274.1438,15703.91885
Teeling,60,3,IW,2446.895693,63792.15937,12592.40984,6379.87306,292233.5005,18783.73621
Teeling,70,1,IW,3864.219117,66654.91348,11187.56287,7334.253774,414984.7682,23818.54461
Teeling,70,2,IW,2686.807133,67455.869,10838.96705,6627.769217,401226.1975,22422.43553
Teeling,70,3,IW,4030.902086,63913.86887,11190.90265,7465.28597,370881.8867,20600.90755
Teeling,80,1,IW,5039.662798,71423.42789,15427.55817,7212.345297,455324.9655,20785.66762
Teeling,80,2,IW,4944.429889,71537.01524,16271.32657,7615.83473,457879.7588,20892.429
Teeling,80,3,IW,3260.046874,76813.38961,16458.0858,6845.95117,483532.6199,22684.38397
Teeling,90,1,IW,5243.626927,71211.98315,11113.15905,6175.954487,547426.6922,19600.98321
Teeling,90,2,IW,5213.016194,73504.03402,11617.61954,7297.080411,591806.5944,21564.7057
Teeling,90,3,IW,5794.774705,75421.00217,12197.60467,7297.839492,551213.5345,19726.16385
Teeling,100,1,IW,4984.180263,84458.58389,10645.26984,6665.946278,521500.4244,14281.54425
Teeling,100,2,IW,6093.96217,81662.10256,10640.49212,6607.331386,533812.715,14291.21189
Teeling,100,3,IW,6722.703374,76890.31504,9016.963894,6794.426309,576756.8985,16221.92781
Tullamore Dew,50,1,IW,3092.517605,17704.88435,4768.610845,8072.228643,133450.5753,5542.865863
Tullamore Dew,50,2,IW,1718.2594,39283.89958,5930.853431,8454.163726,78918.37014,3089.907439
Tullamore Dew,50,3,IW,2058.010309,36537.92895,4811.275125,7882.778707,77280.83469,3342.372038
Tullamore Dew,60,1,IW,2663.799884,40970.61621,5483.54548,9694.382388,157768.207,6689.000555
Tullamore Dew,60,2,IW,2231.785615,37179.60029,4884.040953,7861.873473,118594.7975,5021.350006
Tullamore Dew,60,3,IW,1716.149919,43187.11017,6405.881314,8673.302998,137600.5322,5663.222362
Tullamore Dew,70,1,IW,3295.615221,43872.75152,7162.364112,9249.198019,177788.444,6577.664758
Tullamore Dew,70,2,IW,2032.242138,46733.84575,7805.010499,9027.545875,181170.8844,6463.409623
Tullamore Dew,70,3,IW,3472.801201,42932.68607,6883.395767,9635.120914,185278.9729,7028.373255
Tullamore Dew,80,1,IW,2995.567715,47828.14209,6732.828635,8649.005825,210125.7573,6893.752936
Tullamore Dew,80,2,IW,3239.980492,45605.61784,5916.549408,9413.533309,294272.7179,10110.78237
Tullamore Dew,80,3,IW,3075.464647,46238.78109,6202.517955,8291.766896,212712.8989,6965.819386
Tullamore Dew,90,1,IW,2873.7584,55708.41008,6185.601457,8671.040387,254965.3046,6775.196659
Tullamore Dew,90,2,IW,4939.337381,49172.11547,5211.216881,9189.425296,297096.1835,7841.127685
Tullamore Dew,90,3,IW,4121.218531,49912.72268,5267.576928,9433.66495,296475.3031,8221.761247
Tullamore Dew,100,1,IW,6016.563681,48012.28122,5984.768848,8678.645398,330066.7754,6961.402793
Tullamore Dew,100,2,IW,4286.186025,48305.56155,5696.88071,7723.908297,291993.4036,6703.377242
Tullamore Dew,100,3,IW,3456.969891,53815.16682,6441.742756,7907.18298,281799.945,6238.082544
Wild Turkey,50,1,BU,4389.722837,25178.38434,21161.61056,11302.07567,163573.0671,5387.632555
Wild Turkey,50,2,BU,4098.069615,24030.01204,20031.65762,11495.04404,167361.4019,5451.504053
Wild Turkey,50,3,BU,4284.728413,23420.32693,19125.66175,10739.91864,146156.979,4321.233432
Wild Turkey,60,1,BU,5055.182717,27218.39214,12840.67357,11806.87121,336435.6338,10530.96435
Wild Turkey,60,2,BU,4752.892615,27001.68803,13720.05189,11689.55984,262563.1127,7685.278143
Wild Turkey,60,3,BU,5040.427344,26628.54402,13259.1148,11574.01214,326487.448,10073.39237
Wild Turkey,70,1,BU,6020.11902,31305.9423,8943.815166,11396.45624,312330.4824,6385.025617
Wild Turkey,70,2,BU,5401.883324,28518.90713,9636.438917,11401.59515,375137.3249,9095.195519
Wild Turkey,70,3,BU,5979.56166,30939.62501,9199.169141,11631.13737,308331.6641,6456.037273
Wild Turkey,80,1,BU,7728.092453,35272.68368,10135.27895,10221.86337,368860.6831,5219.075186
Wild Turkey,80,2,BU,7399.076783,33336.97606,10973.83897,10418.61859,384988.3186,6313.573926
Wild Turkey,80,3,BU,6330.794798,31483.78816,10861.86558,10048.15178,368425.6608,6534.310738
Wild Turkey,90,1,BU,10029.50065,42636.49566,23944.90849,9517.074171,353013.4448,3389.887302
Wild Turkey,90,2,BU,10755.63432,42683.09723,24339.87647,9670.500361,354902.8527,3219.42876
Wild Turkey,90,3,BU,8165.418506,37731.1204,24226.33767,9643.296396,410039.3494,4639.318201
Wild Turkey,100,1,BU,8237.321605,35019.91957,20961.7638,8515.976684,455727.2078,4158.537687
Wild Turkey,100,2,BU,10850.63047,43076.08374,22354.50233,9150.781158,396061.983,2927.769386
Wild Turkey,100,3,BU,9954.235406,41092.73426,21618.42985,8696.880439,371533.6381,2983.358316
Woodford Rye,50,1,RW,2616.909329,66676.67468,13534.90265,38682.86203,161123.6048,12021.87812
Woodford Rye,50,2,RW,2603.999775,66721.32517,15944.06844,37394.6111,150304.0984,11527.74699
Woodford Rye,50,3,RW,1688.139008,69740.82618,12848.79035,33143.01116,135291.3226,9712.919897
Woodford Rye,60,1,RW,1314.567157,83668.61838,14033.60404,37719.32167,227228.5449,14013.81278
Woodford Rye,60,2,RW,3199.251407,73189.07152,14089.85231,37800.63489,228870.8012,15125.80375
Woodford Rye,60,3,RW,3270.943404,70990.75267,11854.63612,40480.97798,257414.9839,17220.17158
Woodford Rye,70,1,RW,4662.895904,81775.46426,10245.91183,43684.6348,375526.5641,20227.27889
Woodford Rye,70,2,RW,2406.740333,88356.6095,11510.51527,36176.59661,290012.5019,14932.81836
Woodford Rye,70,3,RW,3481.321493,87882.88886,12378.58417,40584.60078,333441.9273,18151.30093
Woodford Rye,80,1,RW,3103.195857,90764.93499,9296.437454,36030.16926,381179.6308,16637.21462
Woodford Rye,80,2,RW,4292.973882,83830.29842,9377.052002,37219.95547,413411.8669,19338.48635
Woodford Rye,80,3,RW,5626.820577,80040.89135,9799.663252,40223.18479,434721.8681,19620.85994
Woodford Rye,90,1,RW,6673.576626,93887.79289,10999.06212,38887.27343,512034.2849,17407.17027
Woodford Rye,90,2,RW,6857.084711,90668.09219,11218.86375,41897.788,563985.7384,20218.74772
Woodford Rye,90,3,RW,3408.481901,93437.4178,9585.638629,37489.75641,548685.7794,20261.85121
Woodford Rye,100,1,RW,6024.752442,102056.3383,9924.419699,38850.7828,637208.6088,18273.5752
Woodford Rye,100,2,RW,5510.529174,105611.7028,10216.64389,37531.62434,592102.6299,16582.54057
Woodford Rye,100,3,RW,5100.919829,105934.8261,11003.80669,36581.76485,573375.5337,15989.7398
