Whiskey,Percent.whiskey,Rep,Style,o-Xylene,p-Xylene,Mesitylene,Furfural,Benzofuran,Benzaldehyde,"2-Furancarboxaldehyde, 5-methyl-",Benzonitrile,"Benzofuran, 2-methyl-",Naphthalene,"1H-Indene, 1-ethylidene-",trans-3-Methyl-4-octanolide,"Phenol, 2-methyl-","Phenol, 4-ethyl-2-methoxy-",Mesitylene,"Phenol, 3,4-dimethyl-","Phenol, 3-ethyl-5-methyl-","Phenol, 3-ethyl-",Dibenzofuran
Bunnahabhain,90,3,SM,16935.25645,9111.091611,22477.53527,217534.9497,10459.38254,37571.19286,3812.514321,13429.27394,3625.762969,369025.3232,15876.74772,4851.066156,36150.15237,6168.489772,28709.0878,18793.70722,467.831711,1600.551912,1974.292131
Bunnahabhain,100,1,SM,14145.80874,7668.233476,17814.47741,206992.0258,8252.837334,33850.92397,3377.508302,11555.1769,2523.078026,268253.6106,9866.518298,2320.059007,24605.24332,3243.261191,22854.07871,10782.04616,0,1262.183006,1592.22379
Bunnahabhain,100,2,SM,13588.37874,7569.985627,17335.68649,210440.6539,8745.106515,35345.38714,3937.748826,11878.8234,3043.202062,317999.0265,12794.31832,3685.514906,32024.17475,4757.718587,22578.9207,15363.96674,0,1351.014729,1944.310397
Bunnahabhain,100,3,SM,14902.42648,8015.188026,18548.12398,213354.7278,8680.979666,34109.06801,4043.521725,11692.2011,2258.34099,285443.8206,13480.40394,4431.463215,32381.24505,5184.996042,23921.67837,17496.70117,388.1088891,1698.97209,1589.411821
Bushmills,50,1,IW,3251.069641,1990.392405,4522.775782,226075.3421,0,60321.91492,4194.299287,1651.619812,2579.172017,10111.28466,1126.73835,13212.10615,31.59968103,78.05377774,2039.77625,197.870388,0,1520.159142,0
Bushmills,50,2,IW,2941.510944,1942.125215,4106.488098,215386.5398,0,53446.96201,3870.098894,1459.648946,2006.915061,8423.822992,549.8333441,12023.73612,0,72.57710531,1866.513663,166.5959776,0,1473.399046,0
Bushmills,50,3,IW,3155.789363,1943.274697,4315.617181,216286.6731,0,61389.0407,3936.492459,1521.644988,2674.696882,11078.44784,1291.915027,12963.04553,90.59209328,90.21053904,1979.455567,90.41263998,0,1471.258931,0
Bushmills,60,1,IW,3738.707627,2103.506647,3715.757292,231742.5311,0,58391.45624,4347.251275,1519.215798,2167.047659,8870.135483,754.7943814,11447.05336,41.56355004,89.35981701,1768.590801,0,0,1548.493095,0
Bushmills,60,2,IW,3154.445767,1890.966951,2892.23287,217935.2349,0,51650.52245,3870.209101,1524.890484,1781.836485,7504.699387,0,9275.946745,0,62.00662023,1159.866331,0,0,1435.427266,0
Bushmills,60,3,IW,3959.356966,2140.754164,3743.15877,233678.4757,0,61642.8551,4557.730202,1616.56506,2389.063282,10163.21279,916.4288291,12824.40317,18.92865677,88.6725779,1653.727442,70.68848679,0,1560.012105,0
Bushmills,70,1,IW,2602.625955,1794.908022,3803.105035,221363.0248,0,50180.95856,3877.841438,1195.142404,1394.518338,6092.407896,0,8321.08674,0,59.46556172,1834.91974,0,0,1410.161017,0
Bushmills,70,2,IW,2638.029901,1728.235434,3562.782165,222300.7202,0,51884.46308,4278.707821,1109.917555,1499.778355,6436.795896,0,7474.571657,0,51.64814303,1596.583239,0,0,1335.820235,0
Bushmills,70,3,IW,2101.703995,1262.441029,1535.281515,213934.943,0,44400.95351,3663.722966,889.161296,1235.501335,5152.9166,0,7088.431671,0,42.96980016,992.2088293,0,0,1336.967258,0
Bushmills,80,1,IW,1789.061081,1147.695477,2324.8791,223196.0338,0,40692.04209,3712.972878,860.8456357,742.5146449,3585.810902,0,5212.077739,0,0,880.3209704,0,0,1323.663123,0
Bushmills,80,2,IW,2051.108676,1263.946436,2840.794521,230294.6977,0,48656.32428,4268.961292,1267.857106,1006.881694,5877.960729,0,6993.095566,0,0,1137.328549,0,0,1377.989693,0
Bushmills,80,3,IW,1907.359723,1083.563333,2650.001384,224772.3362,0,47666.00185,4235.600634,1059.477594,938.8402382,5470.41915,0,6479.496408,0,0,942.5585416,0,0,1333.153377,0
Bushmills,90,1,IW,1323.951675,868.9255889,2324.768731,225923.9032,0,46431.64105,4226.890014,1027.646488,314.5452054,4194.271956,0,5010.414105,0,0,886.5172781,0,0,1337.788133,0
Bushmills,90,2,IW,1492.377412,1116.150133,2325.901619,236032.258,0,47155.34338,4380.62642,1223.471629,353.1264779,4277.912778,0,4905.193268,0,0,1023.026303,0,0,1352.515111,0
Bushmills,90,3,IW,1410.205406,996.3143437,2377.498573,234092.8714,0,47587.80152,4420.13012,1140.551087,379.1346142,4022.335054,0,4833.545254,0,0,1154.732358,0,0,1308.617726,0
Bushmills,100,1,IW,1635.469332,1232.42412,1815.543957,224627.2367,0,38295.43724,3791.978978,894.2387628,210.5787642,2212.147587,0,3103.88624,0,0,888.1227742,75.42324993,0,1282.257777,0
Bushmills,100,2,IW,1845.448765,1317.565701,1825.723694,231700.892,0,42162.86669,4343.802746,1221.544674,185.975695,3525.197212,0,3092.091193,0,0,972.1466721,126.1162395,0,1433.893151,0
Bushmills,100,3,IW,1713.812695,1275.504959,1823.015329,228023.6781,0,41848.59091,4295.191438,1087.150649,200.9065124,3162.748345,0,3018.623841,0,0,909.5676057,100.9640378,0,1381.44688,0
Dewars,50,1,BS,16536.7977,8176.73689,21080.64322,106089.9901,4161.632069,20418.52792,1040.960861,1515.573541,3523.167053,66547.79872,5857.693912,6642.626898,659.9871912,0,38889.73739,0,0,1497.935308,1442.615587
Dewars,50,2,BS,16570.86276,8302.942005,21042.32202,104238.9119,3832.963715,19610.55987,1023.57436,1403.457497,3446.645315,55448.1447,4986.448951,5958.476659,122.7878622,0,39232.47018,0,0,1504.752177,1203.19777
Dewars,50,3,BS,17293.94168,8596.522332,21715.39228,106920.6433,4135.165923,21171.28775,986.0857087,1614.055966,3667.804489,81265.55378,7450.842746,6063.440895,336.4736863,0,40388.41332,0,0,1621.303187,1296.843572
Dewars,60,1,BS,17671.11233,8777.450398,21100.38325,109847.8194,3971.987546,20528.14698,1113.685201,1556.685332,3517.265543,88334.86399,8564.592458,5490.417823,310.6925213,0,39812.59953,0,0,1679.334617,1207.021807
Dewars,60,2,BS,16590.6345,8538.215954,20167.64114,108666.2202,3591.839117,19698.69141,939.5038204,1262.712666,2970.655061,54297.85642,3994.197304,5635.336672,137.7081705,0,37700.83943,0,0,1444.683077,1113.397345
Dewars,60,3,BS,16126.69078,8177.867183,19562.32708,107943.2515,3572.20172,19277.93559,875.1531462,1186.059282,3157.947047,55701.45874,4489.797769,5625.031878,119.9917955,0,36694.82626,0,0,1423.302765,1286.44693
Dewars,70,1,BS,15210.1727,7756.377554,18890.79903,113237.7422,3276.872663,19214.23574,1311.820891,1292.089322,2607.715399,72650.1483,5853.882149,4508.218579,270.8127056,0,35916.93206,0,0,1495.025387,1427.804949
Dewars,70,2,BS,15357.25266,7875.28781,18930.18014,112615.9802,3366.914206,19629.7193,1321.40505,1466.729193,2771.285536,84562.48519,7498.100656,4305.849743,609.523863,0,35763.73941,0,0,1523.201768,1641.647018
Dewars,70,3,BS,15603.66676,7901.975528,19148.84675,112282.0956,3279.009821,18464.32243,1182.705548,1253.026701,2783.498971,29680.20412,2063.207003,5532.975654,95.85536472,0,36398.25457,0,14.11135953,2113.746239,246.3742833
Dewars,80,1,BS,12921.93948,6468.636893,15732.28137,113975.6199,2782.898273,18124.0599,1565.206085,1057.205657,1952.634346,45666.84549,3545.174064,2808.31686,37.68022743,0,29448.09465,0,0,1407.896862,1131.877483
Dewars,80,2,BS,12838.8826,6759.294998,15857.5038,113501.8174,2902.258717,18126.5363,1617.429573,1230.775786,1853.226403,53010.30616,3717.344949,3415.471345,122.2694952,0,30400.85035,0,0,1544.944441,569.6875371
Dewars,80,3,BS,12715.55203,6663.355497,15667.99881,113258.9122,2951.421839,18434.54689,1486.594598,1246.422195,1921.488228,64979.84904,4778.797512,2857.87669,172.8186498,0,29683.01978,0,0,1454.344542,1186.431168
Dewars,90,1,BS,9797.173351,5236.085248,12490.11437,114375.9541,2322.472752,17181.17953,1660.098208,1206.850575,1175.677831,52656.14175,3654.971035,1461.895194,29.37427798,0,23431.31178,0,0,1354.478633,904.6782714
Dewars,90,2,BS,10235.35481,5510.811051,13382.31267,116658.0339,2415.33259,17252.49054,1890.149554,1197.171733,1082.65039,54051.24678,4155.834131,2149.950058,189.7841542,0,24588.35822,0,0,1442.591548,932.3462371
Dewars,90,3,BS,10605.11351,5814.50318,13498.2964,116010.6955,2522.140944,17212.32744,1849.945165,1258.414568,1030.596427,68481.30398,6061.722034,2158.331745,190.649379,0,25002.12838,0,0,1525.803209,1250.328285
Dewars,100,1,BS,8458.820391,4593.657244,10845.87342,112011.7953,1751.595893,15065.4604,1632.063086,1172.70334,240.0571968,39171.59518,2253.933959,1285.922005,0,0,19862.49103,0,0,1217.028839,569.5032565
Dewars,100,2,BS,8852.603201,4869.020439,11168.06834,115414.6334,1881.987033,15686.30559,2023.825072,849.1253671,629.9007162,35192.07342,2875.217813,1277.150448,5.089475748,0,20455.71122,0,0,1381.043166,724.8131454
Dewars,100,3,BS,8395.786996,4638.261499,10686.91565,112086.2909,1772.153131,14965.2806,1816.766938,1103.124279,240.4561032,41197.05138,2544.337744,1224.513497,41.99508487,0,19642.89567,0,0,1241.941396,746.396027
Old Forester,50,1,BU,6707.093787,2767.647658,7522.514097,787013.1497,1590.79847,26022.52752,95666.92987,870.0228099,2097.631348,716.719432,0,88711.46905,0,0,21908.70083,113.8547686,0,2712.570034,0
Old Forester,50,2,BU,5990.397239,2612.454591,5935.974574,776094.9362,1406.534242,26065.17888,93240.80685,1027.061543,2044.801753,400.3525422,0,88434.04176,0,0,16804.58651,0,0,2984.816201,0
Old Forester,50,3,BU,6528.749651,2783.40163,7316.40074,802770.3846,1560.145105,26503.75987,97102.59724,958.5301143,2061.771299,292.4326657,0,97742.14279,0,0,19214.32787,0,0,2770.679005,0
Old Forester,60,1,BU,4850.05167,2123.080443,6688.002467,786325.464,1470.708061,25622.12814,92847.78028,0,2097.215151,198.5239101,0,78709.62976,0,0,20251.2474,113.2194196,0,2645.453925,0
Old Forester,60,2,BU,5602.561724,2293.564031,6804.246825,835642.7997,1213.786551,25943.47273,95073.25936,1000.950748,1785.056446,275.5168966,0,83077.23786,0,0,19826.37119,131.9956658,0,3129.84806,0
Old Forester,60,3,BU,4115.281134,2080.788106,4222.569216,792003.5702,949.2682557,24536.27776,92124.5897,1189.881985,1732.796859,321.5510981,0,74154.25633,0,0,14769.95739,187.9886086,0,3091.048753,0
Old Forester,70,1,BU,4993.164346,2353.59462,5553.797585,819323.2416,944.7456843,23056.64513,90806.60565,1024.272584,1198.254083,168.9644328,0,58937.05465,0,0,15690.59723,211.0563477,0,2806.826335,0
Old Forester,70,2,BU,5372.438631,2478.174194,6232.136974,860660.7654,1114.001163,24743.0932,98366.01746,961.091985,1518.231087,1059.915211,0,71433.60813,0,0,19675.74727,203.1676299,0,2993.179222,0
Old Forester,70,3,BU,3820.477476,2043.634141,3308.849264,805339.6914,998.6437047,22829.06207,91038.14738,1155.922577,1172.345541,195.3956712,0,60790.93427,0,0,12619.59063,202.6514254,0,2991.223055,0
Old Forester,80,1,BU,4080.943874,1833.608591,5116.249309,844128.5414,780.0251196,21223.14891,89733.08171,1063.441729,732.6694585,102.2245789,0,48352.56629,0,0,15990.64368,181.7163846,0,2637.364849,0
Old Forester,80,2,BU,4208.617077,1885.464936,5174.339986,853400.3516,754.4890004,21150.06721,90484.38801,1091.862264,707.8466774,93.47705265,0,50036.43744,0,0,15464.30262,163.4552963,0,2653.538553,0
Old Forester,80,3,BU,3988.183311,1743.658105,4482.31962,803872.5837,607.5633921,19577.58644,83855.06662,1184.050578,591.4500477,77.53154661,0,43645.79299,0,0,15025.97659,174.0619626,0,2599.18182,0
Old Forester,90,1,BU,2621.620759,1339.83084,2965.303356,836717.6624,309.1104525,17758.81742,82370.12728,1068.88014,600.7661103,106.6415959,0,30218.4498,0,0,9204.431698,136.0482248,0,2831.508781,0
Old Forester,90,2,BU,2636.752095,1362.270529,2982.557541,831796.1093,263.8997835,17795.67058,82142.5011,1108.236364,587.3759141,74.80855934,0,36014.48296,0,0,9508.740392,129.0357205,0,2646.417184,0
Old Forester,90,3,BU,2307.468805,1230.008321,2491.024031,827080.8581,504.7345324,17691.94458,80576.52985,1089.11835,556.7280799,96.82155093,0,35980.73144,0,0,8019.692266,187.9754,0,3156.596521,0
Old Forester,100,1,BU,2713.038361,1261.788032,2185.746197,818102.3694,0,16540.59431,77209.75647,1118.60766,530.6490462,37.45509445,0,22940.89959,0,0,7621.677623,184.4712508,0,2652.868013,0
Old Forester,100,2,BU,2497.99251,1133.8563,1797.448517,837801.7522,87.54094284,16880.0414,80377.38916,1128.329679,499.9465145,25.94506355,0,28157.76566,0,0,7454.155025,116.3897529,0,2611.331144,0
Old Forester,100,3,BU,5312.841987,3854.999404,5202.060137,471846.2398,583.8728982,16219.9609,30300.40511,1146.099014,418.8101741,1390.487265,0,45224.50034,0,3559.725653,9641.442489,190.1694548,0,2709.738739,0
Glansa,50,1,BS,20786.22967,13319.4177,45938.76085,959204.5587,14508.63744,114428.9798,17745.24107,14361.55716,9629.332052,249226.9972,15189.50337,28291.62157,15192.38663,1836.358558,28957.12416,6846.285581,873.6330763,2598.203413,1547.597438
Glansa,50,2,BS,16511.26205,10766.56045,38421.36867,882321.5813,13374.06576,116546.7624,19107.84503,13490.62251,10165.9691,266226.9082,17425.59813,24209.36189,14673.06069,1539.00716,24179.49492,6830.665304,855.9929114,2425.188509,2013.877563
Glansa,50,3,BS,16112.58044,10444.78239,37956.56292,859037.8245,13344.40449,110256.6269,18522.48874,12917.09414,10233.82346,260140.4663,17768.11005,23927.1559,14839.97188,1710.43336,22835.62837,6976.924135,736.7416403,2362.679861,2196.080558
Glansa,60,1,BS,17362.19689,11683.93965,42500.65612,977733.2217,13597.64353,117753.5283,20328.6725,13736.57141,9028.559652,248023.5422,15339.12013,25634.93361,15364.5857,1703.850122,27047.00237,7004.412308,831.4109945,2545.498183,1580.189199
Glansa,60,2,BS,17803.68194,12454.7933,44018.15699,964977.961,12864.79521,111814.4074,19656.02732,13558.35746,9150.214269,237000.9216,15080.85286,24629.35019,15344.48684,1616.491389,27575.23922,6758.071199,808.9662278,2548.779641,1387.984259
Glansa,60,3,BS,19648.84041,12957.89227,45250.42356,1006832.634,14978.63224,129875.7797,21324.31037,14508.58723,9859.718265,282314.67,17736.63485,28639.61281,16225.32792,2037.75807,29137.95697,7227.958326,1006.31559,2567.763209,1884.832742
Glansa,70,1,BS,14155.79948,10300.07769,37514.60424,975704.5516,9858.566667,96887.83932,18529.72588,11916.97559,6951.465038,149179.6638,8158.825509,21854.69556,13228.29554,1283.54026,22668.44211,5654.152907,292.501313,2420.928735,628.3758557
Glansa,70,2,BS,13518.13232,9596.960505,34936.1942,939886.5081,10680.36211,108210.0963,19025.93352,11734.6349,7734.381423,190716.4047,11136.7659,19023.06683,12540.95743,1173.019875,20956.15512,5211.400057,258.2745244,2329.11089,1151.093016
Glansa,70,3,BS,13100.78231,8952.481295,33127.89176,934860.4586,11213.15857,107577.736,19292.71389,11808.63736,7808.096829,217262.1338,13657.92484,19306.73129,13030.96882,1305.866822,19068.51876,5715.303711,385.4488589,2380.143913,1675.632327
Glansa,80,1,BS,12406.31023,9457.64042,34114.81395,980356.3639,9195.626601,99757.36654,18160.47446,10866.48917,5680.597744,157142.0898,8711.377319,17321.93881,10788.61827,909.8650586,21916.61115,3999.609363,0,2301.559905,772.5298905
Glansa,80,2,BS,12056.62548,8734.810911,30916.51941,960202.9948,9734.356804,102667.6061,18674.42081,11134.63057,6614.97789,198869.7873,12441.26925,14715.50399,10814.19292,744.2537203,18795.29496,4046.860851,0,2280.347409,1436.764664
Glansa,80,3,BS,12923.66084,9475.214889,33613.80838,989043.5855,9051.674369,100217.5459,18532.37522,10989.28967,6030.438656,150740.4123,7787.594972,16745.889,11175.82529,881.5371519,20721.49006,4047.907246,0,2409.457283,709.0314927
Glansa,90,1,BS,9312.300818,7169.894849,24973.37421,967493.5131,7231.757065,93428.13276,18070.7235,9652.944236,4535.429726,145270.5091,8170.486533,12306.27186,8974.463823,469.7636544,14593.47937,3022.213655,0,2164.342687,829.3990114
Glansa,90,2,BS,9941.574449,7783.56671,26508.76477,1015100.64,7024.137924,94406.85379,18437.77739,10454.56149,4627.478904,145025.8966,7577.272427,12970.76302,9245.533247,498.3548025,16475.88823,3083.347035,0,2256.696996,585.3053925
Glansa,90,3,BS,10866.1417,8739.516359,26789.06198,1050907.652,6740.456018,85521.18335,18062.2856,10575.99739,3953.06494,90246.86401,4204.875224,13432.24453,8750.825713,678.9410341,16534.22462,2814.85271,0,2231.206794,0
Glansa,100,1,BS,8642.663134,7114.591071,24288.32569,1008253.431,6320.185568,91405.82774,17778.84258,9292.772414,3874.561789,134961.2378,7478.232454,11162.16198,7971.248789,293.4810224,15027.97241,2723.920526,0,2165.701385,788.4435784
Glansa,100,2,BS,8332.205637,7554.397139,22926.29606,1015789.041,4552.683356,66258.20322,16417.16517,8286.596891,2744.7955,50789.21778,1990.657882,9985.622541,6611.908483,404.7300067,13507.29261,1886.365046,0,2229.290699,0
Glansa,100,3,BS,9654.905296,8050.157261,23206.53457,1021401.803,5721.380569,83163.44826,16429.69241,8812.754838,3318.140504,99018.74908,5037.262147,9078.68503,6702.651666,0,15237.30501,1903.398567,0,2052.315199,0
Glencadam,50,1,SM,142241.1451,71322.16954,70845.31819,630925.6846,1578.935247,121736.4725,13455.52973,949.8339616,5933.722196,67836.70386,8611.450574,33696.22539,0,231.7907413,87106.56261,1023.795728,85.22928519,3480.683703,78.64485231
Glencadam,50,2,SM,136937.0464,72387.54187,74133.1166,647393.64,2006.233359,131557.8048,14688.79749,1084.593693,6609.131193,75385.54799,9999.730714,37049.95498,10.55583312,466.5268093,89389.77777,1413.427575,180.7100959,3923.966637,175.0717204
Glencadam,50,3,SM,150352.3199,69185.02569,74838.23804,623447.7106,2067.692357,122846.9572,14020.07781,1171.892703,6393.984999,76349.97537,9833.723511,37178.12671,0,586.2765893,92080.53805,1331.666801,171.0345478,3745.886793,127.3263354
Glencadam,60,1,SM,139384.1483,60844.66906,68528.24062,662691.653,1627.853111,112059.346,13559.74162,1111.281589,5955.724618,62885.21121,7099.765454,32703.59399,0,0,84879.49172,1191.814881,134.3487787,3708.280603,78.71079129
Glencadam,60,2,SM,133593.1244,58604.89086,64732.8329,651280.1349,1769.36227,115999.4343,13518.40937,1018.396864,5705.490423,63679.26104,7724.436893,31799.49134,0,282.9585635,80827.17337,1084.701215,100.7818892,3579.02489,85.49029606
Glencadam,60,3,SM,134754.8945,62568.18531,66262.12958,649447.0091,1568.173296,118757.5932,13937.11873,938.092361,5619.655676,67906.60443,8535.377286,29335.13174,0,186.3868164,81673.41197,1303.012311,102.9631064,3676.976921,96.24151874
Glencadam,70,1,SM,116284.5208,55737.3908,56939.75112,645878.9524,1451.159765,110569.335,13014.55317,914.2551484,4583.641681,51133.14825,6379.868527,24836.19345,0,0,70361.87464,1278.956627,88.60196661,3514.748156,99.82924433
Glencadam,70,2,SM,115854.1074,58174.21768,57126.74214,651058.6319,1545.181007,111692.2392,13182.96045,830.0703943,4593.553526,50676.82509,5944.476647,25879.69528,0,0,71134.86272,1221.616019,51.37391619,3537.097742,83.70584009
Glencadam,70,3,SM,114783.561,57567.03494,57242.37819,655956.501,1617.611741,111492.9731,13341.19125,778.2058931,4699.250473,47686.772,5577.938061,26604.5224,0,0,70681.03547,1153.877777,80.95303174,3444.021043,72.37157504
Glencadam,80,1,SM,104489.4214,52863.18807,49417.80501,661329.3663,1014.451095,100327.9713,13066.1376,836.8836819,3612.320618,42229.49285,5001.189869,19877.36149,0,0,62840.44977,928.4897572,0,3577.808455,56.16830341
Glencadam,80,2,SM,97875.78348,47543.19365,47316.39351,656509.1593,865.0967309,93842.8158,11909.40654,810.5188362,3489.974154,34043.9924,3208.131902,19854.13688,0,0,58273.97735,679.4370751,0,3287.971049,49.84515818
Glencadam,80,3,SM,100697.8109,50912.56685,48661.49207,680988.6405,957.0802936,91445.60305,12016.62513,851.4743388,3442.007764,27420.37449,2521.719071,22844.00421,0,0,60807.59539,681.857865,35.80906625,3519.610492,51.34610755
Glencadam,90,1,SM,85075.74583,42930.50769,40079.11552,656712.373,605.8458596,86050.6076,12102.95842,793.8723559,2554.591064,25857.83465,2659.565133,13260.18096,0,0,50401.77518,0,0,3200.551692,0
Glencadam,90,2,SM,79049.52983,43330.57249,39568.69696,655020.2875,601.0354301,91893.3972,12596.85288,683.4310219,2568.190757,26429.70214,3116.660117,13965.15668,0,0,49265.99854,0,0,3260.121928,23.68454678
Glencadam,90,3,SM,83874.91481,47288.17816,42310.55029,679292.8722,587.2572763,97246.55452,13227.58306,758.0910218,2770.631962,33919.29056,4126.898396,16036.78364,0,0,52199.01285,0,0,3675.417402,0
Glencadam,100,1,SM,60864.03043,35773.62693,32559.92559,674263.9728,426.1430623,79461.4438,11560.03085,862.8660425,1613.056324,19879.17563,2005.845134,10498.44082,0,0,38742.3073,0,0,3215.380998,24.33347488
Glencadam,100,2,SM,52172.86256,31861.46204,29143.0032,653675.8506,334.4245742,78039.75853,11280.18106,842.1529027,1402.687325,21692.72603,2152.277595,9456.894452,0,0,35249.84978,0,0,3316.957325,0
Glencadam,100,3,SM,55187.89697,31377.15755,29500.0646,647476.5398,302.250759,82272.45031,11646.50766,800.5464836,1566.404435,20756.92518,2197.12507,9461.008199,0,0,35741.84496,0,0,3065.996432,0
Famous Grouse,50,1,BS,29126.91787,19117.80814,23416.63247,214122.9693,7493.150456,39202.73247,5285.535418,1726.696187,1439.825126,31282.37696,4044.970831,4332.664993,0,0,23100.46641,0,0,1967.839536,2358.185915
Famous Grouse,50,2,BS,33482.47382,22131.53846,25162.04161,238702.2246,8048.26569,46496.20536,6237.477204,1960.326727,1618.343391,31549.98588,3821.517874,5564.018899,0,0,25099.52568,0,0,2083.944363,2150.931312
Famous Grouse,50,3,BS,28949.93726,19825.87924,22895.08891,212620.1291,6879.236732,38694.5839,5138.986013,1710.206718,1266.496179,22223.33968,2242.983704,4768.656265,0,0,23049.04947,0,0,1854.198524,1040.870486
Famous Grouse,60,1,BS,27117.31395,18561.58211,22529.97143,237586.3304,7082.970417,42228.03809,5703.195855,1928.873248,1344.942805,25714.24885,2862.819646,4560.130549,0,0,22177.89995,0,0,1956.787208,1665.465189
Famous Grouse,60,2,BS,28163.2752,19170.25841,23235.50266,241993.0511,7656.593669,44962.29289,6234.45997,1840.40425,1426.887338,26491.64636,2626.508864,4889.162823,0,0,22965.6284,0,0,1941.27937,1033.253945
Famous Grouse,60,3,BS,28811.28045,19372.17584,22699.96604,238786.9392,6574.802086,42551.69024,5911.627014,1882.456684,1301.818542,22797.02106,2373.73665,4549.235141,0,0,22788.57294,0,0,1961.966293,1383.268241
Famous Grouse,70,1,BS,27999.02046,19325.45007,21767.18926,246124.9233,6515.913575,39887.972,5694.847378,1784.258973,890.8063652,30467.17354,4022.544112,4029.697179,0,0,22341.22232,0,0,2028.619843,2516.795534
Famous Grouse,70,2,BS,25335.08328,17608.79247,20555.06935,237024.3646,5919.614504,35990.18106,4959.304139,1751.180755,982.6001448,41102.32435,6205.557689,3595.213834,0,0,20302.33683,0,0,1913.997799,3161.488335
Famous Grouse,70,3,BS,25961.37918,17820.04612,20615.17918,240526.859,6061.801364,37313.99089,5421.847292,1745.946546,724.2543993,26526.80484,3397.054525,3498.779934,0,0,20727.07872,0,0,1919.39343,2186.531906
Famous Grouse,80,1,BS,24954.36454,17749.79404,19911.58489,260870.6913,5368.657296,41442.26704,6096.838017,1743.387726,456.3738996,20274.20687,2032.190936,2929.469501,0,0,20064.25447,0,0,1937.816828,1339.483216
Famous Grouse,80,2,BS,23330.70142,16629.83375,19100.45787,262208.3023,5858.425348,40451.30552,6020.004415,1766.126819,454.4488958,17976.23297,1691.367094,2755.184422,0,0,19540.63641,0,0,1832.148289,855.0929964
Famous Grouse,80,3,BS,24876.17363,17496.27349,18922.51367,256004.6491,5591.519614,39262.54179,5373.29756,1814.417518,556.0287491,27348.81206,3813.653967,3079.472074,0,0,19261.70596,0,0,1947.913725,2552.103881
Famous Grouse,90,1,BS,15681.47711,13776.53278,11990.12999,238725.2377,3732.388856,30196.43459,4615.872902,1116.287426,373.6361223,10344.94808,0,1451.57996,0,0,15898.27035,0,0,1661.408246,812.6715502
Famous Grouse,90,2,BS,22116.2815,16026.29724,15408.03395,266636.0449,4143.904994,37668.72174,5630.282388,1623.078556,366.9744286,15948.1529,1557.740097,1881.908863,0,0,16131.06897,0,0,1789.801335,1274.267401
Famous Grouse,90,3,BS,13657.53639,12632.34411,12259.23901,250496.6507,3902.878752,34113.46276,5297.944765,1209.958824,387.8905637,10768.34438,468.6836095,1383.271089,0,0,14712.23827,0,0,1661.895615,797.7422805
Famous Grouse,100,1,BS,22108.17542,16552.68058,12569.43302,251031.9554,2857.291112,31289.01952,5002.537253,1454.489394,295.0435273,10649.07607,368.0947837,869.6278708,0,0,13493.76675,126.3631463,0,1744.465831,502.9851774
Famous Grouse,100,2,BS,20218.78999,14769.37135,13592.90408,262595.349,3214.262352,32730.74557,5173.000631,1533.384088,262.8712818,23878.85819,3587.898807,1158.467066,0,0,14353.6616,128.0933996,0,1717.85859,2224.75938
Famous Grouse,100,3,BS,21078.67881,15462.575,11898.29117,241348.6812,2581.625319,27762.73486,4552.820118,962.4348786,274.2687317,11178.53318,582.358133,640.4899114,0,0,13020.89783,157.5304933,0,1663.177953,728.7339115
Highland Park,50,1,SM,8917.125636,4860.46697,22579.74093,174723.8635,9325.05655,50475.56805,1383.876632,4123.846864,6336.363637,318102.0162,13632.28684,12108.1741,8728.96568,1428.149646,25248.33368,3345.772408,0,1358.230148,2461.571235
Highland Park,50,2,SM,8569.340874,4881.125472,23803.17828,173146.4077,9518.110046,48563.19174,1079.515783,3916.114403,5117.819385,256879.2924,7928.697808,10617.57575,7791.569034,1126.532309,25595.74907,2810.64685,0,1397.241012,2029.781294
Highland Park,50,3,SM,8408.682448,4759.636655,23710.1301,177046.3059,9679.16556,50290.63947,1323.030003,3947.602645,5458.831945,267940.072,9069.049888,10665.54378,8109.772425,1117.928604,25424.95877,2896.980774,0,1379.831491,2156.789727
Highland Park,60,1,SM,8289.489874,4560.386899,21880.332,184438.4114,8422.284224,46454.69284,1499.536754,3809.826776,4426.404846,210445.5989,7663.534411,9242.960588,6992.044532,1001.505774,23792.53715,2670.257753,0,1334.793371,1325.612572
Highland Park,60,2,SM,7836.547297,4463.21957,20827.74414,179085.3647,8397.963697,46831.45959,1057.736901,3630.893336,4698.540056,229209.5507,7055.306991,9474.772906,7268.060136,968.1311572,22478.45538,2700.984978,0,1380.776649,1668.381817
Highland Park,60,3,SM,8696.344797,4871.183957,23251.55327,187734.7035,8942.942107,48962.0761,1704.60275,4293.061481,4813.147648,235509.3071,9070.304447,10551.83556,7705.205595,1082.962464,25231.87646,2903.631742,0,1345.118828,1397.661895
Highland Park,70,1,SM,6006.490862,3417.389747,19047.97442,188410.7083,7232.901926,43754.32526,1474.447467,3407.517864,3528.832184,171449.3452,5291.65181,8060.136121,6493.152008,816.0595328,20673.40484,2431.298276,0,1331.709636,958.5501858
Highland Park,70,2,SM,5882.466666,3517.956794,19847.63118,191143.4031,7431.720116,43797.34972,1858.383161,3872.872217,3300.845881,160709.0465,5306.001124,7948.544755,6394.593964,656.6809514,20635.01068,2362.241169,0,1276.440383,651.3284703
