Whiskey,Percent.whiskey,Rep,Style,o-Xylene,p-Xylene,Mesitylene,Furfural,Benzofuran,Benzaldehyde,"2-Furancarboxaldehyde, 5-methyl-",Benzonitrile,"Benzofuran, 2-methyl-",Naphthalene,"1H-Indene, 1-ethylidene-",trans-3-Methyl-4-octanolide,"Phenol, 2-methyl-","Phenol, 4-ethyl-2-methoxy-",Mesitylene,"Phenol, 3,4-dimethyl-","Phenol, 3-ethyl-5-methyl-","Phenol, 3-ethyl-",Dibenzofuran
Highland Park,70,3,SM,5567.7812,3242.187404,17907.60133,184009.2819,7183.131159,43620.80306,1356.967281,3645.209934,3491.62076,177444.9506,5021.37275,7319.03538,6148.846958,642.8235036,19111.07158,2149.139568,0,1341.254503,1223.996778
Highland Park,80,1,SM,5639.200035,3192.820479,15284.33325,188312.1093,6136.705833,41944.64848,1463.388925,3367.791705,2564.167142,149724.2818,3389.037531,5733.096496,5241.543463,242.5758511,16545.67502,1420.066353,0,1353.088368,1006.434579
Highland Park,80,2,SM,5808.180682,3348.163041,15665.982,193990.5829,6225.96104,42953.66987,1731.464041,3659.989498,2706.26443,154498.8388,4146.290774,5496.599945,5177.304149,329.5296692,16754.08353,1393.594144,0,1347.905196,966.9239986
Highland Park,80,3,SM,5491.544899,3210.852288,15140.50236,188494.8659,6197.748681,41849.86987,1825.291652,3602.134356,2712.657625,146337.263,3354.86953,5211.740848,4938.084144,285.756477,16302.88375,1146.240394,0,1328.443998,954.7176744
Highland Park,90,1,SM,4934.395549,2973.849115,13354.89398,196872.2727,5228.258189,40569.53562,2520.880242,3779.700059,1607.57782,114834.9761,2496.518952,4120.002336,4301.008482,0,14017.42463,856.4431306,0,1300.464986,858.7438316
Highland Park,90,2,SM,4484.7179,2547.638184,12222.43591,189854.4728,4804.629666,38003.75451,2527.841029,3497.608258,1367.621455,97243.37646,1903.046359,3764.061282,3730.932326,0,12754.52257,795.2531706,0,1144.906368,273.1198561
Highland Park,90,3,SM,4688.81078,2683.303357,12800.96831,190263.3047,4942.527509,39691.52482,2346.339052,3662.289818,1533.879351,110843.3129,2155.731758,4300.416494,4403.110913,0,13311.71377,1027.475577,0,1267.567867,657.0557517
Highland Park,100,1,SM,3553.266847,2113.570692,10502.74867,193656.0009,4084.95968,34570.47094,3256.17604,3168.103612,462.2419711,68078.96241,1162.882655,2504.011535,2784.470273,0,10625.01507,732.5803414,0,987.5344422,0
Highland Park,100,2,SM,3624.000558,2421.249552,10744.81222,191063.0949,3735.134061,33440.16477,2795.530574,3021.659766,328.7684248,63321.92735,1118.539602,1296.545089,2196.03125,0,10969.98448,70.7483403,0,1041.692663,0
Highland Park,100,3,SM,3551.763766,2136.626678,10472.69963,190689.0571,4202.991481,36943.15489,2293.839959,3288.425562,509.4324591,93889.41971,1739.707742,2964.61551,3543.703983,0,10453.56142,830.2617128,0,1163.476966,539.1118121
Highland Park Dark,50,1,SM,5703.591032,4054.388671,9887.819042,255406.6597,10062.33541,56948.03316,6207.148674,5090.746191,1611.896534,100946.3232,9057.417385,15887.65747,5322.860542,1289.042,4540.331741,3851.282514,0.369516174,3162.939673,2004.157442
Highland Park Dark,50,2,SM,5504.423559,3924.495717,9609.182893,254376.651,10116.83681,55906.65334,6172.046562,5113.494175,1658.796735,97348.06277,8051.625466,15499.52944,5059.093676,1380.022848,4372.337082,3776.992463,0,3141.274959,2089.451118
Highland Park Dark,50,3,SM,5917.474299,3974.756189,9668.640626,258966.8736,10266.10126,58462.7307,7980.705766,5309.937687,1806.730681,112111.7624,11989.54445,16930.04194,5505.080922,1596.459752,4676.682826,3951.150225,3.4801034,3477.17049,1490.831701
Highland Park Dark,60,1,SM,4000.309314,2968.915069,7797.600699,249055.038,7898.174831,49667.02009,5174.588043,4561.284066,1285.663637,73327.87465,6045.648168,12981.79651,4386.227177,881.3582731,3683.084835,2841.351645,0,2396.862042,1271.099332
Highland Park Dark,60,2,SM,4514.508083,3399.511574,8716.410454,267541.6666,8737.02908,53611.83218,7307.269056,4928.364169,1486.148509,78925.14372,7099.462396,13343.25687,4680.252888,1058.921299,4151.035032,3116.803268,0,2337.041188,1270.744375
Highland Park Dark,60,3,SM,4376.975523,3223.132453,8376.328429,263258.0831,8650.27024,54626.1387,7302.045352,4874.30613,1539.868045,89781.33967,8301.377007,14091.92493,4797.123042,1175.973138,3866.710912,3269.512378,0,2404.382699,1445.367501
Highland Park Dark,70,1,SM,3516.544276,2581.480927,6287.234852,251411.3379,6701.315017,47130.74753,5559.082638,4441.07818,1247.795118,64303.80722,5722.656877,10168.96774,3676.437344,767.2803014,2888.873269,2241.304572,0,1464.08593,1163.219502
Highland Park Dark,70,2,SM,3564.72057,2655.667938,6505.095824,254330.7565,6841.05665,47518.44848,5841.202082,4410.026506,1273.873138,63426.87319,5506.560782,10038.66294,3674.713072,743.038248,2919.760585,2207.81271,0,1507.581504,1150.539836
Highland Park Dark,70,3,SM,3769.575724,2748.782918,7022.179201,264345.2142,7171.948606,48274.52939,6864.483011,4730.303452,1294.522187,62210.50656,4897.420697,10435.83328,3765.191898,771.650102,3091.260791,2282.666412,0,1624.375922,959.5866395
Highland Park Dark,80,1,SM,2548.481386,1901.742147,5344.976951,256491.0597,5460.060376,43329.55583,5687.262437,4055.794922,1136.59175,44650.74067,2836.117991,7825.530765,2852.336612,452.6460826,2330.585203,1443.367402,0,1096.459296,876.6572159
Highland Park Dark,80,2,SM,2642.489478,2114.857199,5652.028857,268670.3285,5707.810432,44015.89895,7202.599459,4208.802684,1239.652995,44845.71166,2939.43032,8557.386913,3086.256264,548.3788502,2466.462002,1430.463223,0,1219.972326,656.3351622
Highland Park Dark,80,3,SM,2588.555736,2048.583665,5504.290713,250041.8097,5397.438129,40278.87402,5039.990466,3867.153146,1081.657123,37972.46201,2071.873124,7287.593633,2596.692029,0,2308.115686,1117.08375,0,966.8226714,599.826599
Highland Park Dark,90,1,SM,2131.654844,1589.995453,4373.254767,266055.1469,4486.66399,38719.9467,7141.212662,3402.944724,1070.562148,26677.31328,1990.620134,5398.183693,1980.581913,0,1789.208277,691.6593042,0,704.412329,0
Highland Park Dark,90,2,SM,2180.358807,1709.316614,4455.110271,266240.8889,4541.996818,39364.72872,6745.894616,3574.546039,1167.50886,33931.10247,3306.16427,4257.592242,1802.817414,0,1856.940785,452.5597839,0,0,362.6522159
Highland Park Dark,90,3,SM,2269.507269,1661.300504,4563.809871,271179.6646,4688.467008,41932.22476,7350.226575,3822.93913,1214.593488,40192.45787,3928.86999,5859.163902,2402.133605,0,1868.510239,1043.679271,0,779.6295323,423.814893
Highland Park Dark,100,1,SM,1300.388525,1038.867438,3555.474943,263936.1733,3759.570017,36503.32085,6334.808227,3189.373824,1099.67037,24613.52751,2248.540094,3150.229038,1393.213246,0,1359.780542,306.1092921,0,0,166.3244984
Highland Park Dark,100,2,SM,1467.594773,1274.105522,3676.350969,265146.5639,3699.375514,36046.20645,6720.667957,3193.067805,1142.878081,26338.79864,2558.437872,4096.524844,1655.297672,0,1281.902612,347.6942827,0,58.94882489,0
Highland Park Dark,100,3,SM,1291.25422,1174.739525,3648.758698,260890.1036,3522.597759,35559.49944,6056.418157,3107.845757,1101.934655,24377.77426,1991.747898,2313.804517,1222.762654,0,1315.456007,296.8777576,0,0,0
The Irishman,50,1,IW,2622.360119,1324.89574,8940.825376,379415.2452,926.7928945,92350.44543,4666.815447,1212.814628,3095.459005,4311.84014,3138.286654,12723.31278,0,0,1773.781194,1511.310745,0,704.1500033,32.81252556
The Irishman,50,2,IW,2095.269841,1056.283595,7203.642337,357331.3683,801.5028515,81947.91406,4726.983493,1112.222263,2299.710891,3948.180204,2604.438088,11161.40206,0,0,0,1169.618438,0,559.5549981,0
The Irishman,50,3,IW,2506.01476,1191.693615,8755.969274,378828.0224,818.9842947,89831.90041,4435.903104,1206.171642,3047.721799,3936.727814,2937.478448,12629.65229,71.80651185,0,1641.32008,1507.514718,0,718.1367151,17.76084084
The Irishman,60,1,IW,1498.611211,568.8549809,4987.362671,356400.1126,628.2896667,73462.8344,4657.725922,829.6946006,1746.53571,2857.44572,1497.961136,9216.75276,0,0,597.6307803,1275.112988,0,143.058859,0
The Irishman,60,2,IW,1467.898284,772.8672896,6239.726271,378720.7771,715.4307202,81768.46855,5042.560124,1089.788112,2091.45196,3677.398175,2104.305617,10813.56458,0,0,1024.797375,1200.954695,0,450.4108856,0
The Irishman,60,3,IW,1784.880132,937.904645,7323.802476,384130.0141,763.4772039,89583.78159,5268.2139,1313.105487,2485.329213,3982.006036,2705.550643,10777.30599,0,0,1309.236918,1279.06507,0,479.5056095,23.85321964
The Irishman,70,1,IW,1105.825501,510.8819979,6008.196008,401778.8873,689.1011944,80990.09417,4802.458978,1243.130019,2217.879057,2935.277719,632.8213831,9145.993651,0,0,728.8757741,1076.191277,0,0,0
The Irishman,70,2,IW,1122.961461,654.0572088,6299.740935,406858.1514,702.2631125,84747.14499,5202.206432,1166.224588,2279.587128,3048.640814,1555.113093,9126.477234,0,0,0,1159.665901,0,0,24.95636417
The Irishman,70,3,IW,988.6596337,513.5078522,5472.615159,384929.4429,707.2865408,82700.49038,5110.058104,935.4113716,1910.575972,3043.600608,1761.235085,8175.859649,0,0,660.536348,1186.684346,0,0,25.74672649
The Irishman,80,1,IW,1052.20269,590.5755938,6131.039704,401949.9474,659.3483067,77074.69569,4830.096035,827.4063371,1896.695125,2299.980304,74.60540204,7726.283812,0,0,1112.382767,888.9576655,0,0,0
The Irishman,80,2,IW,1156.937325,679.0941912,6293.124869,395709.135,688.5635739,80899.57942,5121.243555,1038.134182,1863.189878,2615.609434,472.2547875,8643.366514,0,0,1063.554984,1127.837933,0,0,0
The Irishman,80,3,IW,1014.327716,443.5505381,5499.35376,394804.8951,634.7743432,70059.05176,4772.329814,970.0447063,1656.845065,2128.263927,161.4143028,6960.631711,0,0,834.4524675,733.0508126,0,0,0
The Irishman,90,1,IW,750.9773917,387.5469712,4562.540811,383733.7873,583.6714719,68919.16065,5066.30879,633.6198146,1512.979699,1890.372069,0,4880.276087,0,0,614.3174476,441.5514275,0,0,0
The Irishman,90,2,IW,866.2196967,484.6280904,5449.828918,411155.9677,612.9831363,75083.58881,5435.741811,921.3347248,1695.684618,1928.567238,0,5388.46165,0,0,715.426395,480.5706265,0,0,0
The Irishman,90,3,IW,791.5955397,412.9652213,5329.613667,402032.1269,601.6877307,75772.69181,5332.754596,881.4597323,1688.862251,1971.845569,0,5436.476473,0,0,723.7274652,467.1598265,0,0,0
The Irishman,100,1,IW,484.9605567,0,4277.573593,402197.7375,582.4224412,64062.12763,5263.932639,380.6067743,1478.626586,1337.015645,0,2840.863409,0,0,603.5203109,285.9322662,0,0,0
The Irishman,100,2,IW,486.5919105,265.5927337,4264.723034,408371.2632,583.6720262,55470.50919,4784.086722,630.6742957,1485.619372,1085.538994,0,3426.660753,0,0,660.2568268,285.7399297,0,0,0
The Irishman,100,3,IW,563.1163881,398.720273,4821.675634,402881.8173,597.6789779,65578.01491,5150.426952,686.5601391,1554.636997,1604.825134,0,3708.685314,0,0,717.9779481,302.6049434,0,0,0
Laphroaig 10,50,1,SM,5091.603643,5197.673069,35973.66206,1006365.617,91368.78825,163998.4527,22534.01013,72855.06489,48863.02076,1539925.084,487941.6243,36455.97072,270996.2475,86541.26085,51736.39281,199794.0804,21024.87652,105193.0034,40925.0161
Laphroaig 10,50,2,SM,5518.419399,5214.114716,36609.18301,983889.7474,90558.85929,161486.9609,22457.77135,71809.18255,47820.73563,1511933.34,487061.6459,37407.77966,280276.66,90028.82781,54062.72861,208668.4571,21771.26004,111437.9664,47016.02602
Laphroaig 10,50,3,SM,4697.303956,4962.143805,34473.82665,957178.288,81651.93443,145583.5943,21589.90133,63942.16791,41549.79545,1255343.265,402299.7632,34977.53517,261210.8158,83761.23838,49208.59467,196216.8958,20339.58812,101587.4602,32730.09788
Laphroaig 10,60,1,SM,10505.08686,9906.968124,47254.74054,1029704.378,84415.67797,146585.5267,21847.13298,63260.89977,39594.47078,1084962.762,322464.6604,29623.47377,238447.1745,66530.23006,79942.41163,165003.6096,16225.93012,78651.48711,22050.60905
Laphroaig 10,60,2,SM,10390.31589,9196.850607,45952.80137,1038399.947,94267.95108,170561.4774,22832.70382,73114.41492,51360.19892,1624001.29,521318.3657,35271.2293,267014.2599,79619.19292,78917.67989,191513.0432,18834.32103,96631.31373,41870.71093
Laphroaig 10,60,3,SM,8744.185001,8103.70843,40775.75581,932767.1951,79642.47794,140026.7081,20918.09667,59265.58928,37333.49941,1242201.649,391297.4369,25467.44506,215421.9531,59379.05689,66771.33228,149389.5182,14086.13696,71868.12517,37017.14786
Laphroaig 10,70,1,SM,7847.105304,7828.425808,40316.97517,1018922.432,75897.96843,149457.5162,22530.20455,60136.51369,34796.88355,1015566.113,301852.6207,25405.11703,218040.7251,55547.06165,66686.0341,141665.7381,12772.02041,64804.64452,28692.20907
Laphroaig 10,70,2,SM,7973.307599,7608.223228,39213.00368,998028.9249,68847.44595,132482.1744,20870.09768,54855.14399,28090.3359,769929.5799,218734.0068,20813.54987,193275.1625,44849.46051,64256.62007,119410.5341,10425.0477,51048.37613,18212.61833
Laphroaig 10,70,3,SM,8171.305125,7945.625949,40397.14247,1026750.018,71708.9118,138810.2608,21458.13315,57699.17181,30292.48204,865249.0369,241469.2208,20243.47136,195128.8092,44971.73454,66859.11222,120108.3344,10755.01966,49177.84688,18975.08612
Laphroaig 10,80,1,SM,6783.288925,6877.872785,33357.51249,1039781.248,59420.45059,127360.7468,19941.12503,50463.48322,23459.76042,615267.346,170708.0377,18073.86225,170497.0253,33772.29245,54604.25692,99488.08568,7399.282985,42489.90335,13156.24674
Laphroaig 10,80,2,SM,8024.631955,8011.191287,36516.92975,1069297.243,62356.94439,127751.2265,20029.82948,53058.7055,24616.67088,655019.1473,168093.2351,19850.70463,173975.1135,34825.84123,60039.32652,103234.1094,7459.274161,47937.37723,9476.447364
Laphroaig 10,80,3,SM,8152.788884,8067.578745,36943.54218,1092590.777,63777.26605,130984.1775,19733.14289,53660.89794,23941.09129,569167.6331,144767.2494,21115.75255,178056.8428,35216.88232,60213.82059,104627.1085,7698.962544,48352.93105,8269.475592
Laphroaig 10,90,1,SM,9622.301658,8514.898653,33576.4905,1027042.901,52129.76648,113179.2893,19405.35008,43630.1599,17429.69144,464773.0267,119222.7953,11345.42486,130411.307,21341.20808,56882.39842,65747.54174,3802.351622,24752.23131,9746.881977
Laphroaig 10,90,2,SM,9791.009546,9616.028943,35774.29035,1057598.208,54163.47096,120684.7178,19778.45078,46647.94422,19087.87787,494923.9902,124647.9607,13549.17441,143419.9562,24359.81556,61827.62761,74562.09944,4684.551061,29665.07203,9411.205144
Laphroaig 10,90,3,SM,9733.038195,9512.764983,34870.43648,1043582.965,52957.18043,118624.042,19435.77314,46488.04288,18583.85054,472889.9257,120086.2829,13184.33683,140208.7904,22932.02484,60689.07356,71727.01063,4519.646507,27627.51516,9462.726507
Laphroaig 10,100,1,SM,7107.090639,7596.427814,25938.11047,1090212.234,42447.35081,105188.56,18040.56686,40843.95005,13576.05373,350689.4999,82526.99961,9719.374778,110820.9114,15670.28014,43559.14065,51787.86667,2604.528458,19314.08637,4703.401946
Laphroaig 10,100,2,SM,5956.100641,6263.446846,24582.73034,1036702.877,39632.05788,100758.8452,17219.14509,38483.50967,13071.86261,327431.4927,80154.07315,7859.773695,100910.9094,13401.6123,40151.84247,45898.36254,1923.299438,16331.13372,6455.749385
Laphroaig 10,100,3,SM,6096.316185,6213.09788,24779.6535,1034154.605,40327.40538,104537.9066,18075.91435,39555.34754,13259.13558,319366.2197,76404.18178,8318.64512,106499.5167,14607.632,41096.07679,47808.90883,2223.236862,16655.60898,6402.452159
Maker's Mark,50,1,BU,13972.67061,8299.161712,11200.3612,1512399.547,6994.426282,25851.74221,87185.60202,383.5956032,2744.870266,7368.891086,1238.076598,83976.5151,218.3333993,0,9064.150112,483.3752334,0,0,29.10237595
Maker's Mark,50,2,BU,15286.33874,9091.228194,11802.00517,1554258.346,8249.087173,25329.73578,98340.56835,439.1562012,3043.652285,8198.306925,1652.417813,93897.3197,173.8780602,0,9593.276444,522.5538015,0,0,28.99085181
Maker's Mark,50,3,BU,14616.3995,8743.035467,11312.73053,1550273.918,7956.952605,24064.60414,102123.9281,444.5991006,3100.07799,4847.695043,456.4790275,87810.82118,77.33731995,0,8906.108108,476.4245345,0,0,0
Maker's Mark,60,1,BU,11236.24785,7129.886892,9168.287094,1537587.477,6199.725775,22043.16232,95028.27221,406.5365445,2624.552169,6288.761836,847.0528665,63872.22679,66.93596713,0,7562.703945,454.3256145,0,0,25.10351912
Maker's Mark,60,2,BU,11542.07083,7048.770014,9332.875592,1561675.279,6499.092461,22830.49724,96226.14236,424.5609525,2738.691088,5980.033595,714.4058662,69674.37219,111.2359368,0,8026.171042,475.2840082,0,0,29.05508394
Maker's Mark,60,3,BU,12764.39046,7768.235181,9176.051345,1587725.231,6621.076241,21623.17319,98743.30574,463.207374,2693.470638,5771.972124,681.8273751,72676.9088,108.8227233,0,7563.2665,463.1563628,0,0,37.30071125
Maker's Mark,70,1,BU,7969.425077,5110.035805,5565.194935,1497695.624,3935.276957,17139.56845,88798.59963,385.785186,2307.439316,2356.809942,92.35910983,32286.86286,0,0,4909.895299,323.45915,0,0,0
Maker's Mark,70,2,BU,8579.829486,5522.150335,5927.001809,1556166.684,4595.420187,16688.37863,94619.98603,410.5804983,2337.594148,2634.366633,0,33576.20954,0,0,4418.072035,324.5657599,0,0,0
Maker's Mark,70,3,BU,7954.154957,5387.483655,5597.980734,1524525.007,3807.536597,15992.91932,88896.48262,375.6880168,2395.350201,2692.168163,0,33768.7243,0,0,4771.381018,320.6208837,0,0,0
Maker's Mark,80,1,BU,5805.76381,3541.244239,4018.483482,1494894.477,2888.396877,13648.38065,81455.74535,316.7598383,2154.890436,2642.176778,76.75003371,32122.67958,0,0,3312.271646,91.05311168,0,0,0
Maker's Mark,80,2,BU,5760.920337,3891.253857,4025.000173,1519172.322,3300.466625,14277.3699,83771.52326,353.4114765,2185.079128,2428.509375,64.02709864,23519.84095,0,0,3302.315537,231.883315,0,0,0
Maker's Mark,80,3,BU,5583.253783,3564.5807,3947.12668,1517524.518,2963.315464,13992.68828,82201.49947,339.0876683,2200.958392,2659.390495,89.08283565,27891.80467,0,0,3096.373072,155.8257846,0,0,0
Maker's Mark,90,1,BU,3933.269354,2455.320087,2631.578907,1465087.284,2027.577106,11666.35207,76672.04578,288.0622816,2098.335,1863.85346,88.58747634,19404.43899,0,0,1922.53309,48.68556846,0,0,0
Maker's Mark,90,2,BU,3960.84127,2711.884921,2726.721454,1463674.575,2134.916508,11617.08475,75473.24559,244.1149708,2085.856765,1734.511988,68.40387205,18931.80122,0,0,1859.008802,47.16417032,0,0,0
Maker's Mark,90,3,BU,3877.110247,2563.475529,2448.023642,1422090.335,1605.029735,10125.43304,69251.36095,39.22128813,2113.645816,2230.134735,11.78225694,15580.57388,0,0,1737.670585,41.23543089,0,0,0
Maker's Mark,100,1,BU,3251.062375,2118.209524,1973.765774,1464537.34,1802.026073,10865.53642,72511.4248,238.0511492,2189.41282,3012.976208,78.61856944,19658.0682,0,0,1315.887549,61.97313666,0,0,0
Maker's Mark,100,2,BU,3045.432216,2006.510252,1883.454762,1444328.686,1593.584057,10097.91551,69871.2711,48.82562303,2103.713578,1906.526834,13.34763219,16575.6913,0,0,1075.955841,53.4760222,0,0,0
Maker's Mark,100,3,BU,3164.688229,2006.197346,1715.88077,1409335.376,1351.163648,9127.41303,62579.53591,66.81337341,2091.297836,2082.683985,22.27705464,14881.05239,0,0,956.0220535,54.14921905,0,0,0
Michter's Rye,50,1,RW,283302.8899,181057.8047,13183.07488,661396.3234,5607.49668,19992.70643,57861.77067,439.272317,6374.963899,4386.678315,243.5107227,84897.43883,0,0,11046.96295,387.6386704,0,0,0
Michter's Rye,50,2,RW,235330.3563,156516.3562,12330.86201,653933.3592,5727.74461,21663.40048,69516.41723,463.0473265,2056.7343,4954.281675,179.9122737,94137.39139,0,0,10244.19753,466.4405571,0,0,0
Michter's Rye,50,3,RW,245762.3301,166683.1136,12548.2714,651615.5073,5696.45919,21715.05415,67886.49616,489.0455359,2339.505061,4640.285844,378.4259099,96914.43811,0,136.076684,10654.43051,472.3635124,0,0,0
Michter's Rye,60,1,RW,163881.487,123924.0238,10667.35448,692890.1409,4813.221403,21498.65949,70340.59562,400.6146095,2368.400469,3900.633705,0,80904.22683,0,266.4173297,8411.357462,412.72039,0,0,0
Michter's Rye,60,2,RW,152747.1656,113164.5312,9943.457685,684117.6115,4554.583004,20612.73641,73751.40486,364.1037057,1849.198353,3583.635186,0,81224.25958,0,0,7561.160799,405.7706063,0,0,0
Michter's Rye,60,3,RW,167251.5373,126140.8514,10779.63375,700971.8071,4950.876048,21341.40953,72805.71609,421.4917593,2162.052942,3782.083203,0,90751.60431,0,238.2945517,8623.690554,435.5559777,0,0,0
Michter's Rye,70,1,RW,225139.8368,157361.7483,11693.02163,722326.5151,4592.109486,21657.74355,68422.93795,375.8380231,2649.205093,3512.187389,0,76995.39938,0,237.3614932,10085.65034,388.0406916,0,0,0
Michter's Rye,70,2,RW,214317.9909,149117.4728,10993.01633,709466.6082,4504.996123,21097.38406,69913.38459,369.698635,2066.210621,3709.878455,0,73349.62969,0,80.99884293,9454.719097,400.0105221,0,0,0
Michter's Rye,70,3,RW,195432.1852,135551.6433,9942.235028,680776.5003,3957.816369,19265.35228,68755.68583,234.8707087,1686.054628,3023.545046,0,64878.1858,0,0,8573.525404,359.365001,0,0,0
Michter's Rye,80,1,RW,167000.2332,120418.9963,7793.389689,689622.279,2683.070479,15360.43497,60459.70752,250.3940217,1941.155346,2027.929949,0,38378.14505,0,0,6844.608445,303.9238987,0,0,0
Michter's Rye,80,2,RW,196427.3618,135724.9905,8128.315321,721967.7152,2987.136116,16998.48832,66092.74588,319.921064,1894.458162,2540.074024,0,40888.1716,0,0,6915.926813,319.4750044,0,0,0
Michter's Rye,80,3,RW,166258.9936,118290.3606,8431.088329,699896.7104,3338.982027,18141.97758,67090.05924,113.1357924,1664.093786,2257.377836,0,46202.9067,0,0,6828.271056,328.2653259,0,0,0
Michter's Rye,90,1,RW,142398.6122,106869.1671,7100.870752,721847.3935,2735.14271,16534.69729,65009.30924,237.848024,1897.175058,2161.530367,103.3194766,35727.68676,0,0,5822.239715,306.6650689,0,0,0
Michter's Rye,90,2,RW,136766.8535,101751.6414,6629.625967,706940.2189,2515.797992,15988.99549,64534.2681,181.8057377,1759.254438,2182.373113,0,29623.13272,0,0,5438.253387,295.7983459,0,0,0
Michter's Rye,90,3,RW,152244.6414,107010.5915,6447.744137,700229.1563,2567.730833,16301.75705,62883.01111,281.6845328,1819.562662,2218.790643,0,29328.88748,0,0,5096.27431,304.6923652,0,0,0
Michter's Rye,100,1,RW,148955.1087,104175.3593,5794.418409,737762.9217,2407.723225,15916.74629,63505.84088,274.4686177,2299.237441,2088.622216,74.01535972,27477.66675,0,0,4708.688587,273.3107412,0,0,0
Michter's Rye,100,2,RW,147099.1,103848.1951,5091.694911,692549.8118,1758.936413,13540.80017,56173.17397,0,1675.661569,1255.333868,67.64480644,25297.8055,0,0,4318.527464,243.090293,0,0,0
Michter's Rye,100,3,RW,143404.2951,104433.1187,5505.393425,711588.7328,2012.46029,14617.24798,60585.82837,243.4936385,1743.961149,1728.109318,68.41457381,23323.64493,0,0,4655.170355,263.661336,0,0,0
Monkey Shoulder,50,1,BS,99209.51852,42328.09481,26968.6165,574810.0134,2488.580058,103068.4341,10027.7142,2757.790214,2395.428488,8160.388827,2938.297885,19383.12472,39.52744504,0,10862.61906,2975.507304,52.49196433,56.70760813,1091.327037
Monkey Shoulder,50,2,BS,120854.1106,49634.06611,32806.49683,619313.4518,3040.011147,111156.8761,9966.515403,3016.390361,4592.80499,9618.587723,3380.363191,21850.09654,11.967685,0,11983.27153,3216.829798,50.26581332,76.92111413,1258.000618
Monkey Shoulder,50,3,BS,129111.9702,53083.4642,34761.95706,631316.618,3001.881487,112444.9098,10184.78053,3200.201615,5091.901943,12658.56147,5307.008579,22864.54148,0,201.8655678,12213.91518,3335.080206,66.31361761,65.47130214,2424.041276
Monkey Shoulder,60,1,BS,110517.3748,46631.89519,30918.36065,651770.2764,2704.198391,112181.4189,10673.36122,2933.812391,4120.095302,9249.236096,3163.367494,18760.01741,21.7522445,0,11380.76256,2819.087694,53.83254843,76.12850663,1088.772761
Monkey Shoulder,60,2,BS,103745.6856,43807.53305,30323.67445,633376.264,2628.214447,105532.1099,10596.20827,2834.658663,3208.830816,8782.830959,3119.639691,18420.3953,0,0,13533.20757,2779.884682,47.2436353,56.45197843,1158.904465
Monkey Shoulder,60,3,BS,96807.10284,39871.62572,27433.33088,605501.6972,2054.458492,94109.69063,9801.099777,2614.222265,2435.370354,8229.304327,2970.734634,15331.69403,0,0,10994.90695,2223.043622,27.43143041,54.37923462,1617.274456
Monkey Shoulder,70,1,BS,98669.99507,42476.55202,27591.28522,631565.5997,1863.60049,89233.07634,9711.106531,2379.006188,2352.486531,10250.74139,4111.870997,14256.90857,0,0,12235.94272,1975.24643,22.62686127,42.05208416,2319.334198
Monkey Shoulder,70,2,BS,94339.60397,39908.8725,26598.33678,638688.3905,1982.661633,95616.0063,10353.95657,2477.876654,2253.937201,7697.152528,2720.905895,14103.76481,32.67450537,0,10847.20228,1984.671399,25.80191618,46.68744769,1441.543879
Monkey Shoulder,70,3,BS,96656.63488,39975.76915,27391.55341,658902.4738,2260.385993,101051.5498,11059.79678,2602.537437,2235.520622,9320.844826,3551.50478,15696.54054,0,0,11119.09499,2220.571001,39.99134226,57.96325893,1824.394542
Monkey Shoulder,80,1,BS,84618.90221,37696.06392,23278.54397,613105.6814,1548.61994,77882.88374,8895.199953,1813.617673,2053.783994,5741.541991,1080.582104,10927.54471,0,0,10193.43567,1323.012135,0,0,1145.49174
Monkey Shoulder,80,2,BS,95051.12802,42108.45298,24983.82736,656320.2722,1897.51865,86189.13989,9432.764346,2214.477983,2740.252526,13635.29062,5918.734221,12376.97475,0,0,9383.805395,1474.293282,3.919541444,0,3024.018778
Monkey Shoulder,80,3,BS,82710.98796,36555.05463,23602.40485,643309.7411,1845.248507,88840.02571,10263.03738,2070.779188,2096.999629,7561.653383,1363.26455,12211.11385,0,0,10014.69067,1534.696327,16.78019772,0,992.316159
Monkey Shoulder,90,1,BS,48312.29697,30649.15599,17885.89972,662972.2616,1441.117694,82665.26364,9932.606531,1929.37199,2006.504226,6033.081501,1546.022649,9694.563052,0,0,7728.965674,1026.669933,0,0,1590.328099
Monkey Shoulder,90,2,BS,76870.2726,34390.04093,19523.48032,637598.906,1214.214243,74653.21839,9068.14135,1708.794665,1929.100411,4860.544572,472.7454687,7280.84852,0,0,8344.647283,736.2339633,0,0,1020.900394
Monkey Shoulder,90,3,BS,77182.7751,35626.73061,20404.23405,655119.32,1369.061434,74924.52033,8982.83244,1824.597923,2036.959115,6809.595426,1942.074094,7726.855698,0,0,9476.459105,888.1324223,0,0,1574.215059
Monkey Shoulder,100,1,BS,74929.30909,35672.56659,16281.81199,650974.2153,1433.656691,69961.1428,8505.492724,1786.076213,1970.38966,8724.139922,2669.29914,4378.819745,0,0,6289.054496,476.7297944,0,0,1687.298747
Monkey Shoulder,100,2,BS,72423.74866,34036.5434,16565.80482,650371.1767,1453.775199,69219.10624,8505.208179,1759.864218,1963.290508,14007.62517,5864.14338,6861.751734,0,0,6195.541377,593.1919068,0,0,2739.879356
