Whiskey,Percent.whiskey,Rep,Style,"8-Nonenoic acid, ethyl ester",Ethyl trans-4-decenoate,Ethyl 9-decenoate,"Benzeneacetic acid, ethyl ester","10-Undecenoic acid, ethyl ester","Benzenepropanoic acid, ethyl ester",Ethyl 9-hexadecenoate,"Oxalic acid, decyl 2-phenylethyl ester"
Famous Grouse,100,3,BS,1205.326491,0,0,1487.347413,0,0,43489.14435,12919.98446
Highland Park,50,1,SM,23387.82102,241262.0241,182409.1578,10640.50766,7305.210983,2555.001212,130921.4814,12684.05895
Highland Park,50,2,SM,18295.13431,139918.4648,131074.4712,8430.264245,4639.323202,1157.841206,174485.3463,14786.14026
Highland Park,50,3,SM,18933.73834,148941.3265,136769.6942,8808.826181,4930.695666,1335.829959,176758.5991,14395.43287
Highland Park,60,1,SM,14012.82642,129237.1379,110897.2086,7717.069182,4056.174409,1500.657184,149910.8215,11281.51619
Highland Park,60,2,SM,14681.80445,142611.9908,119241.104,7882.650666,5101.923,1252.818883,158131.2984,14954.60799
Highland Park,60,3,SM,15318.99726,135415.9867,113663.7031,8162.366925,4103.254153,1619.274945,154556.9107,13214.26424
Highland Park,70,1,SM,9607.107023,93020.67473,82117.00891,6591.979119,3151.529414,1238.746401,187262.766,12074.75524
Highland Park,70,2,SM,8864.750574,75336.82505,70282.34709,5876.635798,1760.184613,881.5618994,156509.1729,9999.501689
Highland Park,70,3,SM,9307.318827,87113.70132,79620.81724,6576.462361,3096.832458,901.742007,199045.9135,15121.11846
Highland Park,80,1,SM,5885.460482,47221.67146,49186.77433,5379.925083,1342.069055,474.6778663,258615.1927,15278.66805
Highland Park,80,2,SM,6053.722094,44958.6797,48887.88566,5449.420432,1115.102466,516.4868486,267564.9077,14465.04646
Highland Park,80,3,SM,5899.513373,48386.83915,50240.61448,5118.371353,1251.973142,515.6547409,290814.9383,15544.79717
Highland Park,90,1,SM,3275.402123,16644.11553,25632.34846,4113.236472,0,20.16682545,214435.5291,8983.559302
Highland Park,90,2,SM,3022.953689,14334.74351,25026.87335,3801.615822,0,178.3310629,183959.1278,6414.018266
Highland Park,90,3,SM,2963.280289,16361.32216,24002.95714,4177.751259,0,173.2424801,219571.2706,8256.72853
Highland Park,100,1,SM,1246.36695,5915.687103,11930.81703,2774.863706,0,0,46946.04424,1497.866548
Highland Park,100,2,SM,944.165289,4881.989043,9955.365854,2564.71552,0,0,52651.82993,2003.800952
Highland Park,100,3,SM,1831.245434,7332.886539,14876.51418,3227.775693,0,4.258972865,66116.60996,4065.177553
Highland Park Dark,50,1,SM,13530.76324,10161.85884,46262.50453,13712.60006,2753.825787,1568.199758,233843.805,17979.05344
Highland Park Dark,50,2,SM,12918.70695,9012.809731,42618.7655,12737.74199,2180.405225,1286.301418,231199.2513,18403.28702
Highland Park Dark,50,3,SM,15550.30471,12053.75522,51468.26093,14680.89351,2670.995481,2055.921757,187210.8214,14334.81381
Highland Park Dark,60,1,SM,8324.219155,6475.319364,34524.31124,10497.63856,1920.425943,830.2371824,222986.7771,17548.32824
Highland Park Dark,60,2,SM,9600.857881,6562.121302,35518.9508,11484.70342,1803.968632,1321.133801,243745.3172,16135.07489
Highland Park Dark,60,3,SM,11239.9667,8777.144501,42024.22485,13110.35682,2282.611443,1595.745163,233452.174,16612.33277
Highland Park Dark,70,1,SM,5747.96236,3832.560174,26208.02715,9287.065626,1297.385567,654.5695268,279565.6466,17863.07109
Highland Park Dark,70,2,SM,5586.728599,3536.904823,25710.85136,9157.862512,1340.601804,546.0920299,264529.3207,17966.91843
Highland Park Dark,70,3,SM,5501.057771,3316.732125,23920.2245,9192.561947,970.4448119,708.8441923,249745.5131,16030.78217
Highland Park Dark,80,1,SM,2767.588759,0,14471.50573,7008.548763,0,0,234920.9845,12618.1641
Highland Park Dark,80,2,SM,2844.503185,0,14430.2065,7222.217452,0,230.1551784,249529.2728,11646.40048
Highland Park Dark,80,3,SM,2182.864181,0,11936.06739,6052.32257,0,0,201087.8444,11630.97242
Highland Park Dark,90,1,SM,1357.224512,0,6788.060504,4391.33297,0,0,126406.1828,3949.245308
Highland Park Dark,90,2,SM,1313.145696,0,7034.246597,4996.256309,0,0,152398.8351,5881.356882
Highland Park Dark,90,3,SM,1891.482169,0,8195.150731,5322.682269,0,0,179692.6523,7402.621329
Highland Park Dark,100,1,SM,762.2510206,0,3734.031632,3709.304065,0,0,86632.5163,3660.987366
Highland Park Dark,100,2,SM,786.8965023,0,3645.356899,3785.05953,0,0,86020.22569,4260.859833
Highland Park Dark,100,3,SM,689.79219,0,3233.779816,3465.473695,0,0,75813.54469,3912.061421
The Irishman,50,1,IW,18658.37836,42705.56027,24241.47361,10884.61797,1462.478936,1347.32911,29374.62791,6271.384298
The Irishman,50,2,IW,15299.0901,34146.01254,19028.67331,8892.236203,666.1845393,1136.237205,21210.30555,7178.249388
The Irishman,50,3,IW,18131.92935,43739.78693,25079.33355,10789.71135,1351.854641,1309.058732,25711.40267,7244.161153
The Irishman,60,1,IW,10250.60699,21983.94899,13981.44761,7689.434312,189.3429991,793.498054,25506.83568,5966.25655
The Irishman,60,2,IW,12767.67643,30203.56883,18450.22826,8888.252124,751.1223657,922.1514535,24581.78837,6798.617777
The Irishman,60,3,IW,14477.93986,34748.3447,21544.23872,10550.11766,1181.346587,1253.295198,25408.32305,6732.531361
The Irishman,70,1,IW,9660.663524,23223.42981,13931.25092,7898.285308,0,610.946132,30089.1879,6618.218502
The Irishman,70,2,IW,10099.74861,23573.30736,13216.37755,8960.890968,119.9641465,818.586944,30192.01463,6581.434754
The Irishman,70,3,IW,9453.341997,21709.33543,13521.97081,8655.739289,155.0892028,829.8317975,31616.65701,6341.899398
The Irishman,80,1,IW,6733.187232,13665.71743,7721.026093,6872.016766,0,365.5129889,43328.10794,5606.026055
The Irishman,80,2,IW,7246.316597,14623.28573,8538.369391,7348.191594,0,337.9773284,48324.8521,6134.635975
The Irishman,80,3,IW,5793.184267,10417.94551,6712.933558,5594.927797,0,0,33215.29942,4765.531667
The Irishman,90,1,IW,3783.962094,5503.667473,3553.260709,4844.813116,0,0,21317.42354,2558.290322
The Irishman,90,2,IW,4534.200117,7561.596263,4234.720637,5946.793265,0,0,19879.70949,2370.14328
The Irishman,90,3,IW,4701.567415,8076.072293,4499.736843,5900.806953,0,0,22096.97547,2241.660245
The Irishman,100,1,IW,2137.586148,1734.445009,1354.185645,3843.313743,0,0,5897.55456,1059.825506
The Irishman,100,2,IW,1796.295018,1635.812104,1014.166764,2460.999811,0,0,3021.843315,892.1448546
The Irishman,100,3,IW,2296.196209,2396.490042,1336.855704,4083.800722,0,0,5012.761591,1481.414305
Laphroaig 10,50,1,SM,150500.6919,80347.43391,105075.138,24587.45317,40189.41103,35511.83651,439901.8147,67435.59609
Laphroaig 10,50,2,SM,145491.5138,76846.66401,99800.87617,24126.46739,38522.4616,34125.47601,406763.025,73154.35313
Laphroaig 10,50,3,SM,126877.0898,68180.41939,89013.53282,21299.58943,34304.21557,29692.22609,341865.835,56409.54468
Laphroaig 10,60,1,SM,104641.9598,56194.64417,72420.74487,21055.85372,27633.96369,27706.28922,302302.21,44964.96651
Laphroaig 10,60,2,SM,140974.7278,78310.83474,104116.6052,24769.42938,41264.05495,35835.85305,420674.2946,66164.48816
Laphroaig 10,60,3,SM,88190.77375,47289.16161,63927.05145,18162.97979,25794.7508,25130.90511,365238.4756,62043.42659
Laphroaig 10,70,1,SM,76973.80545,39529.15037,51385.11435,19434.34049,18736.42723,24309.85936,357678.6523,59039.52332
Laphroaig 10,70,2,SM,62531.67196,29424.47737,41731.99867,16726.68718,13348.68179,20588.35317,343253.8444,46157.17656
Laphroaig 10,70,3,SM,65948.5718,33393.37617,43912.30851,17670.27635,15470.91886,22025.31366,347276.8352,46521.25402
Laphroaig 10,80,1,SM,43060.83132,18178.48734,27428.11507,13156.328,6857.058202,14962.54045,310691.9804,34221.09214
Laphroaig 10,80,2,SM,42545.80217,20409.66398,26681.77467,12852.21694,6889.05897,14365.28996,262221.3637,27577.03089
Laphroaig 10,80,3,SM,46609.40448,22013.56096,28036.30896,13121.4052,7543.533815,14028.31484,234558.3406,24828.1168
Laphroaig 10,90,1,SM,23883.52745,6435.409518,14088.85531,9800.456602,1594.345869,9886.988029,167170.5548,17749.77642
Laphroaig 10,90,2,SM,27770.72304,12121.59616,16445.49384,10769.81095,2468.597354,10624.27919,190833.2893,20688.28879
Laphroaig 10,90,3,SM,26915.83222,10918.48385,15790.72683,10611.23828,2257.313769,10416.67291,191972.6234,20543.03959
Laphroaig 10,100,1,SM,15853.04133,5507.273515,8438.935154,7968.49402,369.5023724,6785.93807,61330.86781,8206.518785
Laphroaig 10,100,2,SM,14734.29785,4771.450333,7725.875463,7601.277882,0,6445.115517,54824.64907,8337.217755
Laphroaig 10,100,3,SM,15536.9503,5395.835566,8237.575381,7843.482076,0,6614.868488,72165.79665,12199.00004
Maker's Mark,50,1,BU,33049.66568,211695.9471,6908.120098,31497.20679,546.2668044,830.0747313,14984.66183,9941.638471
Maker's Mark,50,2,BU,37523.47261,250832.0885,7604.108197,35933.46809,888.2486488,1015.01287,17747.99724,11239.55761
Maker's Mark,50,3,BU,36577.73606,246767.631,7652.04998,38584.77173,857.3601303,965.6112983,10069.55017,7888.403026
Maker's Mark,60,1,BU,18694.18931,106307.5769,3380.9907,27564.59139,0,590.4400943,9343.36245,7611.965096
Maker's Mark,60,2,BU,19993.06405,114525.5712,3624.069836,28131.02545,80.32255925,594.9271579,10115.44289,7662.765286
Maker's Mark,60,3,BU,20237.09816,117697.6273,3504.252795,29150.35471,45.32173162,668.9113525,8719.788134,7112.788979
Maker's Mark,70,1,BU,8911.564249,41081.05042,1754.335134,20959.14624,0,0,2051.228911,3084.310813
Maker's Mark,70,2,BU,9944.386367,50246.09874,1802.932973,22422.69049,0,0,1910.023262,3179.037716
Maker's Mark,70,3,BU,8987.979644,44321.15022,1564.492958,21143.19605,0,0,2039.145343,3366.21633
Maker's Mark,80,1,BU,4067.041065,19795.55804,836.5878849,13881.09119,0,0,1074.139531,2182.839039
Maker's Mark,80,2,BU,4872.289597,23703.54636,944.4020633,15104.38948,0,0,1210.186511,2160.494177
Maker's Mark,80,3,BU,4459.900527,20038.37862,853.9723073,14066.84118,0,0,1102.816333,2308.224866
Maker's Mark,90,1,BU,2250.796819,10094.34887,804.5089809,10799.81994,0,0,956.4413387,1612.159218
Maker's Mark,90,2,BU,2222.973223,9941.616289,795.7785744,10464.68625,0,0,870.5724734,1474.606504
Maker's Mark,90,3,BU,1620.947726,5629.138907,762.3897013,8532.194947,0,0,838.8813569,1663.158281
Maker's Mark,100,1,BU,1461.933165,4871.793716,791.4754228,7936.451027,0,0,1313.717831,2119.394931
Maker's Mark,100,2,BU,1356.47408,2442.509969,759.2481954,7848.30331,0,0,788.4215295,1442.216016
Maker's Mark,100,3,BU,1134.031456,1082.088083,743.2514458,5724.374706,0,0,903.9931504,1431.789303
Michter's Rye,50,1,RW,37345.49274,115014.1256,10474.13211,46419.71593,247.114576,471.4423356,7680.705325,5177.578715
Michter's Rye,50,2,RW,38671.79488,114555.1122,11046.43127,54761.50068,349.5512527,672.5672365,15065.29126,3428.868212
Michter's Rye,50,3,RW,36141.60707,105222.9755,10550.03488,50303.74663,394.3636208,595.1993027,15226.21308,4152.401211
Michter's Rye,60,1,RW,26983.92456,78533.47454,8082.723687,46728.93073,213.223623,511.297346,12871.70624,4821.607112
Michter's Rye,60,2,RW,25972.8953,73533.14085,7849.655587,48553.40427,228.5105597,327.0870437,14294.80577,3369.826542
Michter's Rye,60,3,RW,28161.97725,82881.98407,8046.913224,49485.63825,170.2323792,591.9807079,15948.04165,3648.289528
Michter's Rye,70,1,RW,20912.06029,56696.92438,6205.575272,40304.97972,184.2142975,208.1607989,11558.30699,4852.836205
Michter's Rye,70,2,RW,20641.31752,55175.35224,6111.158,41602.02275,88.18031693,338.3096034,14779.74453,4186.987118
Michter's Rye,70,3,RW,17454.54847,43705.85636,5026.918017,39318.68404,124.0705015,94.69736097,15364.14405,2850.342521
Michter's Rye,80,1,RW,8609.080662,16562.20256,1903.866246,26063.93524,0,0,11734.83517,2522.005914
Michter's Rye,80,2,RW,9792.296139,22982.28147,1798.394236,29612.35346,0,0,15565.06589,2334.04226
Michter's Rye,80,3,RW,11832.0324,22524.41017,3489.59578,32390.35073,137.7048864,0,13844.03434,2376.053819
Michter's Rye,90,1,RW,7891.203583,14214.73591,1736.486969,27023.12057,0,0,13751.14079,2674.698724
Michter's Rye,90,2,RW,7120.352053,12229.68005,1369.773596,26295.88974,0,0,11879.78353,2003.91999
Michter's Rye,90,3,RW,6606.863199,15092.06049,1158.231579,25500.84418,0,0,11690.54326,2030.186598
Michter's Rye,100,1,RW,4797.224266,9970.996024,777.5466031,22338.2942,0,0,6545.738695,2514.742659
Michter's Rye,100,2,RW,3728.648908,7405.917658,635.8669988,18435.943,0,0,4131.269135,641.3810228
Michter's Rye,100,3,RW,4042.419061,8373.542924,724.87802,20675.08876,0,0,5726.530145,1175.253919
Monkey Shoulder,50,1,BS,12984.10628,52495.74783,27532.9529,13970.05133,553.1843326,1760.551694,288874.5778,73615.06147
Monkey Shoulder,50,2,BS,14066.08856,67512.8079,32743.18843,16184.39427,1066.718341,2128.180165,338181.2619,74107.15226
Monkey Shoulder,50,3,BS,14388.26072,68604.11911,34838.22317,15685.51556,1541.281756,2166.375901,320700.7587,72577.50456
Monkey Shoulder,60,1,BS,10944.65472,54457.83938,27967.64808,14920.57844,915.2156179,1855.314925,305960.7882,75668.22231
Monkey Shoulder,60,2,BS,10739.49068,53081.37237,27931.31356,14804.11895,391.4754815,1861.002374,377863.007,73122.45949
Monkey Shoulder,60,3,BS,9558.049583,42141.7776,21903.40338,12500.43985,2.688632482,1377.705877,310045.6941,65687.90407
Monkey Shoulder,70,1,BS,6523.529087,29968.86017,15244.62439,10889.39864,0,996.5806895,311668.2155,61519.37612
Monkey Shoulder,70,2,BS,7187.810261,32053.86429,15851.5917,11493.89668,0,1037.749336,334499.4161,70173.25993
Monkey Shoulder,70,3,BS,8552.039517,36124.51206,19353.637,12579.5336,0,1239.63034,368331.2462,70119.5961
Monkey Shoulder,80,1,BS,4010.765534,18113.33994,8433.615257,8556.200533,0,449.6690002,322994.22,48640.12577
Monkey Shoulder,80,2,BS,4541.635149,20122.62061,9724.651356,9220.875299,0,619.8481588,254756.8012,40398.74669
Monkey Shoulder,80,3,BS,4868.071719,21121.68533,10317.54617,9753.219933,0,628.7888871,348989.2779,56385.80037
Monkey Shoulder,90,1,BS,2761.025971,4178.517907,5220.188236,7387.557338,0,444.1256617,186228.3545,30339.1295
Monkey Shoulder,90,2,BS,2471.236606,4284.447077,4221.348664,6781.014045,0,183.5687134,138299.2237,25411.73769
Monkey Shoulder,90,3,BS,2687.643492,9475.863047,4999.597925,7041.897577,0,392.8570202,159644.6198,28280.31084
Monkey Shoulder,100,1,BS,1316.318165,5198.327769,2518.353272,5577.230963,0,0,63208.98707,15161.93976
Monkey Shoulder,100,2,BS,1498.401398,5403.287989,2461.450966,5163.65186,0,0,64458.19277,14754.85683
Monkey Shoulder,100,3,BS,1172.896112,0,2116.768136,5125.090761,0,0,56823.68242,15808.44982
Four Roses,50,1,BU,71655.00404,605616.7634,9717.382222,25585.11984,1327.951847,3727.243698,5788.445103,4581.693051
Four Roses,50,2,BU,60066.9088,517474.8233,8095.960764,22907.31953,923.2109951,3210.532345,6613.78672,4771.263302
Four Roses,50,3,BU,65279.66076,561002.0778,8984.655496,22623.39185,969.5325424,3036.413009,4072.860699,4221.713215
Four Roses,60,1,BU,53208.19481,449529.6796,6505.102532,21078.47433,811.3451753,2565.724647,5335.707062,3944.258761
Four Roses,60,2,BU,65151.02058,550980.9571,8373.564833,26725.66839,1206.568183,3752.762002,7991.412541,5326.953283
Four Roses,60,3,BU,51720.64827,430413.211,6253.656019,22248.47858,734.7696128,3017.335658,8815.937758,4730.664729
Four Roses,70,1,BU,37780.20036,302891.6114,3472.453403,19741.46258,424.2877302,2274.561057,11983.52021,4260.505062
Four Roses,70,2,BU,35739.71927,283702.6116,3179.547131,19415.29463,308.2599812,2130.429656,12509.91707,3997.024675
Four Roses,70,3,BU,32497.66134,259975.6906,2751.969051,17670.25033,298.9377309,1873.37354,12627.32319,4469.808972
Four Roses,80,1,BU,22221.8755,168685.9291,0,16121.50403,256.9481544,1470.407378,7013.330457,1822.609687
Four Roses,80,2,BU,23713.86295,180231.4549,0,17049.09092,287.138095,1642.90665,7702.389072,1781.263012
Four Roses,80,3,BU,23030.99473,173232.9784,0,16428.68083,300.2860816,1559.043719,6864.219539,2427.37264
Four Roses,90,1,BU,13259.18578,91518.4768,0,12661.22991,0,842.5943377,2004.162337,1068.897452
Four Roses,90,2,BU,14159.53194,97913.20795,0,13112.52635,0,743.9440898,2251.64606,914.4049628
Four Roses,90,3,BU,15275.5305,105684.2488,0,13835.97554,93.46961352,871.248734,2412.4249,1044.957259
Four Roses,100,1,BU,7570.60119,49011.20606,377.9583538,9471.896741,0,361.7108489,1454.344781,0
Four Roses,100,2,BU,8260.198647,54794.60046,322.5836708,10505.35141,0,402.6262681,1699.205723,655.4520789
Four Roses,100,3,BU,7193.230583,47375.2528,435.5912435,9433.106196,0,254.7697034,1455.10345,646.6251602
Russell Reserve,50,1,RW,71212.64245,703111.3967,27163.3953,18136.10636,4322.981202,1819.36071,35085.13786,37918.75401
Russell Reserve,50,2,RW,59911.46299,535270.6502,20675.69991,28395.98453,3169.125755,1504.7085,26967.28518,35591.37388
Russell Reserve,50,3,RW,72563.55154,702333.2805,28717.71839,17109.01547,4524.715009,1817.650532,30494.08088,40367.02791
Russell Reserve,60,1,RW,57596.71717,558490.3968,22907.43295,14234.53426,3525.708111,1427.071727,34297.94702,32288.02216
Russell Reserve,60,2,RW,53969.27962,523993.6159,21220.21977,14968.46397,3264.959689,1483.013389,34008.6199,38693.95889
Russell Reserve,60,3,RW,46406.10989,420642.4328,16688.22897,22498.20052,2409.631899,1308.333237,28910.8972,37303.49312
Russell Reserve,70,1,RW,37706.87352,321885.1255,12896.7503,17401.89191,1605.202802,1173.109547,39001.43481,39895.54735
Russell Reserve,70,2,RW,37399.40337,322565.073,13342.61186,15316.46246,1738.780795,1126.827554,39262.17987,40563.67185
Russell Reserve,70,3,RW,40004.836,347809.0548,13600.91233,12167.00892,1445.59521,1084.316435,36186.50801,26403.48232
Russell Reserve,80,1,RW,23948.73943,183911.0551,7307.680554,11745.4375,470.6422338,782.826317,43265.3019,26246.08848
Russell Reserve,80,2,RW,27150.12608,210077.3234,7506.469175,15415.19745,517.1259404,873.5308048,44044.49081,26554.91601
Russell Reserve,80,3,RW,23597.4565,182184.8354,6748.948952,10013.58681,333.937059,739.0027796,36505.96703,16433.88622
Russell Reserve,90,1,RW,15778.39187,105338.2286,5678.662492,10129.15432,1204.413041,419.3946401,22615.47863,14960.63643
Russell Reserve,90,2,RW,16203.92372,106612.9816,5604.233026,12854.25192,1311.33679,403.5295313,28067.49778,16142.83336
Russell Reserve,90,3,RW,14912.34265,102009.0727,5151.726729,11523.8231,883.2710905,435.6768638,20702.72096,16680.92521
Russell Reserve,100,1,RW,9613.439669,57243.0774,3312.397783,10165.57396,576.6994441,0,6345.798512,9387.537491
Russell Reserve,100,2,RW,8888.432508,40427.59081,3018.941696,11065.27405,424.7376211,0,5841.261982,8432.366435
Russell Reserve,100,3,RW,9407.397996,55813.23358,2877.532174,9145.682878,437.2873955,0,7204.587789,10075.12037
George T Stagg,50,1,BB,36157.5274,84109.02227,3584.372904,23835.78039,412.9549058,0,12197.00698,2953.237525
George T Stagg,50,2,BB,33345.74545,77711.47181,3131.375277,23271.94407,301.0693972,0,10332.18189,1918.61837
George T Stagg,50,3,BB,39534.64797,91629.59908,3938.357587,23804.74906,391.2077649,0,18349.9019,7685.53366
George T Stagg,60,1,BB,17805.56321,35187.75473,2040.91384,17410.78758,259.8438918,0,9935.457589,979.2589039
George T Stagg,60,2,BB,20322.26678,40569.7031,2224.669231,18762.96395,291.796859,0,10039.73471,1083.607481
George T Stagg,60,3,BB,18597.77282,36301.17454,2103.372756,17670.91096,225.3078888,0,9077.414705,1894.034533
George T Stagg,70,1,BB,9840.832059,12218.34638,2585.580078,11193.47056,699.9885204,0,3060.501707,440.7313316
George T Stagg,70,2,BB,10124.63944,12161.80023,2460.217026,10957.97034,717.800014,0,3515.488127,1267.795054
George T Stagg,70,3,BB,12093.2278,17287.1338,2471.925951,13603.68611,978.0047374,0,3838.052535,0
George T Stagg,80,1,BB,4018.468184,4015.195156,555.5792187,6789.951603,0,0,931.8739599,0
George T Stagg,80,2,BB,4648.388083,4714.479183,592.5043698,7132.109352,0,0,1530.602325,0
George T Stagg,80,3,BB,4801.392896,5668.837241,609.6562539,7764.918593,0,0,1559.894005,0
George T Stagg,90,1,BB,2121.074547,1882.589032,384.4474649,4806.312227,0,0,704.5830672,0
George T Stagg,90,2,BB,2221.864815,2229.817129,354.5024344,4969.756344,0,0,1013.261799,334.1541172
George T Stagg,90,3,BB,2263.962114,2152.198938,397.3377957,5499.779753,0,0,657.9286393,0
George T Stagg,100,1,BB,825.6452658,550.4198956,268.1615835,3687.257078,0,0,1040.570559,890.6223514
George T Stagg,100,2,BB,999.5414356,668.2020192,300.4619857,3505.577987,0,0,550.4490191,0
George T Stagg,100,3,BB,648.4547565,492.3313242,265.2702134,3277.503266,0,0,694.6200513,544.0983557
Teeling,50,1,IW,4537.295224,3474.072604,9486.684362,2229.570028,0,0,42583.71992,8669.783987
Teeling,50,2,IW,5046.077725,5479.704532,11467.41837,2800.525705,0,0,46329.59823,9696.419
Teeling,50,3,IW,4150.7444,6943.698397,12523.04634,2685.398627,0,0,36502.37514,8007.755141
Teeling,60,1,IW,4648.620617,2574.64191,7192.552234,2260.139679,0,0,47151.18442,8878.791677
Teeling,60,2,IW,4332.3717,4648.658062,8257.354884,2695.576972,0,0,48664.19134,9521.763841
Teeling,60,3,IW,4354.609018,1764.747435,6519.549049,1946.793542,0,0,32685.92532,6323.93388
Teeling,70,1,IW,3943.458434,2102.355399,5014.557761,2430.033,0,0,39701.31762,5759.45369
Teeling,70,2,IW,4370.763187,0,4453.705528,1927.849449,0,0,32958.30023,4172.027654
Teeling,70,3,IW,3364.683537,1465.020503,3986.144429,2355.531676,0,0,33504.02264,4952.585042
Teeling,80,1,IW,2406.586345,0,1919.461832,1896.936726,0,0,18606.32949,3461.168019
Teeling,80,2,IW,2298.908964,0,1452.699798,1707.497483,0,0,16892.65176,2477.994169
Teeling,80,3,IW,2201.610211,0,722.9707063,1283.68911,0,0,9356.358012,1881.633086
Teeling,90,1,IW,1137.298409,0,339.5681625,0,0,0,1477.981205,705.2873184
Teeling,90,2,IW,1266.995916,0,528.9545334,1211.025961,0,0,3455.709216,1347.609795
Teeling,90,3,IW,1072.207355,0,479.7889737,1140.174258,0,0,4105.006633,1369.873841
Teeling,100,1,IW,576.493891,0,392.7890217,0,0,0,2058.921401,651.709625
Teeling,100,2,IW,636.5808984,0,423.3694792,0,0,0,2286.920976,783.1916632
Teeling,100,3,IW,596.9790507,0,330.8712526,0,0,0,1619.836963,681.115345
Tullamore Dew,50,1,IW,5645.99018,36749.92329,5792.752576,3532.092469,0,0,9364.069644,6157.071592
Tullamore Dew,50,2,IW,5107.94229,28709.40681,5030.216733,4008.619665,0,0,19033.9446,5773.161016
Tullamore Dew,50,3,IW,5662.662067,32625.18762,5594.947054,4345.025646,0,0,21766.97613,6303.235135
Tullamore Dew,60,1,IW,5113.87509,29729.99449,4944.843682,4543.266364,0,0,23642.99714,5869.363828
Tullamore Dew,60,2,IW,5066.35216,28890.47193,4944.103816,4229.242798,0,0,20303.69826,5578.085577
Tullamore Dew,60,3,IW,4573.467511,24598.58453,4526.765782,3871.946641,0,0,19406.20604,5552.317178
Tullamore Dew,70,1,IW,3665.848374,17873.4559,2769.809519,3779.554555,0,0,21735.22522,5289.140656
Tullamore Dew,70,2,IW,3121.404116,12229.78154,2470.765927,3384.885346,0,0,17237.16704,4501.780471
Tullamore Dew,70,3,IW,3779.124944,19513.6989,2937.469862,4014.50241,0,0,22642.52727,4706.465452
Tullamore Dew,80,1,IW,2135.550382,6241.196597,1183.61262,3020.931954,0,0,14495.65242,3006.729417
Tullamore Dew,80,2,IW,2241.948081,9733.023094,1054.170544,2854.082623,0,0,8349.511192,2048.180835
Tullamore Dew,80,3,IW,2218.817936,7726.03266,1334.973809,2916.360284,0,0,11351.10717,2433.618971
Tullamore Dew,90,1,IW,765.6601897,0,477.9916644,1984.296649,0,0,5083.826631,1589.043691
Tullamore Dew,90,2,IW,1398.45948,4116.645361,510.1151847,2287.454832,0,0,6240.510944,1331.071211
Tullamore Dew,90,3,IW,1368.04215,3238.435983,480.4782532,2357.27411,0,0,5341.902809,1443.359335
Tullamore Dew,100,1,IW,601.9617118,697.0150624,389.8698559,1746.00738,0,0,2239.294132,902.379534
Tullamore Dew,100,2,IW,624.5339576,0,388.8241835,1610.690282,0,0,1600.777283,821.3738532
Tullamore Dew,100,3,IW,648.5570417,0,370.413735,1645.844113,0,0,1515.522494,666.1223256
Wild Turkey,50,1,BU,42044.31523,547163.8832,9870.304961,22413.02472,157.8975435,669.5842169,17439.48203,3342.127051
Wild Turkey,50,2,BU,40008.60399,507670.0226,8820.899976,22647.74089,76.9360102,603.2844265,15812.34511,3855.841163
Wild Turkey,50,3,BU,38108.28157,501363.5293,9059.876496,20222.75731,708.7306911,491.7977425,15327.83164,2613.666066
Wild Turkey,60,1,BU,22745.74564,294357.6459,3452.108063,16183.85337,0,482.9957799,20514.066,7133.992887
Wild Turkey,60,2,BU,23840.56583,304292.687,3925.118169,15840.0516,0,417.5589811,17536.36414,4875.893734
Wild Turkey,60,3,BU,26966.4646,351181.7344,4253.09615,17986.53217,0,611.9578313,20294.07297,7992.600267
Wild Turkey,70,1,BU,14687.56449,187217.8708,1263.356188,13447.1198,0,0,22565.59307,2421.092286
Wild Turkey,70,2,BU,12173.08485,155532.8351,607.5732223,11411.77394,0,287.2935643,19000.60968,5178.767216
Wild Turkey,70,3,BU,16045.374,211831.0641,1113.750239,15017.24533,0,0,22062.92676,2634.250134
Wild Turkey,80,1,BU,8778.994019,78362.93289,4501.880286,7560.787979,5160.127015,0,11911.06918,1477.1623
Wild Turkey,80,2,BU,8582.331467,79729.58947,2978.899755,7337.584539,3313.880618,0,11829.83389,1913.069816
Wild Turkey,80,3,BU,9745.112935,92049.83724,3595.160887,8097.702897,4164.343396,0,13660.60277,2101.378247
Wild Turkey,90,1,BU,8633.485552,45961.89808,6482.557959,6770.724136,8175.94048,0,5584.959521,430.5830131
Wild Turkey,90,2,BU,8833.317307,48489.78127,6287.25736,7044.548899,7782.679856,0,5137.837354,391.0022583
Wild Turkey,90,3,BU,8434.282451,46315.61847,6166.340868,6711.447311,7246.278992,0,6715.650835,1976.650223
Wild Turkey,100,1,BU,3978.926477,25115.65198,2839.426992,5057.911634,1758.327647,0,7816.846431,3677.405971
Wild Turkey,100,2,BU,4427.321493,27612.08271,3084.013363,5075.226578,1823.624422,0,3186.856248,0
Wild Turkey,100,3,BU,4604.701221,28386.19645,3082.915122,5451.428132,1961.383563,0,2593.098236,673.530193
Woodford Rye,50,1,RW,31379.43998,124441.6723,5606.973136,50988.45895,619.5649558,1626.519936,9145.345462,5076.627788
Woodford Rye,50,2,RW,31138.33455,119641.5976,5440.328211,54309.94593,63.41793045,1769.912398,13380.15632,3337.519444
Woodford Rye,50,3,RW,36499.78853,141475.5339,7191.870579,59023.23558,1502.756364,1845.632623,14539.13514,3732.296587
Woodford Rye,60,1,RW,21369.08995,75709.2373,1857.125847,44051.77152,0,1521.47351,10213.2235,4747.736719
