Whiskey,Percent.whiskey,Rep,Style,1-Propanol,"1-Propanol, 2-methyl-",1-Butanol,"1-Butanol, 3-methyl-",1-Decanol,(Z)-4-Decen-1-ol,Phenylethyl Alcohol,1-Dodecanol,1-Tetradecanol,Octanoic acid,n-Decanoic acid,1-Hexadecanol,Dodecanoic acid
Aberlour 12,90,1,SM,211430.5397,733176.9085,32178.57912,4802794.955,14186.32681,0,452701.7267,6630.286534,73661.14707,39621.97217,58764.88609,37068.57003,21611.95826
Aberlour 12,90,2,SM,201262.4718,716620.6351,30600.6106,4764402.899,12972.11755,0,561277.8397,5883.396072,62497.04957,48057.18458,64242.69278,33910.23259,18771.85164
Aberlour 12,90,3,SM,163364.9916,622632.2214,28664.56258,4583755.281,13491.06376,0,502712.1848,6510.494097,57703.63327,47920.38303,76285.88955,29289.49047,27365.61028
Aberlour 12,100,1,SM,146637.4177,664534.14,29914.71801,4646481.59,7227.637171,0,452712.0135,2216.67191,26796.96255,24679.29291,39683.32704,12285.09629,13767.73436
Aberlour 12,100,2,SM,168587.2907,1108944.992,27509.88326,4441376.295,6283.442587,0,432709.1721,748.0759693,7774.899514,20489.94211,27265.20451,5959.048917,4565.74065
Aberlour 12,100,3,SM,222589.6285,815267.0009,34746.31139,5042663.943,5527.851561,0,366180.1103,1258.193139,16971.54197,15519.57334,29189.43377,9696.647238,9233.556291
Basil Hayden's,50,1,BU,32411.82108,362021.3501,9084.377304,4855885.052,62029.4383,152224.9014,735394.4643,7508.307942,12753.77595,32250.72864,68567.794,6474.274092,22888.16472
Basil Hayden's,50,2,BU,39557.72221,437175.3865,10205.37733,5316692.67,62134.36847,154655.7182,721262.3436,6468.428221,10121.18521,28547.42425,56592.47204,5421.415992,17328.31576
Basil Hayden's,50,3,BU,17603.24568,554705.3502,7669.060518,5056782.587,78081.81796,194723.9406,818625.4251,9071.297146,14207.1502,38536.9751,74847.65572,6554.621006,22194.22909
Basil Hayden's,60,1,BU,16275.0316,622646.7973,7641.524313,5219353.803,50851.66634,136182.9465,779406.0249,6126.485891,14946.76384,32577.40933,56317.26125,8661.073656,16320.09593
Basil Hayden's,60,2,BU,23670.2747,633711.1354,8443.833598,5254694.271,47434.53912,126181.1043,867228.9681,4558.68728,11065.34505,35037.43107,56785.93459,7580.244199,14325.04734
Basil Hayden's,60,3,BU,15239.91216,574663.3498,6795.229216,4908009.562,45448.13363,121782.8562,738559.4998,5072.183364,11898.6684,25473.2836,47648.31518,7054.153647,13959.27934
Basil Hayden's,70,1,BU,18920.05042,713531.7258,8423.410392,5589554.955,24031.2491,74116.5981,773210.0955,1110.686207,5425.643793,26045.95462,36492.77172,5837.341609,5772.932541
Basil Hayden's,70,2,BU,39644.64898,470175.6802,12820.64037,5904525.487,21134.00278,64427.84347,655052.0188,1359.703485,4641.932516,17198.62242,33905.44574,4417.563164,13110.75371
Basil Hayden's,70,3,BU,18205.55513,702994.4807,8408.897975,5538253.617,32623.89271,98181.41021,644229.8721,2439.584938,8677.279954,18196.7192,31162.9756,7064.721433,8867.368934
Basil Hayden's,80,1,BU,40781.17787,860550.9805,11751.24087,5932288.655,15776.94192,52785.43358,745262.4412,0,4055.346498,16362.58918,30262.47613,5441.289338,7968.731352
Basil Hayden's,80,2,BU,71148.95728,671968.4901,15166.44109,6556396.126,14014.27677,47526.7896,628354.9951,0,2779.388283,8350.179155,21121.5009,4298.873738,7366.591546
Basil Hayden's,80,3,BU,23425.76715,777674.6129,8815.529041,5568347.296,15473.11584,51232.46226,604825.5622,0,2967.461798,8302.977557,22437.98739,4152.082832,7732.755742
Basil Hayden's,90,1,BU,27051.28305,839842.8172,9632.311438,5549797.529,8473.567202,32338.6471,620678.0865,0,867.6300245,4764.235116,19036.20032,1884.956382,7155.141055
Basil Hayden's,90,2,BU,62424.95134,660789.3353,15447.19391,6840212.215,8029.143931,30124.63661,695619.8594,0,976.1965742,7590.52597,21254.68021,2185.099669,6683.120687
Basil Hayden's,90,3,BU,72769.9961,655444.9198,15133.87229,6490304.209,8784.207581,32529.42106,679135.3883,0,1563.408704,8320.086454,23186.63651,3071.090864,9166.945142
Basil Hayden's,100,1,BU,32422.54393,929119.3212,9962.496232,5659740.779,4168.314332,19095.33088,641630.8299,0,469.3692338,10951.76605,21020.77009,0,0
Basil Hayden's,100,2,BU,34041.75055,938035.7184,10239.58803,5654403.671,3623.065054,17081.26379,463614.3521,0,545.9059604,1937.251711,16486.13828,0,0
Basil Hayden's,100,3,BU,150165.5199,1735904.984,14802.7602,7226178.197,0,5324.462018,173111.6294,0,540.1036937,492.929929,13983.79079,0,0
Black Bottle,50,1,BS,46869.16628,358885.8682,4760.453035,1149280.151,42113.78297,0,163758.9173,69315.33581,367046.7252,52603.55427,198157.9111,89741.53197,104697.5333
Black Bottle,50,2,BS,71960.89967,196639.8406,5120.313716,1067199.78,35879.06387,146.5919077,162159.369,57038.84855,275470.7277,41243.87248,144864.3903,65962.07466,73238.32097
Black Bottle,50,3,BS,46838.91647,339469.8055,4810.432432,1109892.588,37031.04016,145.8589549,163763.4298,58039.9568,236900.6141,43498.01698,155287.6341,42274.24689,73483.66845
Black Bottle,60,1,BS,58220.15724,362241.5918,5000.718982,1143278.398,30630.16954,0,155758.1265,45603.17673,329847.2964,37833.44578,104365.6242,98381.58797,53658.31076
Black Bottle,60,2,BS,52947.8484,373726.7071,5033.485468,1155811.375,29303.97893,0,161705.7783,38857.53666,260012.4862,34459.46529,99718.9988,67948.03521,50274.69156
Black Bottle,60,3,BS,91612.62182,234693.3843,5842.490155,1174866.296,24482.27622,0,179390.7194,35223.07791,261617.307,34947.86605,103122.91,62849.16934,50173.17779
Black Bottle,70,1,BS,149148.2997,333405.8302,7658.405434,1345319.264,13591.3143,0,138084.9714,11473.81015,107458.8159,12775.86382,30468.51494,53503.09477,13502.72897
Black Bottle,70,2,BS,98933.93823,253688.6633,6158.493671,1242604.651,15495.42654,0,135287.4032,15099.56639,151838.8882,18629.0642,42056.84335,64317.22279,20203.99002
Black Bottle,70,3,BS,108315.3759,274686.1658,6529.042236,1247975.215,14079.75832,0,141853.1556,14028.20488,134409.8661,17003.90943,39044.29324,60551.12508,15905.19704
Black Bottle,80,1,BS,70598.85553,494155.2583,5607.689352,1321241.452,8833.250792,0,121959.3749,5216.783511,56099.43802,8534.503696,21122.50052,39511.32407,4847.952151
Black Bottle,80,2,BS,73005.5941,503201.4149,5768.253295,1339172.52,7544.367367,0,144266.2276,4415.172233,35240.73249,9643.650438,24540.36524,22615.3706,7566.096922
Black Bottle,80,3,BS,76042.70304,475338.3971,6410.867234,1261225.263,8100.171626,0,123475.7192,4896.230871,50925.9267,8379.55077,22434.52529,33691.37909,6332.552089
Black Bottle,90,1,BS,137510.2408,438415.8822,7594.708266,1321242.589,3335.968389,0,146268.9977,531.4940375,10767.40435,5627.296943,17021.07666,14436.79623,3352.599606
Black Bottle,90,2,BS,84847.65424,540584.4018,6063.893441,1300702.816,4459.150088,0,110411.1056,1508.80742,23580.45859,5077.003876,17500.18631,22989.12088,4718.26716
Black Bottle,90,3,BS,113863.027,542862.3494,6588.861115,1318925.818,3932.084481,0,171362.0799,980.3066849,17751.35707,7335.12035,18160.15166,25395.93752,3557.053812
Black Bottle,100,1,BS,91094.72554,554961.7745,6076.285229,1252524.99,1602.990889,0,101713.7893,0,7799.703093,2447.382751,13307.79725,10915.94435,0
Black Bottle,100,2,BS,98936.57623,610240.9899,7713.814758,1344321.625,1588.001394,0,90642.05122,0,8561.49416,2475.850671,15010.9115,5952.339883,2264.341388
Black Bottle,100,3,BS,120837.8683,337962.8763,8620.726616,1367589.796,1669.356324,0,114079.4582,672.0903262,16611.92651,3502.16153,17117.76945,10140.56008,3021.496222
Bulleit,50,1,RW,36746.1011,600434.5832,3166.716917,3869994.64,33246.1703,25688.22207,281254.866,5018.42427,15109.36427,38097.39842,93077.48903,4732.723784,23379.71082
Bulleit,50,2,RW,38292.73795,615367.3291,3141.770023,3905758.78,34339.2465,25922.19752,273444.602,4580.683726,13087.4312,37258.73003,83834.88282,4196.332205,25407.70175
Bulleit,50,3,RW,38208.80591,602227.8957,2657.355671,3863640.927,30421.58666,22777.53268,275453.9748,4037.573827,12056.22452,36057.07725,87549.32785,3960.967732,26025.10083
Bulleit,60,1,RW,44244.32804,672702.3771,3631.68757,3954449.841,21014.28659,21469.05455,265731.7657,2732.143057,13166.33985,26534.9472,44972.81159,5263.635428,14166.11367
Bulleit,60,2,RW,42595.03094,655741.403,3566.737367,3924947.321,20816.31649,20871.6628,276824.4253,2294.337174,11833.74491,26855.04085,47413.39631,4810.624336,13680.81092
Bulleit,60,3,RW,48205.44388,698242.1935,3229.336713,4065744.732,19589.53896,20023.65649,301252.5011,2351.629863,13397.87887,30563.04805,60812.88051,5386.442893,18574.97539
Bulleit,70,1,RW,51379.54649,734315.8049,4503.423049,4036502.651,10286.9702,17268.26701,236748.1473,583.9309639,7945.637734,14191.48762,22724.49687,4765.540537,9111.514524
Bulleit,70,2,RW,49376.17182,714341.6677,4403.822627,3948379.806,9299.47342,16432.69845,205150.6175,488.9796071,6932.605922,10785.1488,18715.99543,4276.184028,8021.938416
Bulleit,70,3,RW,52363.16859,743857.7927,4511.569277,4037271.676,10272.028,17149.77692,201267.3918,682.6410041,9112.952525,12477.6361,20022.68357,5027.073118,10031.35943
Bulleit,80,1,RW,61673.69351,785009.6297,4983.853665,3931670.698,5533.412491,18766.00291,224604.1113,288.053201,2473.431183,6191.683444,14835.34673,1785.593617,8877.062213
Bulleit,80,2,RW,60643.74323,768245.3173,4471.324122,3848093.998,5798.121237,20058.60867,196466.7196,443.5295745,2170.549732,5458.607387,14147.19671,0,10070.35798
Bulleit,80,3,RW,57971.69423,758402.1514,4489.753548,3813944.905,5062.831613,16228.5993,174342.9643,0,2965.94124,5406.032089,14870.24538,2582.778235,9101.318388
Bulleit,90,1,RW,68718.2085,801221.1854,3461.323549,3679768.543,5231.103604,12803.77047,143912.8192,0,424.689252,3079.977431,15041.91877,0,3995.765211
Bulleit,90,2,RW,69085.47393,799555.4598,3112.395204,3752238,5705.712164,14189.2886,178116.0964,0,435.5419699,2893.815561,14205.33651,0,5151.884763
Bulleit,90,3,RW,68653.12608,814645.2077,3347.988335,3807188.245,4536.787716,10655.60517,133070.6375,0,449.8816868,1620.168861,12857.33579,0,3551.826679
Bulleit,100,1,RW,77154.20972,828263.9213,2859.376929,3536458.708,2019.424702,4963.523478,135778.2799,0,451.0869976,1111.562561,12038.91823,0,0
Bulleit,100,2,RW,70065.33746,748107.9733,2593.255266,3295178.294,2221.511471,5061.586049,177674.8098,0,451.0901581,1847.77349,11453.60935,0,0
Bulleit,100,3,RW,73099.39764,789708.1085,3158.02374,3422406.119,2178.71959,4905.837017,163781.7817,0,476.2461485,2391.074907,13436.32843,0,1172.040517
Bunnahabhain,50,1,SM,29539.32274,451159.0772,12298.15641,2602375.533,90022.57731,4865.386218,334183.6158,85457.44998,183358.0228,299458.4613,748539.4801,51547.33709,140157.6105
Bunnahabhain,50,2,SM,31363.96634,464697.6997,12802.75838,2693926.797,77259.77689,4195.122176,373501.96,77187.49121,186390.6016,320876.5916,777586.5518,59858.29682,113581.2258
Bunnahabhain,50,3,SM,28750.87356,437372.5169,12675.35497,2559355.028,88772.63992,4771.050018,385476.4128,74183.98822,191536.8072,292015.505,901194.3517,68175.3999,175549.3552
Bunnahabhain,60,1,SM,39478.38317,522612.764,13853.76392,2735127.328,56517.58902,3271.085103,306150.2463,55716.02516,183795.0462,192035.9348,282928.4416,65934.79124,66937.9839
Bunnahabhain,60,2,SM,37059.02496,503177.0176,13240.62461,2671266.872,59146.41149,3421.524176,295222.6357,56720.4032,168899.8594,196567.4351,297224.6042,56268.40391,72020.01468
Bunnahabhain,60,3,SM,36343.99385,509582.5255,13541.06951,2727984.2,60790.60711,3531.541896,321219.7834,55712.69563,184418.1232,213833.0344,351638.296,65913.84221,85984.20515
Bunnahabhain,70,1,SM,41960.66816,551001.6124,14795.8686,2727064.135,30480.26644,1666.855392,329170.3081,32572.33866,146018.6573,130589.7895,148955.6596,56746.1142,40188.08061
Bunnahabhain,70,2,SM,41358.89912,542940.3213,14523.16189,2711535.464,25562.77918,1398.796933,349905.8381,23489.19833,127312.2231,134767.934,204869.3615,64992.46722,52957.35423
Bunnahabhain,70,3,SM,45293.41956,556012.0509,14926.4589,2725896.673,32126.30301,2038.788055,283783.0705,29533.33514,121378.937,110616.8086,120615.0246,65483.36761,34836.84391
Bunnahabhain,80,1,SM,48540.19658,584515.0343,17333.17661,2646506.184,16280.50923,682.7787272,202804.0603,9523.71038,47232.05869,45727.19544,29338.11168,62318.71669,5917.806851
Bunnahabhain,80,2,SM,52037.5314,587689.2279,16553.9946,2638794.964,14874.26595,539.3783097,171109.9511,9036.47193,40188.08201,42143.3077,30662.23345,56586.48725,6221.962705
Bunnahabhain,80,3,SM,49439.97849,586414.5881,17364.09429,2627312.471,16731.81114,833.9182298,256144.7187,10228.3823,56522.32054,59589.79006,37361.11592,73642.99995,7421.380318
Bunnahabhain,90,1,SM,56161.93515,600094.0767,18830.827,2496365.947,6570.593552,0,154144.5841,1190.743497,17180.07847,22180.99312,20202.3497,57439.26599,4744.013729
Bunnahabhain,90,2,SM,58383.40055,608645.5445,18783.07372,2541706.963,6999.169664,0,180341.0508,1481.129258,23123.07027,34658.96607,29307.83864,59529.28334,7922.199539
Bunnahabhain,90,3,SM,57458.13546,599590.5111,17956.85215,2502359.183,6675.603681,0,189236.056,1897.835529,30719.73353,29892.52096,26860.41302,69539.7176,7937.538402
Bunnahabhain,100,1,SM,60753.45331,601605.5905,17225.32451,2330340.648,1973.677857,0,126558.4914,0,4547.598381,11657.28667,14956.95886,16660.97303,1879.670845
Bunnahabhain,100,2,SM,64779.22706,609213.3017,17276.36699,2294477.6,2985.819589,0,173179.2038,0,8922.357464,18541.3731,20085.13904,14762.2561,4690.981679
Bunnahabhain,100,3,SM,63362.58826,609590.9189,17522.03158,2344408.903,2819.22483,0,213173.3022,0,17772.38872,29399.41542,29863.27244,73626.03755,10438.05897
Bushmills,50,1,IW,19900.9743,240361.3099,5246.077188,1824497.173,32089.96781,4237.304334,36826.9074,36366.37156,70574.3201,17001.43752,138494.038,7887.079791,99601.67945
Bushmills,50,2,IW,21804.6665,255389.3481,5627.672054,1927362.894,23774.86328,2541.846372,40024.97397,32207.45202,58438.32427,15187.41783,137202.1987,6359.452633,83086.35287
Bushmills,50,3,IW,21286.38549,240326.0094,5158.844553,1760269.384,31466.59613,4094.253827,37413.54769,37113.71997,79992.12549,17073.81558,150529.543,10833.68016,102064.2638
Bushmills,60,1,IW,25441.82576,276139.2924,5789.141398,1939118.009,20081.9409,2198.533633,38212.14177,25312.32359,68400.13128,12113.94288,96781.33411,10403.55366,73497.78961
Bushmills,60,2,IW,33385.26357,262297.1224,5939.950099,1810455.604,14928.06873,1328.639373,35610.07656,16861.79389,45208.98455,9305.010901,90180.39771,7226.09496,87495.56221
Bushmills,60,3,IW,24849.2097,267537.572,6066.931778,1884479.518,23412.01,2841.032299,40926.62393,25091.4358,73825.66168,14801.25601,101260.5457,11732.53799,75148.85518
Bushmills,70,1,IW,31370.10374,304703.9794,6298.837176,1951240.998,9767.129659,465.3749828,32176.2491,9212.820103,32704.06657,5292.779013,28761.25678,8059.530109,12330.93118
Bushmills,70,2,IW,32645.19259,297167.0306,6270.344316,1893803.267,10723.51043,883.332239,24229.41452,8312.879161,28508.68277,4578.737082,27655.12417,7485.351463,12206.89877
Bushmills,70,3,IW,62014.64387,204173.9648,8253.964226,2027194.604,7682.249594,106.410246,26341.04934,6453.556875,29268.9494,3907.253622,29535.82465,8773.325308,24270.06698
Bushmills,80,1,IW,71080.09731,221934.0686,8730.980423,2077071.252,3012.618346,0,30869.81485,833.8587814,5951.536428,2353.410001,17954.04217,4902.104007,6509.851872
Bushmills,80,2,IW,51270.58163,351288.9162,7501.315163,1983364.553,5640.959756,0,35623.36717,3205.49275,15349.68989,3649.382424,25085.40947,7333.577265,14647.24569
Bushmills,80,3,IW,67901.7252,210337.2119,8674.832263,2036722.727,5105.074628,0,35286.30322,2781.598412,14771.23561,3829.230269,27234.70908,7280.525298,14828.04198
Bushmills,90,1,IW,58598.46127,362415.1337,8275.064737,1934603.902,2754.999854,0,29719.61546,0,2890.48471,2500.587116,21391.50152,2045.599363,7504.584334
Bushmills,90,2,IW,37638.44764,335979.3101,6914.184334,1869724.771,2676.214192,0,29437.96232,0,1854.123116,1751.430332,15330.10847,2078.518058,4241.468612
Bushmills,90,3,IW,35870.01819,350640.0308,6929.665866,1931068.562,2694.392926,0,30307.09201,0,1612.255851,1645.740313,13945.40575,1992.508607,3359.907202
Bushmills,100,1,IW,42484.92642,340793.5643,6419.160763,1733374.256,0,0,23579.49675,0,451.8944887,434.9852603,10660.41398,0,0
Bushmills,100,2,IW,38397.36267,326421.1883,6682.170723,1721068.336,579.087997,0,21720.42642,0,479.0764362,786.5917611,14512.73267,0,3181.137178
Bushmills,100,3,IW,41286.03236,341655.6393,6989.768389,1736364.724,716.8750795,0,22113.82862,0,490.8781408,824.8246136,13857.39473,0,1522.47788
Dewars,50,1,BS,29990.90288,331295.6239,3683.965435,998714.714,27034.50777,1461.440306,135154.9355,42355.69354,196203.6603,99274.37294,243029.7787,46181.87038,91441.03614
Dewars,50,2,BS,27875.44867,304460.7344,3742.767784,943244.8735,24997.97614,1084.615099,134704.9198,41589.4481,209900.3172,84528.71361,259720.1524,52429.15194,122866.7996
Dewars,50,3,BS,31533.52128,318875.8482,3832.532522,968603.7969,27242.62851,1309.669876,148971.9467,46348.83357,221263.0699,94390.76994,316769.7715,56044.50005,148357.6129
Dewars,60,1,BS,37195.93148,364899.1479,4549.588096,1052503.323,18653.43127,502.0586863,157127.6956,30611.41029,209115.8828,83439.26847,248732.0092,65158.81033,126916.2112
Dewars,60,2,BS,33785.89817,376423.4826,4416.144826,1080860.535,18014.11701,551.8459898,129159.5267,28749.717,189254.1833,69898.95956,140251.9871,54643.92668,53221.01848
Dewars,60,3,BS,34551.13541,361212.5172,4391.749739,1046336.832,18874.29082,508.9847806,136313.8343,30467.86352,195676.1124,67860.90593,150000.6466,61434.20357,59106.90099
Dewars,70,1,BS,45216.4196,410337.6666,5452.678235,1085703.059,12435.67206,152.7139556,117043.3761,16197.81138,194667.0895,50049.64266,75534.11854,96413.65586,34647.755
Dewars,70,2,BS,45924.31646,416481.3475,5320.879614,1093454.336,12826.13377,177.0465998,112834.6078,17075.92153,169249.4809,54718.22078,84955.32129,81101.1491,34208.40992
Dewars,70,3,BS,41948.92033,387508.2422,5485.836085,1042660.813,11041.04362,230.5488675,180319.7222,18994.03665,212912.5934,65909.5859,176124.0988,104863.1683,97487.58771
Dewars,80,1,BS,50332.27032,438467.3691,6213.68474,1099611.284,7614.530951,0,88196.08359,5981.997175,79773.36135,22548.1789,25956.3026,104676.1449,7077.538149
Dewars,80,2,BS,53640.36169,442432.0546,5766.467558,1093493.599,5588.511285,0,127929.2783,5628.397584,78266.60886,30681.25068,45255.10809,76870.15615,16027.34791
Dewars,80,3,BS,53735.9839,459010.3237,5978.528401,1130503.32,6617.0384,0,84915.39468,5858.601428,67823.61134,25579.70029,27526.47752,87481.86377,8948.989128
Dewars,90,1,BS,59412.94817,475785.0973,5578.678311,1109453.816,3270.926,0,69803.08913,540.5779159,16948.78705,9063.579783,15291.40713,80714.8737,1887.361311
Dewars,90,2,BS,65332.62303,491086.0778,5819.446538,1116569.083,2980.566356,0,108452.8898,1035.842017,23171.81545,17460.69393,23581.27191,36850.3095,5480.691816
Dewars,90,3,BS,65482.79381,487853.5467,6127.878207,1110288.175,3017.228741,0,108360.5357,1194.579348,25864.55454,24995.57981,38830.90481,41468.04509,9826.476453
Dewars,100,1,BS,58755.61655,459910.6063,5411.997502,992784.7148,538.7741405,0,91861.10263,0,3476.548699,7062.025716,13628.80633,8669.225209,0
Dewars,100,2,BS,68525.53761,482840.0954,5675.825414,1021674.349,1135.854532,0,88554.44418,0,4978.259723,9828.221951,18290.18111,9690.175511,2160.637196
Dewars,100,3,BS,64730.19332,467884.7488,5261.776327,996528.3151,728.2314009,0,86826.83845,0,4035.248703,7040.833904,14072.39563,11473.73218,0
Old Forester,50,1,BU,72876.38547,1092506.6,11919.46271,6790235.377,20357.37893,93498.89848,342636.0386,0,1442.399654,10366.65646,29543.28688,1677.630373,3856.247086
Old Forester,50,2,BU,118976.2895,676325.2855,13849.64351,6752418.858,20559.63411,90717.561,362409.6697,291.3371519,1972.637879,12864.83584,40810.64766,2726.040661,9376.099417
Old Forester,50,3,BU,89562.91513,640217.1721,13407.79579,7024438.394,22791.84675,102180.8358,384461.4223,421.5505279,1783.521293,13272.19378,41164.61244,1862.11577,7196.993309
Old Forester,60,1,BU,69976.76621,1173305.906,11691.67532,6633906.237,12866.92997,64461.53022,340981.8266,0,1124.513621,7913.483733,26479.13586,1246.462584,4643.747642
Old Forester,60,2,BU,143059.61,772988.1329,15427.30229,7511059.134,13200.86718,66103.76483,419494.3731,0,1293.848524,16899.76321,34555.45985,2388.386062,4208.548024
Old Forester,60,3,BU,235381.5314,1040360.274,18342.53385,7865252.021,10284.81083,54436.18855,347033.5728,0,643.3069388,8669.842032,25235.32901,1152.446637,2957.066254
Old Forester,70,1,BU,183900.4676,914880.1589,17645.74426,7823714.656,5964.650252,36094.02448,305089.3753,0,657.4618033,5043.276912,19671.81788,0,1646.839768
Old Forester,70,2,BU,128418.0064,1549840.692,16192.32634,7713946.378,7407.286004,44061.28688,373089.2105,0,746.2208252,9476.758396,25184.54532,0,1892.820133
Old Forester,70,3,BU,280886.2714,1207990.599,21242.82137,8570920.655,5402.555163,35818.42716,295145.7173,0,598.6936858,4373.815514,18743.89225,0,1704.168153
Old Forester,80,1,BU,123663.1622,1651420.508,15839.74193,7714743.818,2534.451862,20738.29241,282041.4826,0,555.4835738,2490.386995,16845.9482,0,0
Old Forester,80,2,BU,182959.2878,1336126.13,19008.48568,8303461.114,2746.502233,22631.05529,275173.9967,0,554.8617718,2105.627548,15631.7564,0,0
Old Forester,80,3,BU,127164.4747,1644419.399,14826.43708,7590491.758,2136.596275,19644.05194,248937.4827,0,505.947699,2101.979372,15896.17122,0,0
Old Forester,90,1,BU,244006.7171,1309893.772,21610.1013,8418540.786,0,10291.51622,191574.5746,0,577.3693076,1665.157354,15415.78083,0,0
Old Forester,90,2,BU,169570.3326,1685334.616,16795.15253,7786930.097,0,10411.4139,236152.1356,0,527.4287708,1235.982468,14384.32739,0,0
Old Forester,90,3,BU,300160.5383,1320206.04,23990.714,8815099.882,0,10097.39645,255847.4836,0,669.8883469,1867.279094,14907.75296,0,0
Old Forester,100,1,BU,162258.6428,1801019.761,16434.9561,7380401.183,0,5135.320296,175432.5576,0,512.7803705,755.8146971,15179.54207,0,0
Old Forester,100,2,BU,144726.844,1738117.431,14574.97627,7070788.328,0,6043.959719,203138.317,0,507.18127,1243.696907,15505.19153,0,0
Old Forester,100,3,BU,35387.27912,944373.735,10111.89171,5727160.424,3975.956145,18383.18142,590293.3087,0,530.0552262,3142.31379,16245.78872,0,0
Glansa,50,1,BS,39681.34789,404146.0794,15108.14452,3273197.277,86713.18408,11309.16651,478002.1741,59867.28027,178013.6615,321520.3566,1239049.65,39929.42211,303871.6291
Glansa,50,2,BS,67081.16215,249399.803,18098.55053,3293646.523,73666.4959,9778.271541,451405.1396,49870.64781,163336.3671,252996.1308,992539.517,50770.42806,257426.6126
Glansa,50,3,BS,70806.26478,233034.6686,17057.51508,3124988.926,71600.30562,9401.528766,399235.474,52092.6202,175129.2692,245204.1333,949604.8791,45122.98148,268932.4152
Glansa,60,1,BS,60099.43427,477162.2453,18260.43077,3539640.104,61924.92057,8524.935549,466172.6873,48056.04869,213569.4045,251067.5256,805739.4311,62674.5085,226621.3192
Glansa,60,2,BS,77195.63489,494892.0498,21821.79418,3806774.818,60134.98775,8148.545415,454883.8106,43014.59423,170637.52,243824.4475,720093.1849,40918.801,198455.7525
Glansa,60,3,BS,48368.73505,485184.9965,17747.09351,3615017.522,75439.44214,10282.77398,498087.9514,63902.93938,256556.8649,304986.331,1062121.322,65210.98558,292133.693
Glansa,70,1,BS,117317.1557,358302.4122,24426.05267,4005731.694,31903.68439,4543.533818,537156.2631,20399.65802,139357.9568,148608.9625,332670.9858,42182.26105,94626.59745
Glansa,70,2,BS,127578.171,366093.5571,25837.02309,3918800.036,35230.6589,4914.779778,408456.0282,30783.92783,215130.4701,137880.9645,356368.4929,61085.88054,127965.034
Glansa,70,3,BS,146384.83,396132.9066,27806.95306,3995425.04,32161.64223,4868.141572,422064.6842,28441.1984,188551.0794,142710.7349,370706.8637,58168.11406,130161.4281
Glansa,80,1,BS,93876.5051,580902.5995,21791.05397,3789720.632,20295.19177,2827.161314,455860.1576,10888.14467,111240.4728,78288.98649,137641.1961,59239.79935,39495.46349
Glansa,80,2,BS,158489.0071,424071.1869,29011.10797,4124673.601,18573.41876,2630.346798,358095.3032,10523.83038,107640.3985,63442.51877,115232.8201,56258.04042,50659.99801
Glansa,80,3,BS,193773.2886,487006.5104,31948.91178,4399424.333,17639.73105,2630.177251,439674.2596,10059.42091,133667.8673,79550.23005,120260.9057,66914.35308,42419.89508
Glansa,90,1,BS,174937.9444,457328.9212,30525.89741,4233690.983,9667.415238,980.4217804,392636.9915,3893.213832,47299.66495,42501.80553,77054.21471,29975.63348,30697.46304
Glansa,90,2,BS,143958.6218,742007.5715,28166.87812,4252036.561,10389.97561,1416.759407,392654.0878,3089.627771,47562.10732,42357.67838,55986.52783,41151.9938,17618.53684
Glansa,90,3,BS,79202.01824,619732.4561,21006.05694,3865166.583,10782.8137,1686.988209,390406.6017,2445.515321,16469.31567,38983.03828,43713.849,19468.08977,9075.866872
Glansa,100,1,BS,146629.2412,741530.1186,27147.79727,3978392.218,5293.072951,0,388015.6761,1434.398157,23454.10121,31551.76507,50341.43928,12201.08952,17658.74502
Glansa,100,2,BS,182519.6634,489289.2504,31417.0322,4371979.327,4096.918833,772.3344038,353372.7045,0,2970.496991,17992.76773,26747.13351,4165.219862,6577.631482
Glansa,100,3,BS,94453.49425,692937.5584,21634.1818,3859943.175,5203.829486,0,304042.5046,563.6610917,16981.54893,20433.7325,33812.83271,10017.54846,9382.424546
Glencadam,50,1,SM,52013.3715,563961.1399,16681.10831,3321722.413,130255.9751,5086.63497,516173.8057,72364.41981,239436.2472,360018.4593,880986.6443,81847.70776,173634.7886
Glencadam,50,2,SM,62550.78525,583042.4528,17704.8067,3315891.019,141840.303,5823.698365,525228.3353,83143.70814,307978.5586,426805.1113,1078471.447,110165.4143,223639.5524
Glencadam,50,3,SM,41255.71874,544278.3557,15207.77255,3185698.638,141625.2706,5855.166078,523117.6031,84746.55835,286861.0786,438822.5974,1116437.299,97750.18264,203716.5275
Glencadam,60,1,SM,43766.32588,612284.8651,16728.95966,3471779.177,93821.40148,3330.425444,644744.9085,58881.73132,269098.1313,296906.5595,691308.6746,109881.8217,163479.1786
Glencadam,60,2,SM,46342.67192,599848.7369,15891.62184,3341993.763,93959.67622,3633.425793,542007.1781,59790.13395,256136.3823,271599.6104,560860.5777,96987.3082,131191.2702
Glencadam,60,3,SM,52321.15647,627375.3113,16856.67828,3358394.153,95340.14545,3716.052344,495246.0818,62488.50957,279115.4779,254528.387,534184.5801,104354.2584,146123.4049
Glencadam,70,1,SM,61138.13618,698971.6353,18652.34042,3506012.511,50006.85477,1645.035763,516385.1402,34277.94151,231048.507,148875.2184,224342.0511,110733.7318,68333.15774
