Whiskey,Percent.whiskey,Rep,Style,"Butanoic acid, ethyl ester","Butanoic acid, 3-methyl-, ethyl ester","Pentanoic acid, ethyl ester","Hexanoic acid, ethyl ester","Heptanoic acid, ethyl ester","Octanoic acid, ethyl ester",Isopentyl hexanoate,"Nonanoic acid, ethyl ester","Decanoic acid, ethyl ester","Octanoic acid, 3-methylbutyl ester","Butanedioic acid, diethyl ester",n-Capric acid isobutyl ester,"Dodecanoic acid, ethyl ester","Pentadecanoic acid, 3-methylbutyl ester",Isobutyl laurate,"Tetradecanoic acid, ethyl ester",Isoamyl laurate,"Hexadecanoic acid, ethyl ester"
Bushmills,70,2,IW,19597.43274,9024.44061,1770.700182,230353.2387,12410.99748,6058529.403,27082.93542,93794.78863,14396187.32,602388.502,10524.70562,189269.4992,11206305.75,1483248.303,16222.42868,616743.0866,32552.29118,154234.4958
Bushmills,70,3,IW,17640.97453,7516.858309,1758.945203,143180.47,9682.234817,5554947.072,22027.83895,81320.36555,13985241.77,537711.3555,9093.167957,161859.5708,10951972.13,1407853.938,14166.90687,580934.115,28174.67129,118433.3833
Bushmills,80,1,IW,16367.09962,6600.598589,1108.369692,93410.14819,6591.568785,3796870.718,13654.0473,44186.26538,9728881.823,271153.5942,7890.472246,74729.8169,6898901.23,771958.2284,8503.902057,365971.3731,25002.16889,129783.243
Bushmills,80,2,IW,17052.42517,7331.829012,1300.520136,120157.4833,8197.383462,4756688.244,19199.81599,65413.22878,12040696.63,411499.9303,10034.93373,123822.446,9004471.498,1140402.36,15139.10546,625679.9449,42081.61369,227154.4194
Bushmills,80,3,IW,16794.31776,6939.211548,1410.007656,113602.1279,7968.682697,4430533.321,17276.09313,59545.51396,11309218.43,364288.1579,9360.878499,104803.1949,8357782.187,1026581.864,13317.69008,558939.0683,38327.14195,219312.2421
Bushmills,90,1,IW,15067.57502,5861.375383,0,92352.1568,5455.032501,3249961.149,11743.144,37671.41556,8235883.523,207981.5959,8755.541825,53057.23738,5108426.936,486681.5474,4580.790679,183190.9882,14384.23674,123722.1058
Bushmills,90,2,IW,15804.17336,6365.191674,1073.904492,131069.4361,6203.696352,3580524.717,13527.85976,39573.62723,8787095.252,230900.4867,9230.294615,59553.70286,5485793.889,529104.6686,4845.127375,196763.8853,14359.31255,116841.6219
Bushmills,90,3,IW,15993.99305,6610.689796,1049.911647,133806.3369,6139.52012,3570116.05,13362.77912,39847.95577,8646207.763,226438.7844,9513.172862,56467.33263,5227365.346,494977.4944,4285.427741,177479.8148,14271.37411,129533.7683
Bushmills,100,1,IW,13562.83049,4866.598926,362.2923063,79857.29577,3375.593346,2205406.905,7328.75159,19856.79413,5420705.69,100452.7719,7204.024745,21154.35514,2452973.389,172737.9608,349.4154634,44539.97571,3538.381879,29373.63773
Bushmills,100,2,IW,14167.20197,5226.591015,600.6998382,93021.49706,3984.366284,2320311.579,7899.036852,21262.99066,5549707.288,104308.3943,7780.726785,22248.21855,2650286.454,183128.9843,457.9754041,45731.65857,3436.400386,19853.37812
Bushmills,100,3,IW,14303.68675,5212.047102,787.1773648,92255.21148,3780.702099,2255981.203,7729.602063,20773.8708,5486320.508,103836.8125,7721.262696,22601.14462,2722003.504,192923.308,566.8097939,49444.87182,3786.041429,21501.09891
Dewars,50,1,BS,33056.97035,9018.018894,4661.814796,463709.7238,26701.65632,11205370.64,57741.97831,252101.2006,20787786.91,933076.055,10971.10538,185552.0816,10940129.26,828919.2887,11290.0259,453382.6404,33717.30497,210258.462
Dewars,50,2,BS,31262.67728,8321.158791,4346.11465,446818.3723,25528.42006,11030554.2,56123.67226,244685.4858,20515020.51,920328.9515,9979.691417,183228.5208,10991238.7,850243.4556,11610.00108,473178.1152,33911.4362,172054.3847
Dewars,50,3,BS,32506.31784,8774.64223,4627.643649,466239.4923,26967.43645,11296589.68,59444.47283,263239.1915,21237928.15,981379.7825,10135.05335,197177.4792,11280182.25,867667.2866,11746.04968,468708.2661,34308.08736,327636.7066
Dewars,60,1,BS,33870.93055,8911.933317,4736.493602,430262.2457,23812.50791,10217449.41,49546.18832,209775.2378,19293376.21,855095.5152,9794.320038,189576.7887,10952972.96,855494.6587,11220.36707,441523.9162,31166.14046,167854.6059
Dewars,60,2,BS,32943.94036,8723.058255,4585.601355,419055.8879,22825.655,9923478.531,46096.30299,192404.6078,18545406.07,812367.2456,10502.33617,186183.3066,11023433.31,914886.4665,12848.20696,520635.3194,38519.40567,198553.9407
Dewars,60,3,BS,31670.65299,8386.296933,4164.205976,405112.8758,21830.89256,9872390.304,46176.18492,195046.0931,18771636.49,844260.4184,10410.84108,196607.4192,11409594.35,986880.7574,14641.72172,572766.5817,40961.91351,206739.0203
Dewars,70,1,BS,31104.93333,7943.630313,4324.854704,344055.2431,17969.55198,8513344.847,36215.08085,144537.8179,16376361.24,678957.1069,9601.648176,184100.483,10965238.12,1050794.929,17505.10116,680336.9658,50926.76666,231412.995
Dewars,70,2,BS,31453.50686,8124.142301,4337.975802,350802.3228,18102.65014,8469607.394,36303.34702,143520.7018,16326354.08,673434.5113,9527.172733,181377.4072,10925656.76,1044134.628,17550.53922,683810.9678,52193.88412,240545.2839
Dewars,70,3,BS,31017.06248,7896.611965,4316.513639,337669.4424,18087.62303,8381523.986,35228.76371,140212.4835,16039852.08,643012.0946,9933.370376,168568.1,10316773.39,919661.4686,15243.7623,549343.3592,38598.03511,210687.8205
Dewars,80,1,BS,28471.68153,6921.977694,3702.026527,263240.5316,12622.14369,6728220.907,24827.4472,93086.27493,13069097.69,447818.8375,8295.598543,127544.4138,9010153.262,914242.5017,18751.99622,762614.3253,64914.81843,298367.182
Dewars,80,2,BS,28780.40246,6908.261621,3826.119502,261837.8104,12865.18735,6581599.716,23763.2273,86599.93666,12426440.17,400481.5254,8621.604764,110523.9869,8329014.736,814572.8683,17163.23145,695669.1582,61948.3002,334246.7823
Dewars,80,3,BS,28976.34976,7273.111368,3922.699551,267466.9235,12933.65472,6725291.496,24985.41828,91726.66303,12902492.94,436010.8303,8371.019579,126528.3007,9059324.661,931758.7599,19982.89308,811415.7071,69830.53628,305807.5901
Dewars,90,1,BS,25533.42916,5962.364292,2983.405782,197093.3531,8832.088417,4889135.192,15457.27646,52484.76371,9264592.684,229713.7681,6742.598097,58133.79247,5553269.86,457796.3503,9571.677426,447835.9564,48731.09127,424755.5188
Dewars,90,2,BS,26263.87179,6105.649624,3414.538678,196314.5111,9246.074654,5002062.855,16186.67659,53144.90671,9221542.067,228784.6799,8166.396768,57275.89366,5400007.905,447823.6254,9531.307045,406479.9333,49040.67458,355555.8354
Dewars,90,3,BS,26233.56406,5994.660399,3495.946391,197973.2638,9366.80194,4931107.08,15998.34744,52030.11836,8977457.198,217830.7132,7822.27906,54554.58705,5203766.08,429057.0938,8998.479254,382850.2898,45145.59238,320069.7446
Dewars,100,1,BS,21736.5977,4687.687551,2359.416342,124100.7757,5510.810253,3391395.865,9477.997099,29297.59709,6196548.596,111459.5168,6370.503775,23051.39841,2781763.348,172404.5009,2120.093391,118463.6203,14065.33733,105933.9921
Dewars,100,2,BS,22733.51979,4874.532773,2642.908687,132526.8418,5785.667396,3547211.244,10163.68353,31440.48131,6483846.509,120546.3721,6538.456051,25661.96491,3004546.757,193126.9631,2829.62316,135920.7315,15781.81233,123581.8456
Dewars,100,3,BS,21858.7015,4774.056429,2363.199975,127511.8452,5371.818303,3383516.809,9160.980386,29273.55522,6232112.801,112544.3147,6163.805603,23682.62775,2880354.844,180063.0025,2523.682148,130844.3431,15327.09322,122583.7386
Old Forester,50,1,BU,115395.4992,71192.82184,23574.4503,2473709.869,407699.8803,20277731.84,806521.0266,1791862.39,23301268.48,2239320.869,36219.62443,262615.9603,6857732.383,838669.4594,5653.486938,162815.7444,14282.56576,122889.433
Old Forester,50,2,BU,102310.2748,61894.74631,20729.45731,1973304.242,345734.4544,19396167,730219.8275,1684144.197,23159227.23,2146301.932,33797.88027,267790.3765,7310436.823,897766.6695,6562.194696,230186.111,16416.99159,222794.9497
Old Forester,50,3,BU,113658.3208,69510.37629,23133.15689,2271819.38,390301.0303,20266038.31,799514.075,1809231.085,23555611.3,2271999.397,37875.1837,276387.475,7259889.219,922465.2853,6925.760446,142711.9705,16243.56869,84332.06242
Old Forester,60,1,BU,105562.7644,60809.16145,20001.39137,1957962.101,303362.4383,17290503.56,598317.8495,1279335.646,19404721.52,1598202.342,32969.69785,176349.0959,5168938.665,583553.2019,4005.486388,182049.8267,13369.21988,220987.376
Old Forester,60,2,BU,112296.1119,66236.00542,21567.27447,1964833.133,318715.5619,17633148.94,597386.3198,1310218.262,19733827.62,1586722.872,35076.29711,187634.615,5425923.547,608898.394,4333.373674,167188.1746,11975.1134,121701.1124
Old Forester,60,3,BU,100001.4445,57765.48316,11304.81061,1560737.459,266819.8754,16190117.63,493831.0884,1100144.027,18418503.58,1397265.613,30879.75463,154379.8613,4748496.765,518181.3302,3301.162465,68263.48573,8889.388096,58140.84673
Old Forester,70,1,BU,101723.2293,53679.51355,17681.08253,1460642.517,225965.4568,13689176.92,365089.8804,737115.5109,13916602.64,820475.2276,29973.70847,76696.93745,2636111.7,251392.4436,1211.328427,112262.9256,6014.664206,95094.67295
Old Forester,70,2,BU,111988.364,59281.00621,19555.36399,1746330.154,255596.6001,14805201.45,425897.7391,870839.3968,15181549.48,965586.0332,34696.34365,94544.02045,3095790.82,300852.4724,1532.450399,111757.3472,6663.405176,94856.73873
Old Forester,70,3,BU,99050.25458,51611.92468,11589.08019,1227643.933,200376.0164,13062565.81,328542.5464,683694.4335,13636246.34,768910.6786,29157.39461,72648.45579,2402989.857,229113.1449,935.8390748,69181.76875,5207.988969,93466.0007
Old Forester,80,1,BU,106140.6999,50725.75474,16270.71698,1314307.239,175040.9686,11114829.48,253113.1527,463921.3754,10020407.99,454654.6201,28237.09283,35995.32353,1129003.633,101555.8683,0,13810.15231,1824.132099,24822.18068
Old Forester,80,2,BU,107311.8362,51922.6163,16685.98232,1311712.961,180605.1724,11358865.53,255875.1757,476354.7444,10164796.31,457344.3719,29770.2104,35343.65094,1210243.049,110724.1612,0,17686.76887,2400.641034,25225.17767
Old Forester,80,3,BU,99971.74328,48984.51189,15300.31189,1297747.726,165635.5707,10385586.22,224029.0767,408189.8961,9142871.126,390268.2784,26258.50419,29328.77194,1123493.835,87132.28878,0,36580.54782,1814.028404,23052.34583
Old Forester,90,1,BU,72662.33188,35561.996,11665.15706,738088.9083,105646.1669,7188407.138,126392.6701,222438.8533,5744367.594,165496.5234,20993.47428,11884.80351,428910.5466,32158.5873,0,7383.698264,659.6865453,14537.97208
Old Forester,90,2,BU,77032.43847,38852.6671,12616.94494,935137.5773,114450.7074,7430662.239,131047.8755,225138.5221,5743249.132,178606.4142,24595.93533,12043.84006,485999.0459,34572.93639,0,11483.04056,669.9967771,10158.36048
Old Forester,90,3,BU,71662.06843,34929.32395,11605.05895,692751.4904,102274.4094,6888201.263,118699.2255,211163.7908,5457159.521,146746.005,23200.01031,10750.43359,489745.3224,34179.67226,0,21250.03269,1463.477414,39997.6364
Old Forester,100,1,BU,68287.94785,31461.96069,10045.11613,658424.1842,77766.48911,5318448.991,83761.08509,138365.7905,3679679.748,94741.49083,18878.35428,5473.146222,348040.5055,19232.89877,0,35269.76138,1140.863369,40052.32359
Old Forester,100,2,BU,65209.65043,30145.30328,9593.676453,653214.5106,79630.34847,5780330.008,93715.97969,155189.7158,4016198.875,111695.4032,21725.4672,6227.45079,277745.6782,17847.71211,0,6401.904171,597.4977484,12035.49921
Old Forester,100,3,BU,81446.94537,22194.43893,12848.97642,981692.1756,86033.16704,9571393.455,75756.52129,157025.4091,7467851.391,161524.2151,17791.09999,11450.87747,1446668.827,60243.50559,0,79958.42722,2380.936353,92312.48279
Glansa,50,1,BS,85526.36749,37533.86456,8415.782572,1489958.686,93695.66729,26458434.44,261291.8241,930472.3091,41245182.44,2478569.391,64608.73592,228061.7053,14392033.78,853914.2051,6109.409833,295275.5593,20645.84663,96793.78619
Glansa,50,2,BS,78709.02266,33869.12914,7643.018298,1208070.741,77064.40432,23995594.67,213026.3522,750342.5777,38190789.59,2115534.922,57509.95208,205956.1734,13855413,860298.4505,6812.92775,313840.8629,24340.32475,119411.517
Glansa,50,3,BS,72732.32072,31405.68344,7119.18168,1111386.567,72035.79239,23533088.42,205656.0575,731177.4178,37504895.79,2084894.803,55466.53213,198957.7396,13542830.1,822172.6805,5355.266033,253541.4798,18527.78728,80199.48479
Glansa,60,1,BS,80609.27106,34434.34968,7820.248928,1244272.682,76598.94343,23505162.6,203790.197,698258.8492,38142260.66,2263796.406,64083.88225,244743.8724,15164667.64,1018926.106,8179.072508,375316.4886,28539.77075,119819.9981
Glansa,60,2,BS,86087.53436,36691.72421,8590.931957,1317825.107,80827.12469,23695453.22,203992.6923,696905.6238,37555064.32,2161717.372,64425.08434,224859.7266,14099827.57,853150.1298,5402.670097,251844.5016,17333.37923,81830.65581
Glansa,60,3,BS,89657.1895,38460.31148,8743.484001,1430075.043,86946.22787,24342507.46,229630.9853,802673.6472,39412733.04,2526021.998,70611.19428,288311.8858,16491412.02,1215276.615,10119.36708,412144.5833,30866.87213,134610.6442
Glansa,70,1,BS,73465.32271,28934.16997,6539.03512,894711.6935,54852.05881,19813976.6,137283.6873,465314.8177,32391115.64,1781125.566,62556.00531,231836.3335,14612223.18,1065558.084,7126.663402,319933.4819,21917.96032,107062.2914
Glansa,70,2,BS,71556.3018,28068.15304,6326.822388,859139.7733,53028.70485,18983637.76,132916.5331,454650.8338,32003491.46,1826753.893,56472.38481,264439.4485,16055194.66,1292107.023,10583.02643,422179.5941,31126.37616,135724.1986
Glansa,70,3,BS,71713.39665,28070.32531,6966.442143,817491.4138,49724.4176,18264257.51,121431.3788,421160.0423,30712147.35,1643180.678,55707.71562,239899.2889,15349203.76,1210914.633,9582.179441,384667.2597,28088.06235,108004.2447
Glansa,80,1,BS,66756.3722,25565.46709,5472.11562,738967.896,42916.26583,16898205.04,101324.9274,324394.5564,27319982.58,1395878.948,57307.75437,216479.4078,14431280.47,1367820.814,13712.53632,538559.5284,43739.70845,162215.7415
Glansa,80,2,BS,66056.50499,24399.84623,5713.686312,647831.7976,39530.82413,16008126.58,92148.89268,302815.4434,26255112.02,1255553.518,53226.78058,204004.5477,14143897.43,1324562.136,12596.42801,492028.1154,38513.9883,121948.1882
Glansa,80,3,BS,65888.96843,24703.63402,6057.972758,603032.381,39013.83215,16050487.33,90419.76468,295760.6808,26093604.98,1195808.661,56780.35644,193712.8635,13703373.14,1230401.22,12657.7722,510167.7786,40791.42533,139557.1605
Glansa,90,1,BS,56764.76766,19986.94482,4574.727968,466659.1549,29655.39961,12829401.33,58236.29244,178383.8958,19521914.83,647217.8222,52526.98647,88602.97911,8366743.761,574256.5627,4750.85523,207980.5814,22071.10243,116666.8099
Glansa,90,2,BS,60958.37502,21367.14082,4965.149932,529231.6872,33397.00227,13604620.57,63347.94193,190065.0829,20324889.42,703249.8775,53344.60309,95407.46877,8821143.091,623404.6099,6012.185813,264704.0219,26408.53762,140083.5879
Glansa,90,3,BS,62140.11106,22879.32764,5070.402024,648626.7471,37834.43406,14704493,72101.03801,206983.7994,21172873.89,787032.3365,55325.63715,98657.1272,8588826.728,623953.1274,4752.171178,241479.4156,20656.58373,117431.3417
Glansa,100,1,BS,54330.98894,18398.20928,4130.531981,429347.0521,25291.74364,11121286.47,43948.46718,125657.7697,15740978.23,404004.7389,51953.44872,45527.65963,5255999.646,269925.527,1331.195955,82828.4228,8187.969119,33900.46289
Glansa,100,2,BS,52264.22685,17691.12048,3709.238242,352332.4051,23033.02838,10789579.89,40256.27992,113975.547,15033432.84,369747.0142,44306.93877,37224.35789,4335052.438,229926.5668,649.8607071,98831.68786,4889.491989,26399.81963
Glansa,100,3,BS,58527.39776,20523.64465,4312.743059,533884.926,27417.00934,11613743.24,45611.36408,123259.731,15587069.34,397169.6388,50538.79798,41555.43725,4896591.571,240261.8618,945.8296024,71601.28546,7258.405111,35929.69587
Glencadam,50,1,SM,106053.8493,139588.7157,23295.95298,2755707.562,203924.2935,32676065.83,162415.3577,931206.8064,35838946.14,967575.2611,49399.17297,146578.3315,14240735.51,670417.6458,13895.94669,540074.5655,60572.51854,509161.9784
Glencadam,50,2,SM,100686.7794,130898.0225,22897.77371,2647567.454,202146.7397,32893133.49,168986.2661,978135.3182,37236501.76,1042432.831,52072.36627,162166.186,14962581.85,735302.303,15026.15669,586739.913,60923.12851,483526.7215
Glencadam,50,3,SM,105779.1738,135071.7284,23259.93603,2862814.437,213241.228,31590427.93,173560.8405,1013661.293,36767263.06,1018940.248,50979.62536,157228.3667,14682092.7,712658.6789,15765.95111,608198.6159,63476.40727,477529.353
Glencadam,60,1,SM,103955.1793,131451.5935,21081.4454,2513166.457,173962.4062,30980480.07,152807.4048,880040.7066,36622087.9,1101367.851,52208.628,175232.7863,15513447.8,785358.7474,15741.6754,647539.6302,67521.87582,507970.1949
Glencadam,60,2,SM,98994.88407,125833.8782,20059.24054,2372773.223,164903.4901,30512194.92,149598.0282,876620.9609,36889420.26,1123002.479,49196.86765,179876.4475,15662698.76,787569.0295,15200.35356,581306.8195,63649.18742,608099.1935
Glencadam,60,3,SM,100166.0766,123869.1269,20859.59869,2418811.964,167675.362,29969743.13,143533.9833,831186.4044,35610533.92,1041900.204,47716.87707,169885.4394,15335957.77,776164.2299,15449.94124,592190.7063,61283.02399,494009.9666
Glencadam,70,1,SM,93069.41595,109827.747,18288.04793,1936330.38,124891.946,25466059.67,104176.1107,577628.1971,31664650.28,933727.4597,49115.87259,176994.078,15706645.92,857995.6767,16945.51067,625161.1815,62449.66027,526994.9099
Glencadam,70,2,SM,91794.65417,108602.8581,18442.85396,1916955.782,126686.5514,25599901.9,104852.5194,581345.2244,31630415.1,928187.2463,48800.99534,175032.8967,15582554.75,843784.9725,16271.55064,611991.6908,61805.87384,536667.2654
Glencadam,70,3,SM,92503.39501,109898.6435,18158.91162,1912181.151,126371.8251,25797628.55,106780.0205,594117.3113,32154672.24,975273.2491,50769.22221,184793.4352,15982587,897265.7168,17620.39436,650127.2588,69824.60661,623353.5005
Glencadam,80,1,SM,91136.11916,98484.43391,16733.95822,1585021.261,94718.1245,21075341.17,68440.20146,355793.2361,25966369.05,700791.9806,46804.73189,164632.511,15267618.49,989329.4033,21347.21715,738183.8645,76190.39662,516061.6006
Glencadam,80,2,SM,84791.13725,94884.23048,15459.56289,1438218.259,87671.13985,21243733.49,67986.34728,353276.6848,26356783,728167.4779,44636.07333,164869.2519,15306253.3,1007840.414,20962.03578,788376.1289,76884.87893,505875.64
Glencadam,80,3,SM,84963.42347,95576.60425,15216.3431,1485955.09,89924.53207,21638787,69472.93496,358547.4693,26611744.93,737750.5362,50259.32108,161876.2639,15246498.08,995274.4739,19889.14282,827723.8824,74981.2598,432962.1431
Glencadam,90,1,SM,78825.71388,82138.34427,13450.84619,1152634.914,64002.56422,16928267.28,42847.94019,204843.934,19983411,414417.763,40052.63022,98241.96711,11504710.64,749140.3666,18816.18009,662138.7282,83174.49492,626887.1055
Glencadam,90,2,SM,76509.64052,78943.45431,13806.99422,1076696.661,63120.80634,16903137.35,43278.25832,219041.1344,20406232.04,437155.3949,42058.94147,106494.5433,11824159.59,789384.6487,20197.95179,710729.4873,89109.87687,627392.5835
Glencadam,90,3,SM,80083.19595,81112.51625,15945.28088,1173517.179,68370.59433,17061294.98,44471.46901,225658.6872,20368629.54,432724.1306,46252.53674,106813.6842,11614033.94,767311.7663,19692.48643,672044.9004,85446.45201,597185.7597
Glencadam,100,1,SM,70063.80036,69419.20635,11527.86482,945628.143,51655.4377,13969582.5,28706.0466,127919.9129,14968293.85,223391.3351,39020.61075,47192.46192,6980111.655,354025.4686,7702.992974,309716.5812,43462.99795,440182.8819
Glencadam,100,2,SM,64014.71227,60986.40629,11510.32145,795531.6254,43841.28938,12708833.41,24772.42581,112157.7063,14193987.95,193408.7869,34714.0208,44767.07688,6838426.276,342135.3189,7468.426605,311544.3654,40971.63631,386177.3954
Glencadam,100,3,SM,64652.9791,64012.39567,10410.88007,848468.6386,45661.42281,13336548.59,27704.20514,126227.99,14964293.06,228163.2725,35733.92758,49652.20825,7279544.557,378004.1609,8821.744018,345684.9441,47951.26953,436705.2913
Famous Grouse,50,1,BS,29675.72983,17727.7741,4453.79868,384645.2399,32867.12256,14041200.88,32910.16618,299151.2441,24968990.08,648136.7353,11336.01622,167436.7776,13042271.11,682024.4667,7367.159727,401185.5623,21217.57904,240901.7763
Famous Grouse,50,2,BS,35943.66312,22202.77145,5810.2452,533036.5452,41970.2338,14883774.03,38764.02343,335229.7889,25407559.21,685910.1176,14035.68727,176833.5561,13105764.9,699922.7171,7545.781346,394245.9803,21794.16439,199888.3974
Famous Grouse,50,3,BS,29885.8377,18528.95633,4463.522,417812.4945,34401.28784,14015755.81,32694.30028,284002.008,24066117.69,619475.8577,11956.93461,159442.5806,12831398.24,695902.3598,8224.360161,451429.2513,28375.40806,343501.0394
Famous Grouse,60,1,BS,28511.86186,17001.26604,4182.172588,345865.8152,28694.24806,13003302.04,29007.6647,259402.1809,23569462.09,615420.8245,12150.01024,184097.5499,13752379.29,834860.394,10315.89813,505194.0871,31928.49702,346021.4229
Famous Grouse,60,2,BS,30473.81419,18352.44521,4237.719089,387677.0184,31336.49182,13441630.86,31921.83547,273902.905,24119127.83,657698.8964,12647.88989,195064.1234,14137158.46,873395.0256,10439.20581,524638.2045,29433.85757,343651.7394
Famous Grouse,60,3,BS,30769.54794,18660.82501,4683.4962,405862.2344,31395.5761,12827222.73,28748.84995,242289.1539,22336989.13,557954.2232,12386.69333,165978.246,12986520.25,770582.9298,9007.400215,467543.0962,25663.38824,227954.3117
Famous Grouse,70,1,BS,30569.15855,17613.50834,4253.815643,355668.816,27745.98127,11470371.32,23095.56399,182219.8546,19661517.57,436416.2939,12264.29671,141579.6502,12020651.88,769052.1928,10725.31375,546783.8626,31013.49279,296050.8128
Famous Grouse,70,2,BS,27725.30936,16161.54866,3643.723108,290007.6959,23943.5326,11436973.33,22343.20871,185274.8501,20247136.61,462534.5523,11450.84056,143339.4579,11889661.53,737569.3275,7626.84751,392092.0166,18452.05,177596.4242
Famous Grouse,70,3,BS,29390.93061,17207.69724,3785.973003,318454.5514,25078.98712,11321837.12,22225.16148,179707.1453,19750676.11,443490.819,11524.30044,140434.4374,12015872.04,758033.4406,9698.934628,496714.862,26877.34284,261103.5648
Famous Grouse,80,1,BS,28877.58365,16116.04208,3636.063787,293949.7988,20873.8176,9310129.083,16841.21724,125690.4309,15818934.75,287380.9159,11224.78665,95397.749,9494880.872,612742.3977,9231.967244,480589.5975,29612.84326,290179.3522
Famous Grouse,80,2,BS,27040.72156,15303.07544,3227.083715,260892.6244,19570.08743,9864635.785,18233.89194,141309.0026,17226253.51,340990.6056,11717.33461,107760.8113,10217982.93,665822.7564,10126.62865,529695.6241,32202.01195,325373.7391
Famous Grouse,80,3,BS,29037.34223,16223.3863,3518.60644,303227.5359,22374.22913,9498496.413,17188.32231,123138.7732,15653196.63,276548.0363,11536.67185,88776.21412,9050844.121,569062.3211,8390.387907,425063.7883,27454.40077,247242.8769
Famous Grouse,90,1,BS,20433.2796,11308.22405,1754.645435,88374.38553,11021.5123,6320318.131,8835.331504,65558.5792,11176515.56,118723.3447,7740.11756,39087.2708,5512200.082,277083.2726,3458.512507,212683.4177,16384.12345,191886.6355
Famous Grouse,90,2,BS,24787.11562,12924.23965,2658.77976,202858.4739,14144.65893,6782386.835,10467.76877,68969.36475,10883876.25,136648.8675,9955.115906,38730.53978,5064429.892,261644.4108,3225.616138,190873.4171,16091.62339,188726.1812
Famous Grouse,90,3,BS,17520.98615,10204.54743,2336.661204,70027.95087,9694.483547,5890361.972,8265.07181,62666.09316,10799162.04,109717.5686,7721.362458,37126.77687,5460736.98,273601.8051,3677.979237,235095.764,17681.03949,223244.5817
Famous Grouse,100,1,BS,20572.158,10753.80295,2381.984282,139243.5143,9864.810016,4593398.397,6073.336124,37418.20466,7139247.333,58711.81122,7157.231375,15692.23525,2753166.522,105870.8219,477.4211912,73140.71688,5035.04726,54918.34649
Famous Grouse,100,2,BS,21348.82933,10037.71723,2171.78874,78128.81546,9192.688757,5126878.85,7139.962901,45661.24385,8408574.22,75750.34004,8253.664907,19786.72739,3058347.822,127360.2833,521.9251466,74175.5141,5128.845867,54984.98915
Famous Grouse,100,3,BS,18404.42687,9659.987044,2387.769034,63642.67965,8243.92165,4107190.489,5131.155651,33047.93392,6582630.408,44222.606,6112.776548,13410.5151,2585943.376,92786.16212,0,61842.06993,4203.011845,43104.83174
Highland Park,50,1,SM,44456.46632,96158.77902,8499.108657,1268797.643,121525.1206,19523897.74,90503.02988,1099977.786,26852018.55,688041.8447,34975.1785,121795.9572,11424373.35,322646.4217,6070.314436,365777.1679,14150.0548,121582.5141
Highland Park,50,2,SM,48317.1672,102306.2033,9495.383953,1389168.007,132273.791,18841756.99,77274.94248,879174.5383,23302354.09,483452.3987,35112.95744,86790.336,9746000.653,259876.0841,5947.649188,437737.5349,16695.78551,109923.4795
Highland Park,50,3,SM,47453.6717,97194.60913,9477.750665,1372411.608,130951.2997,18935054.71,79061.02005,903451.0994,23768669.44,502509.9901,34488.13189,89965.11129,9880002.816,261770.6475,5693.338188,412088.3106,17273.56653,151223.5909
Highland Park,60,1,SM,45624.94134,94238.45262,8225.527615,1151661.234,103153.3961,16979897.38,65259.78209,750685.3305,22985203.34,524553.0692,32728.79668,105116.2304,10857100.37,310363.1617,6181.530537,409585.1325,16358.97693,148535.1179
Highland Park,60,2,SM,43929.96207,88653.50263,8099.251468,1102308.637,99485.72598,16805358.88,65218.57961,758297.862,23372111.28,555596.7862,32783.04911,114260.5474,11255346.23,341711.5028,6896.080352,430549.8337,17051.5073,129600.0353
Highland Park,60,3,SM,47333.4074,96720.92188,8709.618502,1207309.006,109620.9782,17512270.07,69439.07809,793113.5889,23386597,529806.5179,36047.30855,100016.2593,10334741.4,280098.3447,5641.586166,391881.1142,15001.65486,129256.1287
Highland Park,70,1,SM,42750.64367,83332.01488,7158.181437,935068.784,79207.50384,14761954.42,48650.60499,546389.5236,21246944.5,512867.4067,32341.47867,133401.7892,12577156.82,448862.0308,9671.684644,570213.6629,20647.82823,180988.7007
Highland Park,70,2,SM,43783.03822,85326.45484,7248.797786,976597.4351,81431.51449,14746433.39,47710.46425,520296.9449,19709894.36,416851.937,32340.94976,90420.96639,9837224.584,279326,5509.886595,407124.5321,15441.65704,176629.1456
Highland Park,70,3,SM,39580.45413,78230.78549,6747.106714,896444.9309,75182.04079,14311615.24,46607.86916,522127.8934,20499447.21,469511.3902,29470.75591,118827.3069,11770938.72,400296.1039,8902.236076,561233.1096,20816.33504,142407.4757
Highland Park,80,1,SM,38176.8729,69202.96819,6236.1584,721533.011,55349.1234,11985389.4,32706.28051,347568.6275,16946457.78,345288.7716,28465.61382,102544.6782,10841157.43,433552.8874,11506.04067,749772.3352,29263.94232,185620.9389
Highland Park,80,2,SM,38437.43571,70206.06511,6242.521671,728608.0428,57483.99023,12261627.3,33838.5369,356542.7154,16980158.52,332815.9606,28658.06108,93267.08758,10106333.34,382787.708,10743.24267,718248.1289,28939.13038,197571.3411
Highland Park,80,3,SM,37839.25973,69112.41536,6038.360754,702635.5657,55128.6497,12153087.12,33618.99008,359352.9425,17172765.04,354036.7687,27309.90131,105037.2721,10970779.77,452048.4755,12553.76721,808282.9267,33126.70343,232291.5984
Highland Park,90,1,SM,33951.24113,58301.95544,5206.096674,548854.2051,39800.95222,9620986.096,21356.63959,205911.8816,12675498.95,180584.8245,26646.08719,48205.84131,6782418.259,234248.2619,7252.570123,515878.7136,28670.67501,261082.4743
