Whiskey,Percent.whiskey,Rep,Style,"Butanoic acid, ethyl ester","Butanoic acid, 3-methyl-, ethyl ester","Pentanoic acid, ethyl ester","Hexanoic acid, ethyl ester","Heptanoic acid, ethyl ester","Octanoic acid, ethyl ester",Isopentyl hexanoate,"Nonanoic acid, ethyl ester","Decanoic acid, ethyl ester","Octanoic acid, 3-methylbutyl ester","Butanedioic acid, diethyl ester",n-Capric acid isobutyl ester,"Dodecanoic acid, ethyl ester","Pentadecanoic acid, 3-methylbutyl ester",Isobutyl laurate,"Tetradecanoic acid, ethyl ester",Isoamyl laurate,"Hexadecanoic acid, ethyl ester"
Monkey Shoulder,100,3,BS,37669.39409,17619.24592,2121.992764,363501.68,16840.83208,6518092.222,16934.36378,105614.7121,10293917.82,134504.2601,13246.57974,24523.71359,3735057.319,167802.265,715.0574118,107518.2353,7271.96556,49833.27087
Four Roses,50,1,BU,56020.66031,11229.15497,13691.15216,1258832.08,373893.8217,11628787.47,472801.1098,2589773.675,18975123.9,1839605.041,9067.626112,324498.0237,9368529.121,1253249.53,4224.468293,500430.4933,19993.51623,131220.1891
Four Roses,50,2,BU,56255.34686,11147.16151,13701.36568,1243957.735,356641.9054,10795071.53,403672.6438,2213079.005,17418415.15,1589146.122,8989.515058,275881.978,8445711.585,1059338.785,1420.53295,419891.9209,15711.80298,127234.0744
Four Roses,50,3,BU,56878.65738,11156.5041,13667.40759,1264565.266,367411.6165,11384654.33,447223.4849,2446120.634,18456998.63,1762152.02,8565.976273,308073.0592,9111738.964,1186569.54,2101.241162,396419.6862,14204.68665,76888.36117
Four Roses,60,1,BU,54821.68419,10463.93938,12631.33128,1127230.504,311358.398,10383531.57,382789.4896,2085503.661,16848112.5,1520446.549,9058.347471,281214.9305,8579702.169,1213917.023,3902.229226,473293.8377,18088.99575,78683.74758
Four Roses,60,2,BU,54873.97729,10290.7529,12523.43875,1095164.523,308898.6047,10771579.12,426995.7218,2379627.115,18442504.8,1818286.859,9546.324769,350172.0123,9807835.608,1531037.275,10267.96352,687363.9808,28108.83126,129018.859
Four Roses,60,3,BU,54995.85495,10517.89852,12928.53856,1102953.207,305729.8984,9993963.953,363717.8324,1959028.708,16270859.76,1457215.076,8782.90534,278630.5342,8665219.306,1274964.953,6867.676932,616174.5884,25072.92147,179134.6115
Four Roses,70,1,BU,52337.52468,9510.967692,11477.65365,941585.4532,241524.4005,8453628.43,276143.0398,1446424.427,13479019.55,1046241.268,8164.726845,202846.0956,7011693.118,1062747.023,7665.258774,649523.1769,31080.20055,176207.1214
Four Roses,70,2,BU,53134.22485,9724.502247,11555.08218,945647.9593,241149.7423,8302373.218,263131.2059,1365810.589,12943356.86,957705.5568,8498.584795,179637.4351,6546997.603,958151.5493,5970.362408,633404.338,30147.19854,227254.5939
Four Roses,70,3,BU,50091.23864,9075.017827,10958.68799,906465.7233,229710.8855,7918450.569,243586.6293,1259445.782,12330494.52,882865.4254,7983.436558,167774.3874,6317613.116,921258.0537,5799.987451,634132.4262,29463.1949,188565.2505
Four Roses,80,1,BU,47583.60298,8212.672408,9919.09299,759416.6931,173313.0939,6407978.52,171355.2119,838272.3939,9391778.946,545906.4389,7220.904058,91606.03577,4006287.233,519744.2369,230.5053178,325411.5052,19114.10508,163204.7172
Four Roses,80,2,BU,46320.80125,7955.38791,9421.924311,747264.29,172640.9072,6551306.389,178629.6149,890336.3991,9687763.872,567637.2423,7000.308457,91586.90487,3995350.33,505556.6783,457.2407255,345986.5026,20280.56586,174881.4706
Four Roses,80,3,BU,45747.89137,7846.335827,9229.491706,719237.9586,168030.4852,6332833.692,173148.2882,852429.6826,9559851.596,565901.6732,7584.385258,98133.53222,4232481.435,559724.3121,926.3605245,360926.5227,21460.69897,142344.9572
Four Roses,90,1,BU,42189.306,6955.642285,8038.618735,572809.5701,119578.0122,4511346.072,103374.9758,470621.7009,6101208.106,265052.8293,6421.086392,37069.46852,1909410.454,193810.8376,543.1941724,108129.9386,6049.937463,58333.05631
Four Roses,90,2,BU,42557.34656,7029.700665,8061.167622,591473.1729,124827.7442,4721633.419,109809.5692,506929.4106,6329309.189,283278.8975,7068.559996,38988.10857,2021148.823,215220.7173,646.9473195,117577.4716,7175.21004,67630.89956
Four Roses,90,3,BU,41396.92786,6646.8306,7787.280849,573521.3231,122303.2312,4882648.191,116514.6128,542594.4847,6764043.994,310663.568,6826.616224,42859.68755,2074936.384,220361.9364,423.2002079,120313.7613,6966.531723,73384.62434
Four Roses,100,1,BU,36472.37344,5565.320141,6276.46445,422024.1147,78816.50959,3039695.645,61612.49015,262839.9406,3744484.3,128062.3517,5647.337872,14776.02171,796317.1368,70246.21244,0,38399.85155,2182.017267,33917.30349
Four Roses,100,2,BU,35819.87502,5426.157166,6308.847331,415689.6611,79177.57474,3188129.389,66403.26164,290673.0125,4057904.434,142886.9981,5642.352058,16462.46763,900054.2221,78454.84248,6.350160534,60609.77816,2772.311098,40612.51865
Four Roses,100,3,BU,35959.77684,5505.429675,6231.9077,413655.4736,78073.94974,2942535.253,58988.92913,253805.8555,3639078.617,121511.5178,5044.207945,13931.84472,798568.7298,66327.17095,0,47411.62012,2192.16715,33289.87498
Russell Reserve,50,1,RW,84846.06141,64468.04811,38705.22766,2927499.434,593296.853,25144551.2,874028.302,2588024.965,36940969.84,3157472.313,47279.78495,426775.7987,16749177.78,1729239.693,28107.66628,2517901.279,94318.69999,249700.5429
Russell Reserve,50,2,RW,82713.52649,62998.2245,37785.71073,2577825.123,515689.3736,23004732.24,709461.2813,2145839.132,33357538.06,2527245.972,42302.35918,340977.0688,14699611.92,1399446.077,19462.28446,1992973.139,69586.15741,170093.1441
Russell Reserve,50,3,RW,87339.24303,68260.80823,38949.53895,2994836.039,588159.2712,24866533.39,870047.4965,2581844.72,35836803.18,3073858.859,46651.5041,418735.6338,16239444.86,1689227.687,27562.92558,2475819.723,89892.28616,195910.2188
Russell Reserve,60,1,RW,84856.92428,64046.66945,36504.12392,2659805.392,494302.3479,23340530.71,710825.834,2080220.579,34823124.01,2956100.273,48044.78162,427197.3521,17237504.82,1810586.929,26058.58729,2433159.169,84140.6119,213024.7939
Russell Reserve,60,2,RW,81383.53213,61534.19667,34441.04609,2524055.489,461749.9756,21819102.55,673053.5145,1951766.663,32715999.91,2809838.852,43698.0032,434571.0087,16992690.85,1911160.032,32735.79038,2822292.534,101109.8347,236957.4245
Russell Reserve,60,3,RW,79097.385,58757.93715,32941.36387,2222381.768,402973.2171,20141804.86,559104.0452,1659140.893,30433101.34,2379006.033,41020.90266,366701.8624,15390604.39,1617426.046,25174.35168,2363679.404,81567.80627,188575.2792
Russell Reserve,70,1,RW,82593.63493,57850.0047,33163.88057,2141166.335,362403.8291,17992560.18,459227.0736,1266227.266,26481122.32,2024098.107,43362.39859,360079.9097,15123179.31,1829859.121,32458.8828,2870297.473,102599.7051,239995.194
Russell Reserve,70,2,RW,79033.49662,56964.57643,31662.5891,2139234.704,363790.9937,17833859.68,456454.5762,1254001.431,26187602.26,1997760.624,44255.73624,364005.2337,15277436.1,1885949.998,35308.20739,3032622.935,112361.1444,244188.1845
Russell Reserve,70,3,RW,82250.27955,60220.61012,33566.4318,2302001.117,390085.7056,19512010,491450.4437,1339176.353,28334826.84,2164754.615,47150.3182,356709.869,15595595.34,1817759.484,27582.84594,2525940.915,89134.82684,234237.4171
Russell Reserve,80,1,RW,73546.2461,49884.84789,28090.98069,1775291.255,268055.4323,14668245.43,289876.8204,732973.7437,20489345.86,1209795,42724.87578,219917.1171,11715320.91,1436624.333,32108.4478,2962590.937,130538.7751,334388.0741
Russell Reserve,80,2,RW,75441.18624,51253.94161,29106.06487,1872311.021,290265.6075,15400754.32,330004.9466,849076.7473,21522217.04,1375867.527,48104.63637,247579.3361,12151088.2,1544108.287,34183.72517,3024766.953,135011.8458,353568.4468
Russell Reserve,80,3,RW,75632.59454,52026.75554,28180.36439,1833722.664,274870.5082,14826545.86,290521.107,728413.9251,20399581.78,1194802.924,44011.54278,208705.6784,11221503.88,1340741.932,26648.39762,2459532.421,104353.9916,264588.0115
Russell Reserve,90,1,RW,66069.75578,42007.79865,23672.88593,1414229.817,193330.515,11042739.38,181257.1455,432123.1005,14595155.91,638335.512,37975.75157,104872.7123,6928285.495,687312.7779,9912.800213,1385779.72,65025.97998,233326.8275
Russell Reserve,90,2,RW,70784.49966,43794.52544,25326.54967,1492574.654,205625.8976,11250579.47,188195.5716,443894.1107,14505827.53,638996.9471,41498.57083,106403.4739,6818608.442,693523.9891,11218.58388,1553836.832,77736.58396,309320.6468
Russell Reserve,90,3,RW,63835.14692,40626.6248,23074.39545,1353554.73,188556.0768,10452054.67,174224.446,414703.5305,13720911.39,608325.0951,37300.61162,100731.6305,6528636.121,651777.2456,8894.82126,1336802.212,62341.34859,221084.1138
Russell Reserve,100,1,RW,54475.20831,31521.16929,17925.7123,982978.7383,124753.5362,7483579.226,104742.6837,248173.5171,9413461.19,319510.7298,30670.36223,46154.52632,3591204.203,289813.1066,0,568048.3799,21359.17762,59279.9516
Russell Reserve,100,2,RW,52566.0979,29169.11855,16761.84975,874182.1431,110683.6741,6733501.474,88639.181,215459.1225,8728101.788,248761.78,29106.45851,39509.42918,3218986.461,253422.5604,0,485791.6836,18946.99145,52469.28732
Russell Reserve,100,3,RW,57122.46603,33744.30929,18868.93988,1040909.405,129950.7579,7478332.756,103747.9255,237384.0103,9089518.13,304381.1981,33079.09303,43423.33885,3446211.863,279601.2687,0,575237.7418,22071.97205,63827.21882
George T Stagg,50,1,BB,64350.65847,42301.43365,11227.78186,701968.7191,102623.4796,7248480.855,91964.80569,649249.7585,10744586.55,482184.6289,30490.83651,31636.52678,4557739.518,351422.3698,661.2388259,382518.1608,7953.695228,460871.6791
George T Stagg,50,2,BB,63831.34754,42399.83356,10911.99982,692287.054,99831.69244,6959941.471,84294.87142,591822.431,10181684.22,428033.0496,32831.69392,27506.36247,4160337.689,294966.6462,412.6344216,310945.2334,6181.048538,393720.3116
George T Stagg,50,3,BB,64546.32269,42520.5995,11085.7406,700529.4422,105072.5045,7533472.826,98784.43048,700825.9442,11208876.85,520552.4829,35365.82558,34357.55021,4748999.491,373479.7612,727.7705807,384418.9948,8451.716248,378229.9711
George T Stagg,60,1,BB,47078.11131,28477.03238,7274.121049,414785.9151,51787.66876,4247463.015,45011.06542,279372.0633,6218917.892,197151.7982,24094.96005,13025.85384,2249329.244,159910.9631,30.79247198,242853.3232,5564.334726,451616.0839
George T Stagg,60,2,BB,48716.72938,29333.91534,7674.732427,422541.6225,55096.28575,4505205.814,50938.71595,316560.0548,6734581.949,227365.2687,24827.05747,15724.17609,2473656.505,182583.5167,196.1669197,251550.7807,6091.658021,466186.034
George T Stagg,60,3,BB,51118.50088,30501.15331,8054.747455,439138.7494,56292.96734,4401211.176,47736.0618,291151.7227,6294964.413,200274.2113,26505.97065,13673.3975,2189559.474,157157.089,80.98289039,209051.8153,4977.419282,410443.9057
George T Stagg,70,1,BB,38583.50807,20818.5661,5207.882687,264802.4021,29035.95456,2441127.779,24105.62254,125253.192,3198232.833,74054.6829,18297.15893,5761.470435,765295.5424,46718.75465,27.51515302,62308.60873,1704.195133,100819.4856
George T Stagg,70,2,BB,37452.99347,20407.88015,5009.768502,260235.2485,29249.54653,2519931.1,24760.16874,133292.2285,3317810.068,77275.59224,20167.17983,5730.406653,763310.6991,47581.29543,0,66083.0248,1635.935546,108867.6218
George T Stagg,70,3,BB,37643.33496,20324.56619,5046.371371,257526.1761,28475.81097,2615174.749,28079.36133,155195.1568,3965533.76,102020.8025,17282.1747,8155.567279,1060458.609,70172.94296,70.11994042,74082.55196,2152.00061,125781.1406
George T Stagg,80,1,BB,27704.3279,13820.05761,3056.970415,152820.1767,14159.70921,1330497.516,10666.13379,60297.26015,1656119.234,24071.6669,13409.44284,1030.685328,278269.6892,14653.3337,0,14253.44694,567.7721249,26403.04523
George T Stagg,80,2,BB,28318.62414,14105.59063,3270.107119,160780.1885,16098.09587,1445047.497,12406.78993,67288.2866,1769116.56,28085.17374,13395.15128,1403.553815,310162.351,16644.22375,0,24130.43805,685.4684547,42715.23064
George T Stagg,80,3,BB,28387.39273,14163.92615,3375.259328,159501.6237,15260.35139,1441340.875,12525.16643,69937.11729,1928043.842,31050.11693,14732.19807,1776.605525,372231.38,18546.43065,0,34317.96289,751.5539042,36906.53725
George T Stagg,90,1,BB,22002.39186,10477.10492,2172.760693,107503.497,9231.405815,852753.3405,6323.214187,35424.46801,933891.9393,10537.02081,11113.90015,0,122829.1168,5012.284697,0,11257.65363,578.3718277,18750.2055
George T Stagg,90,2,BB,22184.63439,10571.75028,2114.51106,110185.9587,9693.650148,893886.4423,6758.251265,37244.48547,985687.9446,10975.90098,11918.29024,0,152467.7612,6118.599746,0,20534.44086,612.1569312,19504.24677
George T Stagg,90,3,BB,22387.6543,10569.74941,2247.11878,108645.9823,9538.315028,908188.2345,6773.665728,38686.2436,1044229.385,12009.4264,13552.51679,0,151885.8954,6665.778174,0,11798.21734,570.5589564,15906.14372
George T Stagg,100,1,BB,17921.87778,8156.558078,1416.833458,76239.33913,5945.794623,531563.4809,3397.600124,20338.68601,563000.945,5666.963743,10007.025,0,97218.27411,3901.828172,0,9193.559391,503.6755995,15924.12914
George T Stagg,100,2,BB,18148.69771,8247.621007,1394.042398,77724.79815,6084.55394,574142.864,3797.498277,22332.05228,559896.4639,5464.734364,9208.73793,0,68633.36813,2298.691566,0,6118.861947,529.313929,11027.05403
George T Stagg,100,3,BB,16855.48633,7378.648658,1193.257692,72876.01251,5594.287717,515093.5701,3127.343767,19162.11535,502663.5174,4966.728955,9524.94282,0,61732.4631,1901.399234,0,4741.853661,513.4203696,8939.405803
Teeling,50,1,IW,19024.90733,4835.413188,1929.49133,350964.1495,10406.3003,9560934.224,41423.53457,96117.07755,22377992.32,1002190.715,2308.401562,230816.3912,13806144.03,1528119.282,10950.97664,599699.6081,41344.17564,395919.7566
Teeling,50,2,IW,19560.19717,4868.841842,1451.636016,377438.8695,11645.33972,10166144.02,47681.60932,110794.8569,23796546.5,1162261.55,2747.307894,265305.6415,14648057.95,1703221.477,13981.56795,678169.346,45758.00217,397296.6264
Teeling,50,3,IW,21494.54647,5554.074759,2123.025282,424631.7794,13365.88962,10735519.97,51393.87765,118466.1679,24612990.28,1210937.871,3261.434929,261032.7929,14383241.3,1543709.629,9566.426056,499812.0748,33568.15399,253959.1725
Teeling,60,1,IW,19147.17633,4542.237688,1100.331338,330232.1462,9540.033282,8490828.524,34395.39274,75986.04086,19780078.79,840430.2923,2555.502435,218300.0698,13334193.45,1699973.009,16346.35967,694873.8739,49166.10082,305959.1789
Teeling,60,2,IW,22593.94154,5584.980813,2144.994324,387740.6909,11442.91322,9187866.879,39354.94858,86735.12314,20670455.37,906774.7657,3098.274008,229354.0388,13553940.24,1720423.513,16924.17978,694615.1839,48383.11998,308457.6058
Teeling,60,3,IW,19363.13031,4659.368873,1092.071986,334986.9171,9410.91361,8476476.348,32952.1933,71608.29407,19352518.58,776620.2164,2412.77293,190510.357,12494686.02,1478496.664,10644.29682,526201.8248,36251.72291,245350.9792
Teeling,70,1,IW,20589.9951,4554.315886,1682.873691,304168.107,8564.158186,7488091.028,27760.8393,56897.05104,16708604.68,590799.8187,2983.11381,145885.601,10598307.71,1302545.102,13151.2014,656625.9821,55203.86885,297889.4313
Teeling,70,2,IW,17726.31222,4095.440857,897.7056921,264865.5557,6979.961094,6991999.033,25096.51945,52275.34905,16131749.33,544065.1144,2566.931363,133687.9837,10084510.48,1202396.77,10683.50212,531387.7035,48513.95209,326303.9423
Teeling,70,3,IW,20576.92701,4529.527,1871.407939,301020.7499,8075.696705,7041925.462,24534.06935,49298.23144,15519887.17,504750.082,2880.348173,119261.0195,9472026.259,1080146.226,7700.480623,527880.1293,45062.83956,334536.2576
Teeling,80,1,IW,18885.86639,3901.806223,1516.584519,239315.4358,6039.809248,5438420.026,16963.4752,31374.75659,11504692.1,281219.3444,2479.760792,57278.01483,5932552.857,536217.1538,324.6768761,260013.5231,21250.38179,182763.4855
Teeling,80,2,IW,18330.01311,3688.526779,1459.815387,229680.7135,5606.715885,5158696.173,15704.35048,28522.96215,10983656.08,253021.5543,2338.295388,50856.8194,5540305.053,480468.2364,162.5754601,216956.2261,20019.91615,182776.1088
Teeling,80,3,IW,16165.68762,3294.47332,1484.056862,206545.6147,4692.773985,4721321.713,13718.08908,24557.92702,10076645.79,209197.2149,2132.513985,40948.41698,4689963.389,378695.0037,423.6292891,136378.7708,12185.18142,141167.4031
Teeling,90,1,IW,15102.88906,2587.963602,1236.045024,163630.8436,3450.334028,3429543.127,8468.737868,14498.24561,6746853.142,104728.447,2035.590232,15074.40414,1936270.932,112528.2791,0,28188.00598,1847.473582,31810.6457
Teeling,90,2,IW,15732.57799,3016.601826,1449.269634,169919.4941,3694.459384,3713239.449,9657.625558,16662.02764,7559134.996,126813.8554,2185.609539,20248.24508,2717806.508,178381.1757,837.3900964,66121.5539,4801.846635,70866.28424
Teeling,90,3,IW,15657.48746,3023.52663,1183.188895,172421.2054,3634.464944,3470424.268,8559.396449,14699.16247,6981455.108,107732.6736,1993.592843,17767.80095,2563032.401,162741.8511,648.2368312,69754.42723,5106.574896,54360.9048
Teeling,100,1,IW,10393.5618,2391.522694,972.1330134,115344.4742,1720.932113,2220993.782,4675.716628,8017.259525,4471997.193,40731.54566,1191.354363,7588.231429,1454919.214,86230.89218,0,39843.09642,3287.457597,30613.63638
Teeling,100,2,IW,11802.33833,2197.547863,743.6041617,117713.5317,2011.201713,2338073.194,5049.141545,8610.049376,4694179.732,49332.64337,1190.109034,8359.491162,1508199.961,88002.97873,0,42882.6805,3303.670707,28275.44205
Teeling,100,3,IW,13043.80068,2303.978375,780.2570329,128948.8195,2201.382513,2452129.597,5223.021829,8690.817995,4702869.402,53675.50445,1631.290731,7885.034468,1328227.857,72642.23422,0,30399.48587,2241.833873,23089.83039
Tullamore Dew,50,1,IW,14537.96184,6510.496716,2625.76972,314144.8503,25632.19896,6155283.163,33197.66308,194870.5673,15937927.2,588734.5289,6305.39617,135257.7646,10150708.9,953309.9416,167.4129366,330901.087,12230.58864,72419.91516
Tullamore Dew,50,2,IW,13477.19011,5367.257646,2716.024919,295839.5924,24313.20851,5984038.071,29606.89135,177972.4286,15185397.63,494872.0231,5341.962692,108545.45,9471008.643,894669.8065,584.389949,402694.9397,19309.363,261250.5014
Tullamore Dew,50,3,IW,13801.00805,5950.124404,2815.350397,335043.4746,28512.89954,6322093.818,32987.49888,191897.5524,15399228.51,519540.3249,6267.134975,119722.8765,9685969.57,925941.1373,666.8639186,409372.7508,20248.57488,232211.8141
Tullamore Dew,60,1,IW,15911.37822,6766.866504,2834.980892,348354.5045,28296.94333,6108470.286,32061.38256,173646.9298,14708291.16,501717.3457,7356.179974,118148.4001,9468448.399,964015.6269,2168.574474,472008.2476,25822.97863,224277.9449
Tullamore Dew,60,2,IW,13231.31129,5430.775212,2380.574586,291145.8993,24209.34046,5915558.015,30513.55972,174477.2902,14992949.42,513839.1585,6295.652344,122393.8469,9663058.272,980245.2804,987.5572907,434775.1693,21510.39398,242726.2769
Tullamore Dew,60,3,IW,12729.59272,5136.379208,2587.669471,266190.1726,21985.48851,5475318.487,26899.92234,160712.3155,14347380.81,460335.0925,5657.280878,110218.1664,9380315.581,933357.4858,627.8454437,406081.1982,19249.25569,183116.0658
Tullamore Dew,70,1,IW,14185.17926,5678.978505,2318.30797,281103.8037,21322.76285,4881836.794,23052.64804,117931.2094,11656063.25,326346.9648,6565.182513,76124.68261,7396804.343,734330.2516,1158.193034,433989.3152,23272.1294,229226.1161
Tullamore Dew,70,2,IW,12249.70163,4597.532823,2090.692392,225515.1663,17478.91268,4343038.336,19298.89646,107086.4453,11263684.4,296204.8793,5536.279255,67979.30957,7200538.553,707241.8041,566.7935806,394076.4727,19823.18917,199405.125
Tullamore Dew,70,3,IW,14831.54781,5925.156179,2499.469501,288304.3187,22270.46094,5022400.514,23915.8035,123343.3584,11927595.66,335575.5095,6512.145381,76840.0058,7336243.31,722107.6822,1283.732953,431292.3947,26195.29173,290962.6112
Tullamore Dew,80,1,IW,11771.07983,4348.776914,1812.752956,200923.0389,14583.90653,3390376.931,14602.61014,70180.30135,8223977.996,167245.3447,5183.463747,36277.0836,4682417.672,394948.5831,588.8167822,253909.7598,15188.96194,219822.2201
Tullamore Dew,80,2,IW,13287.18531,4976.32898,1887.189233,228973.1181,16311.83411,3656070.492,15458.29173,71185.902,8395245.62,180016.2548,5514.930684,36670.22576,4290032.528,353042.1183,660.9707378,182987.6774,11292.0511,189104.6102
Tullamore Dew,80,3,IW,11802.56385,4240.040064,1570.106747,205695.5916,14736.99549,3590100.569,15254.90561,71872.40587,8616884.052,179990.8302,5175.78685,37107.59368,4488501.041,370270.5824,666.6052336,211734.4504,12962.52931,200635.7474
Tullamore Dew,90,1,IW,10122.95352,3216.904814,1352.102658,145950.1727,9180.917729,2089170.084,7566.631163,34004.52634,4899516.747,48253.07513,3843.203322,12883.50096,2257210.889,148148.2382,404.9377028,89182.16557,5103.01526,102999.5873
Tullamore Dew,90,2,IW,12043.55932,4188.653442,1488.749384,180193.1992,11482.22233,2601825.912,10072.62484,42759.3082,5671138.962,92480.749,4806.053473,15790.59815,2318157.086,159262.1178,806.7730485,98106.74484,6357.06831,117500.2674
Tullamore Dew,90,3,IW,11472.93693,4167.414423,1478.251584,177739.2706,11895.75206,2650852.224,10233.10145,43979.67479,5774804.038,91077.82548,4736.764732,16435.38408,2436377.806,168194.5742,857.691523,94750.88356,5904.099484,92614.86754
Tullamore Dew,100,1,IW,9834.956715,3204.198858,1137.24565,133923.0545,7953.236128,1624477.39,5883.33861,22693.99642,3325025.313,40026.34232,4373.033752,7035.941575,1415147.915,85152.11291,0,41821.51682,2877.186914,26791.32955
Tullamore Dew,100,2,IW,9072.574076,2693.352859,815.080302,127626.3796,7375.237702,1559847.606,5633.76324,21652.44489,3249662.07,33441.35517,3639.211258,6510.846607,1277475.726,75372.58868,0,38641.70201,2075.547122,28522.96939
Tullamore Dew,100,3,IW,8521.930142,2410.781054,871.4119719,115819.1165,7101.116901,1565858.027,5344.8951,22076.32421,3263228.159,29381.75431,3414.818376,6018.726684,1080573.138,63791.2586,0,31990.07066,1899.767344,26342.69086
Wild Turkey,50,1,BU,44025.96457,13318.05641,9155.806262,827657.0901,149006.2807,10567082.96,182661.1963,832809.6357,16650931.5,743775.833,29565.90134,78229.81421,6860328.591,324016.5315,693.269544,914157.6254,14621.95775,496424.2711
Wild Turkey,50,2,BU,44119.62714,13085.45143,8791.749828,829002.228,147353.429,10397263.05,173833.5654,794035.6754,16001734.73,679164.4421,31138.11886,71236.27309,6467080.369,293839.6034,199.8091535,822670.0821,12798.22195,394929.5301
Wild Turkey,50,3,BU,40369.49066,12136.02825,8469.485807,768290.1873,137289.5657,10076072.25,164939.9163,762874.4887,15856782.65,674475.3592,27865.1302,70786.99674,6538010.983,297181.9088,668.6860181,855391.0635,13531.11491,375349.8
Wild Turkey,60,1,BU,39472.7526,11005.32486,7451.951947,611476.5039,97812.10212,7775601.626,107951.6471,459938.4258,12313778.34,461342.1738,24737.32094,56729.21496,5733001.951,292974.7119,697.1884819,904758.7005,14694.05824,407621.0248
Wild Turkey,60,2,BU,40612.63402,11257.40654,7584.59044,653048.4756,105515.3741,8107741.888,113596.9587,486438.184,12547778.42,472696.5408,25969.73552,55774.79552,5603074.269,272991.4696,686.7160166,829536.434,13056.08104,403057.6519
Wild Turkey,60,3,BU,40303.30048,11122.63617,7458.175774,636547.1288,103550.7047,8393606.371,122797.4715,546068.1742,13496120.68,546238.2199,26521.38258,64188.876,6108822.476,308030.0853,571.241245,811291.4337,12714.90925,357494.2442
Wild Turkey,70,1,BU,33035.41386,8534.092284,5615.467809,420047.5694,61024.34489,5629810.531,71523.64048,272902.5755,9330056.986,294649.8953,20460.95012,39655.54003,4581250.393,260457.7864,3494.664402,1123722.145,21229.64513,734933.7705
Wild Turkey,70,2,BU,33571.53063,8606.064842,5648.155894,440157.7881,63508.26314,5461379.301,66062.99177,240670.1651,8339996.489,239012.3512,20706.43206,30237.89664,3764620.112,192873.9112,1399.588293,796162.8444,14164.05548,447308.2333
Wild Turkey,70,3,BU,34421.16619,8731.777123,5812.0867,439972.9795,65053.49198,5971575.062,76397.34464,311016.4126,10047203.45,333576.2064,21253.66913,42743.14841,4691562.064,256973.0815,3020.310527,1031704.065,19511.08797,658495.1688
Wild Turkey,80,1,BU,25684.05338,6210.718675,3928.427764,269111.6349,34922.43514,3199384.736,57063.36679,108556.4541,4850184.652,106718.7705,15919.5208,14245.41933,1777468.907,80262.02942,1537.39653,401898.5381,9431.432838,430420.4313
Wild Turkey,80,2,BU,27355.31044,6565.558268,4121.062219,296266.4183,38118.16519,3424185.748,56073.20319,113495.0716,4976425.486,108600.8983,14380.81485,13601.2616,1804675.074,82742.70608,1319.646884,384952.2582,8647.478379,420135.3739
Wild Turkey,80,3,BU,26046.21654,6347.400006,4072.43209,280893.0076,37024.66041,3583285.112,61017.99164,129484.7632,5576789.679,130650.5371,15916.16351,16074.43428,2069818.654,98402.61122,1649.61919,465482.362,11058.43055,510005.2904
Wild Turkey,90,1,BU,21704.89203,4854.868804,2820.143815,194571.7411,22339.88429,2212292.535,44546.80647,67320.26007,3201574.476,65058.82705,14076.11628,12152.42305,908438.9848,35475.60024,611.4227572,152643.8838,4258.274371,182648.9331
Wild Turkey,90,2,BU,22041.98012,5033.427669,2905.069861,198178.8866,23219.14359,2295346.948,44054.22799,70506.22502,3331394.517,67285.22048,13840.87972,11799.52238,949908.9076,37678.57915,608.7443989,144345.5832,4053.934838,178204.1104
Wild Turkey,90,3,BU,21303.08604,4685.751762,2842.018301,193762.4716,23157.85527,2213974.542,44133.80954,67438.80103,3212205.843,64347.46358,15022.43487,11526.19616,983981.5416,37941.20054,687.7128209,188431.4127,4512.388105,193111.1848
Wild Turkey,100,1,BU,18038.03283,3642.184652,1885.099052,141778.9852,15278.30699,1502433.49,23972.02801,40306.70413,2011725.71,30493.22812,15971.35182,4257.348019,460521.8593,15872.7599,14.58285005,51580.28599,1752.475266,49644.79636
Wild Turkey,100,2,BU,18251.58479,3886.712704,2059.909784,142331.3284,15675.1496,1552827.382,24872.07192,44743.7358,2160263.814,34209.29261,11602.50538,4773.869059,492700.2511,16845.51497,79.48640785,79388.56181,1782.072815,94141.84885
Wild Turkey,100,3,BU,17492.53517,3610.561667,1985.751824,138027.7586,15304.19053,1541495.102,25111.82312,45026.98085,2221484.718,34672.0823,12107.09654,4939.752333,531157.2781,18098.75788,75.22958923,78414.09547,1796.051594,72005.60714
Woodford Rye,50,1,RW,63793.20947,16669.0545,14785.92941,1108659.868,231060.2318,11674912.81,350010.4285,1098973.802,15351112.55,1034076.041,26509.78863,146081.7389,5293782.29,464331.0093,618.403411,351449.633,11699.66788,293456.2518
Woodford Rye,50,2,RW,59396.85091,15874.65767,13941.19034,1009417.89,216658.256,11251030.66,332368.0527,1049031.072,14950486.71,984057.7627,26064.53754,144791.0448,5311581.783,494261.5514,1151.697383,449958.8947,15305.22934,424571.3901
Woodford Rye,50,3,RW,52966.43089,13750.54097,12020.39359,865261.6206,191794.5196,11536400.3,351124.3008,1196204.382,16524944.1,1155623.738,24896.06042,176729.4088,6123735.27,586424.6956,1499.958536,480440.4018,15611.25807,470460.592
Woodford Rye,60,1,RW,52679.14584,12989.41841,11278.07558,739427.2023,150740.0881,9015491.503,224621.0388,733396.3841,12294590.53,695534.6251,21630.22542,114603.9023,4510928.073,443244.2221,1585.284251,407871.4383,14475.18509,265455.7082
