Whiskey,Percent.whiskey,Rep,Style,"1-Butanol, 2-methyl-, acetate","1-Butanol, 3-methyl-, acetate","Acetic acid, 2-phenylethyl ester",Lauryl acetate,Ethyl Acetate,"Acetic acid, decyl ester",1-Tetradecyl acetate,"Farnesol, acetate","Acetic acid, hexyl ester","Acetic acid, heptyl ester"
Peat Monster,50,1,BS,468120.8807,3220913.447,1899523.368,45895.05627,4423385.448,151557.5976,63150.9766,49544.84981,109428.3817,21252.40758
Peat Monster,50,2,BS,371792.9523,2611294.724,1605788.75,30702.29775,3574433.49,102271.5288,39582.74931,30429.97269,84301.27187,15235.50142
Peat Monster,50,3,BS,296067.169,2105811.086,1523752.673,33426.23733,2775781.726,85910.62276,51122.6301,39113.5573,68026.08741,12676.13109
Peat Monster,60,1,BS,435890.8287,3084734.334,1583184.868,43143.29873,4810833.937,123980.8464,57324.14038,39366.12288,96369.52638,17186.81319
Peat Monster,60,2,BS,126331.5668,1191103.302,1142296.814,31583.87376,4006825.72,82038.10612,37961.25655,30140.26532,65612.78418,12530.52095
Peat Monster,60,3,BS,292129.1739,2160373.402,1298517.029,44017.11062,2933397.186,96632.20367,54809.80724,41761.59154,67758.06292,12694.58235
Peat Monster,70,1,BS,386240.965,2725822.28,1257950.496,38434.63407,4610374.025,91671.0281,39243.69379,26701.93837,81453.66428,13237.02258
Peat Monster,70,2,BS,277819.6817,1922112.194,968110.5044,30923.8294,3728899.248,57317.07262,40243.68491,20645.58388,52020.05569,7780.230265
Peat Monster,70,3,BS,241345.6335,1798365.738,1086520.796,36582.00239,2910363.017,63482.96031,56415.16382,24284.53775,52131.94305,9077.964872
Peat Monster,80,1,BS,353529.2735,2556625.585,1119069.773,31390.36112,5088065.307,53070.64322,50172.38972,17913.68098,66921.1188,10638.69996
Peat Monster,80,2,BS,240446.7248,1677878.593,936818.0765,25266.46591,3509739.503,37163.78962,43981.29423,11953.28642,46571.35098,6857.159524
Peat Monster,80,3,BS,84258.68486,760641.8225,674549.3179,20507.51429,3263177.946,26900.62891,41177.30162,10804.39584,33542.85392,5554.768896
Peat Monster,90,1,BS,300115.0577,2171710.44,835473.9166,14559.20551,5578974.971,24088.84254,32537.29841,9178.324323,56134.74251,8175.086683
Peat Monster,90,2,BS,217582.9619,1572904.929,688469.4667,13425.35388,4022854.002,20464.00312,41036.73742,8027.016727,40388.86841,5194.977349
Peat Monster,90,3,BS,171853.9269,1263954.012,616152.6359,13825.32404,3070931.701,18923.77351,40601.79446,4868.45927,32727.34045,4865.767881
Peat Monster,100,1,BS,232657.4425,1619177.74,614246.9548,5572.492512,4999232.405,11345.51026,11255.04575,3404.318801,40487.49391,4937.001694
Peat Monster,100,2,BS,175095.9221,1221642.757,621683.089,7249.325685,3800165.043,12879.12743,15182.81573,4762.00861,32321.89479,4579.370246
Peat Monster,100,3,BS,139159.9878,1046777.378,413482.6079,4081.108919,3066290.692,8165.436949,7905.914704,1811.479428,26427.53096,3041.033587
Aberlour 12,50,1,SM,64500.4151,473828.2902,562454.2657,7955.099683,1816199.855,58428.02566,4968.940349,13606.11034,31151.2806,5871.854749
Aberlour 12,50,2,SM,136532.8598,728784.5027,687073.5465,9555.113256,1861756.366,72400.28133,5996.212045,15970.17409,46745.84526,7476.949236
Aberlour 12,50,3,SM,119782.5344,633575.9616,597509.4894,8158.293176,1719245.245,59544.77279,6354.168837,13393.85287,39260.57981,6262.243615
Aberlour 12,60,1,SM,139500.7287,732034.6349,625334.1004,9232.430434,2026663.914,62456.62598,4760.668546,13868.3965,44768.1108,7141.814109
Aberlour 12,60,2,SM,124220.3815,631348.3633,572190.8977,8232.978921,1952468.668,54535.76138,5902.696129,12237.10526,32358.02087,5385.0958
Aberlour 12,60,3,SM,120326.6447,627144.6231,632033.2142,9210.177284,1771918.554,58494.11405,5223.281265,12950.82367,37340.7701,5725.729033
Aberlour 12,70,1,SM,127843.1562,691531.3441,633075.3772,11923.93753,2188875.149,52506.79326,7745.756468,15177.26054,38210.73961,5591.430556
Aberlour 12,70,2,SM,121190.2176,614288.6202,513583.6331,9320.563557,2280325.211,44096.8758,5127.220698,10876.98207,29335.56731,4851.297066
Aberlour 12,70,3,SM,112995.9926,609822.4192,541903.8243,10033.75803,2194548.796,42441.24832,6110.260088,12130.741,33948.85127,4285.484239
Aberlour 12,80,1,SM,111796.5452,592427.7591,465488.7111,8104.522407,2271711.409,30111.85321,7166.556423,7911.403278,31625.40063,4612.260621
Aberlour 12,80,2,SM,100150.0942,491786.9226,403432.9376,6704.426768,2219067.574,25203.98039,5540.374469,6372.020491,25452.11414,3224.488543
Aberlour 12,80,3,SM,103422.102,546962.2677,465517.7822,7488.869388,2285018.821,25933.77271,7636.84702,8151.860637,28781.57744,3715.617445
Aberlour 12,90,1,SM,45699.02899,266406.4211,361224.3546,2662.209996,2390903.762,12754.08883,2499.508619,2688.107891,18991.66564,2517.085264
Aberlour 12,90,2,SM,44702.90696,266385.2772,347672.0824,2185.6615,2462504.192,12202.38195,1889.07701,1841.874297,18152.38023,2521.035002
Aberlour 12,90,3,SM,90263.76913,464245.5952,345896.6332,2235.344514,2520538.134,12023.32272,1626.830809,2248.578218,21405.72709,2641.614208
Aberlour 12,100,1,SM,96391.2464,394892.414,289565.109,707.5876941,2460754.758,6378.472157,125.5663057,870.002852,18864.4288,1910.509396
Aberlour 12,100,2,SM,76354.17368,375316.4004,262931.0247,496.1074584,2308955.276,5956.792131,0,427.8997279,18948.63484,1793.577787
Aberlour 12,100,3,SM,34319.45611,211175.9722,237312.0559,505.8322764,2508373.789,4986.821484,0,503.019128,15270.78692,1850.451793
Basil Hayden's,50,1,BU,105670.7108,551322.6414,318561.2231,2054.64484,3738025.822,10906.83597,0,1156.016755,47829.97294,28944.20182
Basil Hayden's,50,2,BU,106149.9209,556722.4704,327517.4804,2095.306604,4021391.465,10335.09453,0,1162.607773,46516.43748,27358.4079
Basil Hayden's,50,3,BU,249246.4841,1153796.199,382892.6308,2687.616267,4110642.664,14290.12428,155.1699652,1596.849793,62134.86495,37848.13007
Basil Hayden's,60,1,BU,214723.828,1003355.799,340605.6274,2143.409808,3859458.107,10569.57758,42.04291742,1473.051942,52653.21676,29556.63019
Basil Hayden's,60,2,BU,208528.9875,933277.0338,323616.973,1956.207725,3997390.623,10200.12148,0,1266.491278,47991.80944,27864.486
Basil Hayden's,60,3,BU,199533.4501,904667.3587,313545.1102,1974.145624,3593670.886,10324.47109,0,993.2818618,47042.6536,26864.41483
Basil Hayden's,70,1,BU,210968.6248,979307.1568,255765.6716,1044.119418,4611359.732,5047.888251,0,817.5148358,45598.15246,22636.84175
Basil Hayden's,70,2,BU,153290.8691,674157.7249,166248.4217,845.589906,4021518.011,4159.406997,0,643.0780471,33644.6288,16916.09437
Basil Hayden's,70,3,BU,218247.4948,999939.393,316233.6367,1465.628833,4463612.417,6681.941566,0,1099.575865,47933.62048,24864.65381
Basil Hayden's,80,1,BU,173493.6693,794918.4832,238042.4023,565.4307188,4826353.5,2821.85804,0,806.0632856,34758.4775,17346.08745
Basil Hayden's,80,2,BU,78188.71742,424076.3671,234458.3488,697.1054678,4596654.05,2253.483164,0,1000.91051,30129.32319,14852.44404
Basil Hayden's,80,3,BU,181720.881,824108.1177,234844.1794,698.5879193,4490861.986,2924.168925,0,1355.85456,36228.80577,17085.38157
Basil Hayden's,90,1,BU,150184.5648,694356.0841,203442.8051,219.0842146,4484097.998,1313.855468,0,818.6019388,28770.10579,12180.26795
Basil Hayden's,90,2,BU,154253.2326,694799.0985,195313.0418,289.3159084,5036428.741,459.0935319,0,735.3153757,27598.41132,12248.04892
Basil Hayden's,90,3,BU,73955.83307,389498.981,195822.9695,300.8759146,4634152.511,601.3267982,0,856.9687637,27488.39057,12377.99596
Basil Hayden's,100,1,BU,131255.7619,606328.3679,142588.116,0,4813857.521,0,0,0,23756.32921,8567.278485
Basil Hayden's,100,2,BU,130224.0522,607926.9331,162989.6305,175.1858058,4588170.677,30.25240761,0,0,24334.00397,9094.758801
Basil Hayden's,100,3,BU,288648.2268,1064642.353,257856.5889,71.21836078,4750748.866,0,0,0,16550.51737,4151.520797
Black Bottle,50,1,BS,81535.79306,427005.8184,233262.8819,12754.65506,607242.7987,32909.65963,10333.25381,14747.06938,17328.58499,1836.192036
Black Bottle,50,2,BS,74353.04292,360024.4836,218688.6587,11256.06382,558644.3341,28836.89999,9511.63884,11921.67038,14769.70212,1339.689793
Black Bottle,50,3,BS,80075.59454,402455.5902,206095.1198,10961.53671,596657.5381,32806.50425,6880.765011,10536.79211,16221.19478,1690.583801
Black Bottle,60,1,BS,68477.15098,355623.6036,224717.7677,13239.30038,549464.9843,25564.97481,10332.3487,13498.44074,13973.8523,1152.060173
Black Bottle,60,2,BS,71233.45143,362113.9667,217717.7128,11567.63996,575226.5137,25699.38038,11030.11953,9901.126354,14225.8694,1209.105465
Black Bottle,60,3,BS,67779.64679,334871.0937,189997.6537,11084.73986,609865.7515,22571.82171,7960.478455,9760.263305,12985.74071,873.3847358
Black Bottle,70,1,BS,34130.36936,228495.0581,155959.3787,7095.882376,854080.1473,13956.77313,8379.261479,4369.584439,12392.87302,610.5714307
Black Bottle,70,2,BS,74117.9775,377728.5417,172533.9372,7805.567215,833204.6695,14499.47154,10559.63349,5655.932003,12876.19542,545.5924303
Black Bottle,70,3,BS,72149.388,365395.0451,157435.1001,7581.96501,835807.1093,13759.29364,9658.382585,5817.031242,12467.11334,574.9473016
Black Bottle,80,1,BS,72134.18884,379514.6037,135408.3594,3499.027781,884965.7572,8594.344768,5549.459921,1913.072549,12129.70697,383.06339
Black Bottle,80,2,BS,75647.44594,388619.9516,106510.4519,2165.610559,929694.9441,7829.093471,2745.52578,1077.378242,12635.45382,611.3514943
Black Bottle,80,3,BS,67309.89405,348245.717,126950.3039,3304.417395,869120.8327,7819.003908,4837.518657,1897.295112,11648.24918,1630.297049
Black Bottle,90,1,BS,59239.07916,277350.0998,96739.07726,590.7232096,846573.3459,2852.31147,423.9298343,490.8865617,9760.237222,1249.604102
Black Bottle,90,2,BS,62472.89144,315120.6961,118044.4888,980.2360307,859168.8277,4254.928437,1916.895307,927.240782,10403.78651,310.4309934
Black Bottle,90,3,BS,59203.53576,295173.7245,108579.0879,1219.377656,872993.4784,3587.416949,1136.255794,780.5656005,10014.90777,1723.327875
Black Bottle,100,1,BS,51757.54051,263956.0792,92361.2186,411.596914,891713.2486,1235.251597,0,273.3901125,8608.368786,0
Black Bottle,100,2,BS,51875.88264,256386.9944,90394.63146,281.6942486,928759.9882,698.3707083,0,369.810129,8818.37179,1240.671499
Black Bottle,100,3,BS,61105.97525,239245.5594,86979.11282,343.8420614,896175.9899,429.1842113,0,575.3224381,8358.538576,887.3705732
Bulleit,50,1,RW,96132.12315,444183.9911,42931.71138,1191.316093,3700474.729,2068.875896,0,515.9470681,10155.46282,2432.106996
Bulleit,50,2,RW,96319.907,444550.4644,44346.10343,1184.20029,3849688.709,2115.372443,0,394.2681034,9880.284202,2309.127439
Bulleit,50,3,RW,95575.24509,434859.5974,40100.93707,856.0013193,3718089.665,1795.655839,0,0,9679.047552,2236.310284
Bulleit,60,1,RW,83708.28556,386895.087,38302.20248,1489.487349,3880158.342,1094.309629,0,0,10043.66137,1692.719532
Bulleit,60,2,RW,82589.86196,382769.5959,38990.18371,1259.569749,3786817.336,823.8394409,0,626.0465572,10130.29022,1680.241102
Bulleit,60,3,RW,85263.21567,393696.2028,37432.30594,1210.398088,3882010.521,555.7227303,0,553.3712728,10512.65008,1686.463216
Bulleit,70,1,RW,70959.55424,329395.6538,33846.76715,1628.703403,3976925.694,0,0,806.4795295,12185.30126,2119.97372
Bulleit,70,2,RW,67316.15237,315038.5522,30686.11526,1773.461512,3860122.266,0,0,459.0074592,11807.59624,2073.313709
Bulleit,70,3,RW,71201.40987,329562.0715,33152.96107,1626.34424,3994715.269,0,0,0,12478.03799,2245.091197
Bulleit,80,1,RW,54785.17136,253030.808,27606.46456,2681.590622,4013223.283,4202.758963,0,547.8720779,15303.15291,4484.8344
Bulleit,80,2,RW,54665.5884,249967.8099,29692.96468,3239.582668,3834037.428,4470.778477,0,353.9811145,15704.52673,4406.230118
Bulleit,80,3,RW,53277.26285,251172.9877,23705.93778,2140.739227,3880445.698,3606.463707,0,309.2028814,12839.54652,3675.150863
Bulleit,90,1,RW,40885.92731,185397.3063,19640.29971,2165.488071,3500189.446,6124.396526,0,137.6716429,9872.511122,3213.34965
Bulleit,90,2,RW,42112.22027,187388.2596,23169.31001,3034.591287,3409758.567,7238.668986,0,0,10213.47592,3482.793236
Bulleit,90,3,RW,42388.20653,189234.9506,19959.18516,1744.661322,3577804.626,5431.340118,0,0,9324.578192,2970.077247
Bulleit,100,1,RW,32802.32377,145586.2223,16049.80175,409.9398914,3529451.612,2051.896166,0,0,7463.010043,1417.426157
Bulleit,100,2,RW,30630.16362,134643.4231,13853.09423,63.9432586,3236958.941,2245.74002,0,0,7489.549176,1646.607376
Bulleit,100,3,RW,32101.42027,146549.9728,14593.55176,386.2930305,3532902.596,2209.200869,0,0,7694.166317,1812.789801
Bunnahabhain,50,1,SM,133166.6407,1029169.836,575812.2558,17341.90343,1356003.876,58275.29294,20129.40188,13524.89139,30821.34629,7933.495982
Bunnahabhain,50,2,SM,139837.0617,1060005.733,528650.2844,13746.54226,1390321.979,47794.17186,18890.61736,13082.41832,31895.81732,7869.882954
Bunnahabhain,50,3,SM,134881.7707,1034851.988,549333.397,14546.62865,1364261.44,60384.46058,18389.34252,13559.44533,31486.13634,8106.449735
Bunnahabhain,60,1,SM,115750.7196,899577.0667,527528.4749,15300.54124,1380980.355,47116.26345,22040.24928,11892.9587,25389.57729,6080.513321
Bunnahabhain,60,2,SM,116012.3205,881962.3172,529996.638,15183.8685,1353021.454,52270.59154,19955.08809,10626.43704,24598.05886,5889.733272
Bunnahabhain,60,3,SM,117438.7872,908166.2289,546780.5342,14913.6685,1368479.574,50203.7183,20367.5,12411.55853,25351.48107,5860.549255
Bunnahabhain,70,1,SM,95890.34832,742663.2543,408599.6433,15001.25781,1328785.021,37440.57613,20690.984,8540.770345,19629.57913,3824.607328
Bunnahabhain,70,2,SM,99116.35428,758829.055,343981.0548,11339.91876,1378939.396,32618.0824,13830.62642,8396.824871,20601.59525,4101.459882
Bunnahabhain,70,3,SM,96070.30876,744185.2753,410644.77,16430.61973,1369658.861,38993.1286,19804.73505,8768.874721,19420.90165,3991.443005
Bunnahabhain,80,1,SM,76924.69423,606335.5562,348534.0102,12901.15212,1490490.892,22772.5554,21553.348,3894.941679,15072.50838,2189.680351
Bunnahabhain,80,2,SM,78002.99966,610389.7734,322233.1338,10466.04351,1499600.482,21878.54198,16355.18902,3475.304561,14982.36436,2465.767124
Bunnahabhain,80,3,SM,78649.58901,605414.8451,361933.5076,14517.87499,1471315.122,28025.44783,24469.72592,4209.61191,15249.31554,2262.956601
Bunnahabhain,90,1,SM,59431.79545,460460.379,260410.7909,7282.66857,1407505.188,12320.07061,19959.98556,1712.714819,12281.58416,1113.433019
Bunnahabhain,90,2,SM,61023.57524,476162.0499,253456.6145,6509.100627,1441668.233,11696.17697,17659.06566,1961.520153,12770.3475,1395.007946
Bunnahabhain,90,3,SM,60018.93341,471547.4635,244333.514,6748.789416,1439045.07,11983.40681,19583.40685,3007.065995,12530.48783,1262.468703
Bunnahabhain,100,1,SM,47762.48298,366031.0279,176338.3182,1962.052981,1414901.056,5432.527938,6641.961123,346.0196956,9498.189856,599.1452878
Bunnahabhain,100,2,SM,46852.36139,359762.6758,200301.9324,2707.363308,1410453.223,6656.985049,7921.863561,972.6976913,9526.56373,748.7204481
Bunnahabhain,100,3,SM,51136.68961,386789.5583,169564.2986,1904.613408,1501645.74,4962.208656,10458.91043,1533.065462,10073.95825,722.4405498
Bushmills,50,1,IW,46521.20917,279929.5985,202950.1706,15263.26929,694818.0462,30808.5248,3916.681225,1098.371259,11713.26359,1404.455964
Bushmills,50,2,IW,50846.46301,294582.0284,147737.466,12150.85996,728080.1964,23811.04289,3270.966057,911.6817529,12429.37571,1584.588292
Bushmills,50,3,IW,45091.20336,267932.9145,192439.4746,16355.65113,669251.7184,31825.18246,5559.928614,1624.847795,11244.56282,1724.459628
Bushmills,60,1,IW,42807.17463,248617.3795,159906.4998,16036.30132,689440.4506,23012.40248,6084.388833,1121.269734,10031.36306,993.840385
Bushmills,60,2,IW,38853.36452,214505.8074,123951.2404,11594.1309,618083.8758,18713.61772,2836.474457,471.866965,9126.653569,1061.443812
Bushmills,60,3,IW,39938.31254,246613.1405,181466.5067,16213.81522,662408.5374,26125.65914,5964.835749,1215.916005,10177.73139,1132.290732
Bushmills,70,1,IW,39287.65629,230633.1445,117921.4652,10046.21854,792317.3552,11758.29432,6591.489555,596.9944696,8400.42684,853.0390095
Bushmills,70,2,IW,38029.13307,224537.7187,136272.9803,9003.136745,785860.1337,11464.15415,5160.627723,467.6711762,8438.980006,862.5701352
Bushmills,70,3,IW,16857.76435,119235.4917,101325.8807,8162.359314,792204.7659,9599.186191,4483.579571,494.878571,7412.222936,828.9269056
