Whiskey,Percent.whiskey,Rep,Style,"1-Butanol, 2-methyl-, acetate","1-Butanol, 3-methyl-, acetate","Acetic acid, 2-phenylethyl ester",Lauryl acetate,Ethyl Acetate,"Acetic acid, decyl ester",1-Tetradecyl acetate,"Farnesol, acetate","Acetic acid, hexyl ester","Acetic acid, heptyl ester"
Maker's Mark,80,1,BU,83054.09186,296166.6936,100113.7331,0,4632813.804,192.6810917,238.1551403,0,3433.995556,7931.708333
Maker's Mark,80,2,BU,83249.06899,312020.4684,109725.4803,0,4149156.28,248.8684265,147.9687704,0,4040.821411,8639.727365
Maker's Mark,80,3,BU,79435.208,291396.6752,98618.33347,0,4647494.642,125.394288,210.4050936,0,3233.002429,8093.48073
Maker's Mark,90,1,BU,56413.09267,219949.4554,78938.35865,0,4178044.004,0,176.3649526,0,1830.204127,7012.67567
Maker's Mark,90,2,BU,60317.13517,226738.654,74956.97566,0,4316227.142,87.59036685,216.3562404,0,1830.272637,7104.456455
Maker's Mark,90,3,BU,56708.19023,213854.5927,62436.18023,0,4591030.417,0,191.5321814,0,1596.803791,6784.674592
Maker's Mark,100,1,BU,28495.51801,173357.0894,63820.80631,0,4573839.643,0,121.6425273,0,953.3861213,6547.595589
Maker's Mark,100,2,BU,53540.58952,162023.0805,57977.95028,0,4508491.794,0,189.1817278,0,990.8268658,6366.691598
Maker's Mark,100,3,BU,43652.15167,165796.5502,44261.68835,0,4352612.014,0,205.1523591,0,742.3398497,6421.11805
Michter's Rye,50,1,RW,349671.3773,748882.3428,224126.8098,288.9147721,3402893.344,3810.641089,207.6070811,709.4771769,15059.71971,11812.94961
Michter's Rye,50,2,RW,284365.2294,608487.2623,284751.6322,557.0016837,2985628.531,3590.677252,130.5666659,1372.984849,11441.7514,10671.062
Michter's Rye,50,3,RW,303431.1405,650429.5972,258564.2399,603.8054415,2911685.142,3387.458894,163.3879107,1492.604415,13092.83528,10754.48035
Michter's Rye,60,1,RW,271787.2473,576481.0176,236142.0075,556.3579283,2763677.426,2351.797588,137.8597789,1015.783284,11345.25443,8773.318046
Michter's Rye,60,2,RW,250279.8795,536054.5064,252340.783,724.930702,2842385.413,2430.102973,206.6174914,1072.631603,9913.990144,8953.859352
Michter's Rye,60,3,RW,278576.7612,602200.5047,257132.3143,598.4863907,2925324.781,2561.913772,211.3186367,1540.498823,11383.53694,9562.990018
Michter's Rye,70,1,RW,257084.2297,550057.6974,197899.6781,481.0303371,3361199.947,1629.386237,185.6725967,823.1225786,9733.214638,8300.558918
Michter's Rye,70,2,RW,239183.5508,514404.6119,210032.4075,592.0842591,3229771.622,1430.675472,194.0611385,1239.185937,9068.699543,7606.656785
Michter's Rye,70,3,RW,221181.4162,471241.6647,198676.9214,466.624694,3172581.008,1314.548925,270.0815535,1122.666573,7690.828414,7993.502738
Michter's Rye,80,1,RW,161998.9286,357032.2808,127794.1474,295.3368941,3231664.575,557.6605459,188.4369703,1383.758521,5351.739395,5396.966271
Michter's Rye,80,2,RW,212853.4222,460912.0855,147407.7541,399.2175358,3689438.983,846.8884803,205.8889877,1428.872609,6858.455827,6516.531409
Michter's Rye,80,3,RW,171623.4032,368294.9175,160264.5852,535.5979451,3214910.14,885.2170489,322.6290543,1187.530451,5141.498743,6310.779678
Michter's Rye,90,1,RW,140034.199,314044.782,132740.4158,326.0411085,3241307.406,477.2811115,147.3149532,2062.941691,4267.117078,5382.345174
Michter's Rye,90,2,RW,142935.1547,299314.014,133015.2376,290.0095925,3091567.235,331.2490856,105.5245528,1366.702828,3782.998046,5396.328175
Michter's Rye,90,3,RW,159758.1154,344421.0708,129047.2394,324.9663579,3158359.426,601.3610849,179.4190586,1329.867816,4779.389519,5744.281856
Michter's Rye,100,1,RW,142461.0676,305963.3494,108255.3384,379.5933233,3692004.644,446.0205129,252.3855046,1029.880208,3990.893234,5060.062999
Michter's Rye,100,2,RW,136211.3657,292621.4834,86774.56857,0,3499266.053,289.0821407,0,330.793357,3602.061872,4850.155933
Michter's Rye,100,3,RW,134331.3087,289316.5949,101778.5675,310.8300157,3447595.03,248.5322843,196.903989,679.5163859,3641.768926,4948.968505
Monkey Shoulder,50,1,BS,119862.0269,852419.3119,1289556.792,30927.12194,1622543.016,145728.4962,27183.43635,35276.26466,62398.03647,14580.18022
Monkey Shoulder,50,2,BS,263182.2881,1680527.685,1460818.418,33717.11426,1565667.983,173129.7497,29063.15187,37050.79838,77221.72262,16493.9766
Monkey Shoulder,50,3,BS,283481.4134,1793914.537,1480799.703,32372.93472,1735394.979,173690.8618,27396.31183,35509.37665,83500.16851,16124.2996
Monkey Shoulder,60,1,BS,238085.0295,1514756.48,1395683.086,38016.11055,1622835.633,150633.5102,32220.13018,36477.11648,65605.15157,13431.85962
Monkey Shoulder,60,2,BS,218525.8519,1388538.301,1354064.943,36519.02452,1476482.988,153823.4283,30887.94428,31551.316,60466.95628,13162.97258
Monkey Shoulder,60,3,BS,184766.065,1294203.4,1156018.692,29474.1767,1520597.013,124751.7738,24686.27935,25855.85968,53089.4625,12334.90262
Monkey Shoulder,70,1,BS,207537.3038,1277542.656,1007710.092,28466.81546,1755390.443,86830.89097,26653.14073,21705.47302,49715.65485,10762.20198
Monkey Shoulder,70,2,BS,127306.5774,1220487.166,1086748.539,33054.75882,1711007.703,92885.21137,32842.82883,24400.9273,45445.26532,10924.26079
Monkey Shoulder,70,3,BS,102137.1471,736143.8436,1145903.024,37419.18821,1794889.65,107616.4951,33099.37855,24424.98934,47024.05591,11341.05749
Monkey Shoulder,80,1,BS,170076.4421,1039438.623,783766.5858,20813.39829,1737479.079,48386.2803,30405.51887,10197.27256,37159.17387,9267.899844
Monkey Shoulder,80,2,BS,195822.4233,1216829.324,822118.7581,18285.45,1791407.988,53274.78623,21623.50757,8086.472909,44465.77014,10294.40309
Monkey Shoulder,80,3,BS,161358.5418,1014826.019,873844.9797,24284.31042,1753617.246,56547.62091,32695.73796,10998.95837,35671.92144,9204.657482
Monkey Shoulder,90,1,BS,67012.18161,472860.8509,692503.1217,8879.42284,1890734.679,27347.53887,15177.7613,3838.085001,25426.02002,8182.577522
Monkey Shoulder,90,2,BS,71838.92528,518284.418,627468.0652,6796.099746,1887654.542,23548.89284,10058.71613,2697.815444,27760.00596,7936.93201
Monkey Shoulder,90,3,BS,137728.3269,853426.0291,648138.647,7792.288865,1769743.134,25867.52455,11857.18781,3575.04946,28581.48105,8137.533458
Monkey Shoulder,100,1,BS,125526.6833,781325.1211,480971.1693,2018.933131,1723061.506,12985.68726,1624.105205,764.8987663,25225.89834,6958.702542
Monkey Shoulder,100,2,BS,128967.0072,800101.8391,488891.8793,2338.676499,1755952.25,12982.53958,1409.87683,965.2278472,25775.45241,7575.063351
Monkey Shoulder,100,3,BS,55408.03859,389896.5574,467991.6302,1544.86781,1965165.677,11527.51748,2420.522127,798.939036,19356.14002,7165.558861
Four Roses,50,1,BU,241315.9159,880698.4276,206997.0723,6562.74527,2399676.77,8136.489585,0,684.8585131,15710.11854,16288.81986
Four Roses,50,2,BU,241852.0595,883138.1358,188746.0537,5377.693226,2442069.429,6773.697931,0,467.3094695,15764.5942,15544.56266
Four Roses,50,3,BU,244977.8881,896921.1637,183305.7084,6020.725405,2546574.554,7557.957189,135.9083975,537.7083676,15321.55164,15509.05219
Four Roses,60,1,BU,227528.587,831523.0333,166086.9956,4914.672172,2653400.754,5881.885244,0,386.6702353,13597.67103,13451.04443
Four Roses,60,2,BU,224897.2152,816435.2434,214764.2522,6971.454347,2593314.143,7242.05953,0,620.5533566,13459.06966,13692.53678
Four Roses,60,3,BU,221358.0763,824880.7232,182492.7037,5219.37903,2545433.617,5523.658348,164.7993358,799.9045421,13730.25887,13651.76356
Four Roses,70,1,BU,199786.4769,737739.2422,159637.3856,3262.213593,2640363.026,3431.674011,141.0434592,407.734456,11504.39797,11377.06602
Four Roses,70,2,BU,202074.7633,750587.8376,154428.1762,3034.751467,2687088.436,3110.523321,163.1023551,551.4697148,11624.62235,11254.99832
Four Roses,70,3,BU,194933.5602,703991.005,141396.7979,2679.201215,2565249.779,2664.340478,212.6831692,0,11126.97085,10513.51227
Four Roses,80,1,BU,172103.4363,636026.5427,125785.6416,1521.164724,2699436.059,1637.550926,295.3163412,537.2956121,8926.41643,8807.147598
Four Roses,80,2,BU,170281.8402,617514.0378,135917.1107,1434.817095,2628085.556,1838.783765,274.2774654,390.9179449,8632.263382,8987.162567
Four Roses,80,3,BU,164589.6837,596993.4075,131683.465,1763.236979,2568479.549,1726.333207,198.9667099,0,8871.335717,8657.658326
Four Roses,90,1,BU,141170.52,511630.5555,98965.83203,475.3429731,2695343.608,1117.442402,259.1803797,0,6654.850359,6801.992203
Four Roses,90,2,BU,145373.8419,520745.6843,107478.6413,482.027089,2638127.31,1058.102656,293.203999,104.0053135,6902.586048,7147.63647
Four Roses,90,3,BU,141071.3085,506166.7523,105466.4334,594.049543,2634029.479,1322.12095,255.6601481,175.4340689,6753.12383,6881.238501
Four Roses,100,1,BU,111867.6608,405290.3089,75805.56205,308.8148968,2694407.282,515.640061,0,0,4368.886159,5783.386657
Four Roses,100,2,BU,110232.4952,400398.7635,81009.61144,0,2648216.397,483.5490696,61.13236065,0,4577.758341,5635.666743
Four Roses,100,3,BU,109232.2784,400233.0356,73118.93827,0,2650501.766,420.4134945,198.8115269,0,4432.774995,5518.591578
Russell Reserve,50,1,RW,290699.4321,959006.1306,391147.1148,8029.517889,3221844.648,21340.9132,0,3942.751493,23380.68757,19077.46478
Russell Reserve,50,2,RW,148634.1223,538322.944,329064.978,6077.619858,3344894.345,16444.91119,0,3232.289047,21034.51375,18044.93373
Russell Reserve,50,3,RW,305573.0222,996851.4493,402358.7298,7700.122133,3286828.111,21595.208,0,3653.087221,22990.29663,21036.3749
Russell Reserve,60,1,RW,277246.6587,919943.3915,359061.495,7479.26775,3521215.486,17222.63631,0,3066.567242,20590.9419,16595.36895
Russell Reserve,60,2,RW,267268.7649,877927.9809,346064.9237,8044.637657,3486379.004,16373.55256,0,3129.49919,18994.67125,16155.08236
Russell Reserve,60,3,RW,251397.0722,825788.6337,303408.2769,6539.685832,3582559.798,13200.71189,0,2851.017178,17131.56441,15418.37367
Russell Reserve,70,1,RW,249457.036,819791.1899,295369.6031,5920.636016,3883751.93,9475.514767,0,1951.322309,16022.20733,14248.43196
Russell Reserve,70,2,RW,242482.5672,796839.5158,296228.3877,6412.462043,3650775.11,9815.457677,0,1962.751489,15880.19316,13838.47934
Russell Reserve,70,3,RW,247972.5067,851311.347,283499.6764,5650.371125,3845651.786,10012.37659,0,2189.561668,17306.00421,14182.03483
Russell Reserve,80,1,RW,208628.6824,696388.3811,225483.0741,3277.766424,3886584.353,5740.378469,0,1672.573734,12926.10352,13074.60025
Russell Reserve,80,2,RW,218733.2888,719620.8632,251525.26,3404.847433,3811970.197,6560.442537,0,1799.688157,13314.92178,13381.63016
Russell Reserve,80,3,RW,213962.1699,718319.5996,212816.0206,2932.825848,3991841.214,5619.064781,0,1224.625339,12964.59888,12715.61596
Russell Reserve,90,1,RW,172219.3967,585538.0076,190859.6441,1311.457243,3806691.119,6897.206156,0,816.6631977,10454.10301,12392.79944
Russell Reserve,90,2,RW,186186.3461,622156.0358,193040.4224,1267.843148,4059714.896,6694.109208,0,930.8957143,10871.49488,13009.30291
Russell Reserve,90,3,RW,168124.4781,559408.2305,186515.4117,1155.047628,3533808.24,5832.8187,0,900.5948177,9748.405521,12324.27123
Russell Reserve,100,1,RW,131421.1693,438426.5652,143842.1156,497.6873085,3592043.552,2765.329283,0,457.2959197,6592.455368,10875.21755
Russell Reserve,100,2,RW,123559.0122,405288.5471,132122.675,387.4086798,3786506.1,2017.919131,0,0,5887.081995,10816.54353
Russell Reserve,100,3,RW,140793.3387,462480.8321,142590.6628,417.7087575,3718840.866,2754.579367,0,0,7275.411765,10751.11242
George T Stagg,50,1,BB,140765.1753,303388.1691,107991.1293,819.6483253,2858566.751,750.1481826,168.4416985,736.2912411,2861.907076,4880.199613
George T Stagg,50,2,BB,143513.1821,303035.6219,105556.3363,537.5602456,2861176.839,615.0026652,185.7232475,925.6029707,2878.060488,4679.59616
George T Stagg,50,3,BB,141771.3547,304475.1293,105129.0259,896.2740297,2856081.721,979.6163152,281.0063261,427.8883304,2984.072297,5586.710613
George T Stagg,60,1,BB,93181.92832,197666.2845,77394.47545,378.9991697,2565763.552,1802.344226,70.03862211,995.2323426,1163.306213,3915.826902
George T Stagg,60,2,BB,94418.65803,203563.1699,84490.04347,736.9925889,2632509.911,2440.625221,211.2304109,747.325454,1340.2577,4177.464711
George T Stagg,60,3,BB,101011.7711,212315.6708,79172.16068,493.5557367,2753237.01,2151.518306,36.05340662,884.9047698,1286.608268,4084.207661
George T Stagg,70,1,BB,67633.0651,141453.1243,50128.60589,315.1331571,2573092.681,2658.84998,0,0,0,3249.298537
George T Stagg,70,2,BB,65985.15586,138268.797,48168.9954,259.9370395,2535481.501,2523.47936,97.27019779,164.2298567,0,3164.45645
George T Stagg,70,3,BB,66877.71063,137425.9172,57710.94972,577.8500258,2566243.214,3954.09897,176.361064,232.3151575,0,3202.136131
George T Stagg,80,1,BB,43948.07073,89815.19662,31833.3033,0,2396010.965,329.765844,0,0,0,2284.510243
George T Stagg,80,2,BB,45404.27271,93765.47269,33367.19204,0,2361287.995,388.6515419,0,0,0,2654.226715
George T Stagg,80,3,BB,45790.28597,94150.74184,36365.57824,0,2407614.518,349.6123739,0,0,0,2550.374224
George T Stagg,90,1,BB,32794.19586,68110.63815,23958.17621,0,2226404.385,101.5133993,0,0,0,2275.040959
George T Stagg,90,2,BB,34114.09064,68532.37275,25364.33465,0,2188276.911,80.73656525,0,0,0,2149.18854
George T Stagg,90,3,BB,34450.09907,68408.59244,27424.61282,0,2229141.574,142.1286054,0,0,0,2195.171768
George T Stagg,100,1,BB,26286.56616,51436.36049,18818.34148,0,2101878.415,0,0,0,0,2154.820052
George T Stagg,100,2,BB,26802.68717,52427.19511,18212.09635,0,2117464.523,0,0,0,0,2192.098015
George T Stagg,100,3,BB,24339.96601,48148.05166,17147.98469,0,1929284.129,0,0,0,0,2049.976629
Teeling,50,1,IW,66346.42078,486099.3978,141801.7753,15724.81394,990273.3669,42389.88476,6442.635044,1651.37434,18892.59435,5051.146942
Teeling,50,2,IW,67502.98856,506554.8825,165847.9604,17875.54881,968463.7944,49576.55205,7532.273706,1139.436391,21338.33427,4985.682825
Teeling,50,3,IW,74978.91178,562706.1658,171944.2433,16409.1716,1060493.365,52647.66821,5404.3003,922.0288021,19578.37488,5407.548554
Teeling,60,1,IW,62600.18027,470054.5929,150684.4584,14467.89706,1035815.073,31282.48784,7649.867999,957.1607868,18377.14061,5008.1715
Teeling,60,2,IW,74444.14833,557924.4326,163211.6241,14887.92242,1165834.814,34561.58908,8056.007081,1229.952362,15791.69148,4998.273738
Teeling,60,3,IW,61341.59111,475442.483,130206.2835,11615.41886,1062716.466,27870.1464,4935.9579,930.2749328,18654.29486,4728.762432
Teeling,70,1,IW,63564.50382,468904.161,143480.4798,8096.444765,1187694.243,19876.38283,6139.750172,744.313992,12752.95482,4524.208902
Teeling,70,2,IW,53190.37891,404301.8425,128046.1721,6954.441923,1059325.235,17661.36127,4303.279784,1080.608554,14144.56664,4649.044882
Teeling,70,3,IW,63914.12342,471435.277,129299.9866,6211.397874,1218372.763,16849.95504,4403.840963,732.7230451,10433.93334,4465.122754
Teeling,80,1,IW,54125.59268,394838.0251,109591.7357,2139.207031,1201079.779,8608.714736,946.2434092,417.2134049,10020.97823,4488.338126
Teeling,80,2,IW,52523.41471,382493.8408,104018.4672,1621.698403,1225473.997,7632.062469,744.1713895,516.4154011,8932.710183,4309.487245
Teeling,80,3,IW,43788.19207,338698.3634,89185.40012,1118.592096,1126293.507,6049.096378,418.286708,446.7567163,10807.15531,4470.195377
Teeling,90,1,IW,40116.56,286689.2581,64869.14149,0,1155367.712,2322.622696,0,154.1519918,4930.422566,4489.544227
Teeling,90,2,IW,42160.51418,302501.3961,77152.63192,515.924981,1206019.742,3379.757543,246.6734172,314.847483,4949.810959,4645.852284
Teeling,90,3,IW,41253.15299,302466.8044,72474.93501,497.7391306,1216356.145,2689.478041,310.05072,150.9875461,7248.468728,4265.123152
Teeling,100,1,IW,19317.82783,202404.176,57452.06141,0,1089212.384,559.7892139,150.7694165,114.8770752,5987.8309,3482.887791
Teeling,100,2,IW,29615.41416,215270.6562,58346.95949,407.6548133,1096294.044,729.9061387,249.4568454,0,6126.081546,3596.399664
Teeling,100,3,IW,35116.82752,234893.7988,57902.03414,371.9438911,1131163.489,785.9893339,104.6816918,0,5706.181984,3658.007801
Tullamore Dew,50,1,IW,30702.10042,193840.8725,37829.49572,8813.199688,610973.3237,23589.1821,677.5035871,463.881932,8120.003179,4039.482803
Tullamore Dew,50,2,IW,15924.41229,101520.0596,42037.91741,7775.131056,563036.3632,20008.60162,1840.047439,856.8327708,7784.349761,4068.805895
Tullamore Dew,50,3,IW,29720.09262,177264.9106,48785.68749,8492.751054,545078.3908,21306.61925,2566.662109,845.4804766,9306.627367,4293.673945
Tullamore Dew,60,1,IW,31877.54273,195514.749,51055.15908,7669.046576,654321.9008,18769.37835,3033.357637,877.1785576,9894.218922,4278.468903
Tullamore Dew,60,2,IW,26371.82117,161544.3989,49478.39964,7641.300211,544387.8485,19251.68025,2187.00742,655.1098067,8260.198837,4385.263372
Tullamore Dew,60,3,IW,20763.2321,157350.4445,46539.03326,7579.195194,583698.6438,17361.34677,2410.250024,531.9993913,7085.863003,4144.685966
Tullamore Dew,70,1,IW,27719.36617,166189.6116,41165.10092,4368.049994,659311.3658,11136.2751,2703.75513,745.3008358,7716.697631,3641.110719
Tullamore Dew,70,2,IW,21923.19751,140777.3381,37996.2611,4158.108258,612633.0924,9944.710284,1728.469384,559.1221502,5857.615978,3544.209573
Tullamore Dew,70,3,IW,27512.56495,172014.3517,44360.86619,4128.134053,673652.6736,11767.03408,2290.176684,871.4356864,7804.834763,3696.389734
Tullamore Dew,80,1,IW,21082.4394,126519.0497,33092.50773,1542.37543,612641.0816,5351.675933,621.6287154,547.2742441,5176.815536,3248.071312
Tullamore Dew,80,2,IW,23683.24374,143774.5484,32572.71398,1007.941479,674008.9305,5542.246939,430.4860785,404.460038,6011.740065,3547.345594
Tullamore Dew,80,3,IW,21641.11611,127481.8448,29872.99015,1159.977992,615439.601,5500.177757,439.2165813,539.3636984,5152.421939,3274.344494
Tullamore Dew,90,1,IW,16577.00894,99847.73797,22152.8752,521.9661209,608666.4917,1268.400401,196.715742,303.0016827,3168.900656,3202.073864
Tullamore Dew,90,2,IW,20750.09161,120360.4589,24536.62608,517.9363724,693357.045,2109.245041,306.4081803,541.6445378,4249.640717,2971.301346
Tullamore Dew,90,3,IW,19629.67856,117874.2232,24662.71715,501.7080974,678158.9561,2269.723481,313.6620027,228.8126901,4215.541407,3148.136854
Tullamore Dew,100,1,IW,15613.85458,93403.59143,23872.1334,387.4485761,615273.2997,642.5786758,234.3567029,0,2949.253967,3370.003798
Tullamore Dew,100,2,IW,13914.42451,85200.33859,19760.32852,0,543505.9946,520.1625964,197.150564,66.64993321,2557.853743,3371.22748
Tullamore Dew,100,3,IW,13738.67783,78784.59213,19087.77695,0,562162.7114,452.5430221,128.0289088,29.36567537,2242.481867,2938.648742
Wild Turkey,50,1,BU,119658.8945,582731.8478,263991.2814,2623.934421,2928373.772,9215.663152,220.5424007,1164.771234,26105.57633,10966.75507
Wild Turkey,50,2,BU,120023.9691,581469.7921,266854.7455,2028.865317,2909142.701,8160.283361,179.3494454,672.1583937,26174.32983,10941.45525
Wild Turkey,50,3,BU,112910.2303,536778.2967,240292.3487,2331.428226,2740548.429,8519.057995,232.2425749,903.4302856,24157.10722,10572.43029
Wild Turkey,60,1,BU,97011.82381,473360.06,188573.7464,1756.967025,3009891.299,5726.689671,244.377814,0,16927.52692,7471.810943
Wild Turkey,60,2,BU,101226.2408,491472.2347,185140.3788,1650.616851,3035749.886,5872.157833,189.0953042,898.6374656,18572.01084,7715.391841
Wild Turkey,60,3,BU,98910.64712,484846.0421,206918.803,1715.057811,3022712.509,5500.752634,290.7863877,577.7622353,18044.96178,7693.036395
Wild Turkey,70,1,BU,74699.13861,356670.4427,165341.3441,1666.396889,3031109.335,10023.42591,284.8903796,1138.253848,10003.27857,7443.735741
Wild Turkey,70,2,BU,76000.01274,367428.0411,139761.9383,853.963772,2988373.188,5764.977503,292.9217742,613.4618655,10883.00458,7100.723922
Wild Turkey,70,3,BU,77457.30914,371244.5732,179338.9336,1426.534732,3026242.509,8759.116347,232.6538438,1001.338336,10892.60021,7381.093826
Wild Turkey,80,1,BU,52970.24036,248818.1214,103855.6872,1211.340578,2818934.676,22451.32924,329.0180766,835.6984339,5742.743977,8828.050231
Wild Turkey,80,2,BU,56716.69543,269166.9384,100793.239,769.2946153,2857294.478,17402.90449,309.0938622,628.0495654,6375.880734,9142.241951
Wild Turkey,80,3,BU,53779.47495,255457.9771,110157.3773,1070.403464,2787268.857,21391.03419,340.9074185,873.40929,5931.587969,9666.002748
Wild Turkey,90,1,BU,41738.19337,193104.4167,81237.18199,2935.623367,2723244.933,24691.43306,290.4942529,0,4155.008898,7289.271315
Wild Turkey,90,2,BU,42604.04129,195851.5598,81721.57012,2703.849408,2773191.477,23900.51811,307.6266756,429.0818415,4291.93594,7026.31162
Wild Turkey,90,3,BU,40710.04282,190606.6302,82153.10103,2352.606027,2637748.357,23407.52978,289.5845054,434.7262013,4150.31166,7162.342208
Wild Turkey,100,1,BU,32520.38014,148884.7875,64217.05855,440.2872574,2628016.355,7811.324212,184.3826629,0,2956.930541,6152.615401
Wild Turkey,100,2,BU,33725.18407,148825.9561,63729.94583,483.8575418,2612030.129,8062.243684,68.09441776,0,2998.447984,5034.064741
Wild Turkey,100,3,BU,30784.97805,143470.5745,64617.9466,521.502563,2475336.44,8466.756848,152.4162144,96.84557946,2794.345601,5304.543261
Woodford Rye,50,1,RW,352211.5992,1136049.342,164826.6125,0,3418444.065,0,157.0805467,1050.468488,27507.127,17611.59024
Woodford Rye,50,2,RW,319701.8635,1036640.917,183854.9307,0,3192891.813,0,147.3704785,1471.591265,28700.68747,16972.67973
Woodford Rye,50,3,RW,283159.777,909952.2031,192756.5361,571.6152098,3060518.255,0,223.0447622,1298.214888,23246.12927,15932.74822
Woodford Rye,60,1,RW,262705.4369,849865.4141,144112.3437,0,3390434.299,0,262.3007522,845.471368,19655.1807,11749.64261
Woodford Rye,60,2,RW,283544.241,918766.9108,169971.178,0,3202636.736,0,203.6441325,1309.453617,23429.40629,12342.32633
Woodford Rye,60,3,RW,294815.8787,961750.8525,198098.5462,428.776541,3513356.357,0,215.8899711,1054.883736,18648.17296,13856.26315
Woodford Rye,70,1,RW,259535.9012,846750.5754,134473.1202,0,3822759.914,0,371.9886636,1187.543532,12727.86555,11312.05432
Woodford Rye,70,2,RW,210545.6526,679091.4857,123035.4201,0,3359571.98,0,277.0610171,1886.585364,15035.89067,9510.832644
Woodford Rye,70,3,RW,243703.9575,792661.2218,149854.2891,0,3641811.537,0,254.3771817,1740.332369,17782.66627,10281.14093
Woodford Rye,80,1,RW,167454.5443,554582.5455,112410.6064,914.6553487,3339207.327,10133.60956,535.9289459,1350.583226,11806.24874,9427.722169
Woodford Rye,80,2,RW,186115.1162,606877.5152,107490.5807,612.2796995,3258788.914,10025.73301,496.4625211,1140.891099,12087.40313,9320.09322
Woodford Rye,80,3,RW,202471.3046,656047.4051,102439.2013,759.4318303,3567075.929,10139.99229,461.4677194,831.3825489,7785.903566,11370.49097
Woodford Rye,90,1,RW,152971.8831,492688.4375,83999.32264,840.5760323,3518419.598,7869.494151,212.0824982,581.1383175,9041.828897,10018.00609
Woodford Rye,90,2,RW,161200.2771,520900.5238,79570.88925,831.2046198,3716880.788,7847.118269,272.4503036,458.4956217,9047.00018,9504.659479
Woodford Rye,90,3,RW,146796.8892,472823.1493,85473.34628,1109.222373,3418468.192,9959.494424,271.2469249,487.4777297,8821.187491,10573.42347
Woodford Rye,100,1,RW,121791.5367,382298.8183,56501.90679,232.9903447,3590217.95,2890.792602,238.6288759,35.41135417,7105.684802,8249.521969
Woodford Rye,100,2,RW,118999.6953,378898.4478,60136.94247,263.4131841,3489341.282,1656.002281,261.5866756,349.7948782,7162.743388,7696.012477
Woodford Rye,100,3,RW,109187.0971,365077.478,55377.18968,317.9034401,3412601.185,1280.536777,220.7422915,250.1055031,6594.665689,7973.068552
